slot_decision_explanation_id,lifecycle_id,symbol,entry_ts,entry_ts_utc,theme_id,split_name,candidate_role,slot_claim_basis,slot_risk_basis,replacement_hurdle_required_flag,same_entry_candidate_count,same_entry_theme_count,same_entry_relation_count,active_theme_count,active_relation_count,bundle_assignment_ready_flag,do_not_trade_reason,setup_quality_bucket,action_family,allowed_inputs_only_flag,outcome_used_flag,future_price_used_flag,label_used_flag
TASK617|UBER|20250429T174500Z|slot_decision_explanation,TASK617|UBER|20250429T174500Z,UBER,2025-05-01 14:30:00+00:00,2025-04-29 17:45:00+00:00,ev_autonomy_mobility,train_design,priority_candidate,setup=high_quality_setup|catalyst=contract_customer_backlog|price=price_confirmed_basic|theme=participating_theme|relation=company_price_confirmed_macro_secondary,capacity=slot_competition_high|same_entry_candidates=7|active_relations=0|risk=market_stress_proxy|microstructure=SOURCE_PENDING_NOT_USED,1,7,2,4,0,0,1,,high_quality_setup,BASELINE_ALLOWED,1,0,0,0
TASK617|PLTR|20250429T180000Z|slot_decision_explanation,TASK617|PLTR|20250429T180000Z,PLTR,2025-05-01 14:30:00+00:00,2025-04-29 18:00:00+00:00,data_devops_software,train_design,priority_candidate,setup=fragile_setup|catalyst=contract_customer_backlog|price=price_fragile_or_unconfirmed|theme=fading_leadership|relation=relation_reinforcing,capacity=slot_competition_high|same_entry_candidates=7|active_relations=0|risk=market_stress_proxy|microstructure=SOURCE_PENDING_NOT_USED,1,7,1,3,0,0,1,,fragile_setup,STRENGTH_HOLD_CANDIDATE,1,0,0,0
TASK617|GEV|20250430T133000Z|slot_decision_explanation,TASK617|GEV|20250430T133000Z,GEV,2025-05-02 14:30:00+00:00,2025-04-30 13:30:00+00:00,power_grid_electrification,train_design,priority_candidate,setup=high_quality_setup|catalyst=contract_customer_backlog|price=price_confirmed_basic|theme=participating_theme|relation=relation_reinforcing,capacity=slot_competition_high|same_entry_candidates=7|active_relations=0|risk=market_stress_proxy|microstructure=SOURCE_PENDING_NOT_USED,1,7,1,4,0,0,1,,high_quality_setup,STRENGTH_HOLD_CANDIDATE,1,0,0,0
TASK617|ZS|20250430T140000Z|slot_decision_explanation,TASK617|ZS|20250430T140000Z,ZS,2025-05-02 14:30:00+00:00,2025-04-30 14:00:00+00:00,cybersecurity,train_design,priority_candidate,setup=high_quality_setup|catalyst=contract_customer_backlog|price=price_confirmed_basic|theme=participating_theme|relation=relation_reinforcing,capacity=slot_competition_high|same_entry_candidates=7|active_relations=0|risk=market_stress_proxy|microstructure=SOURCE_PENDING_NOT_USED,1,7,2,4,0,0,1,,high_quality_setup,STRENGTH_HOLD_CANDIDATE,1,0,0,0
TASK617|PLTR|20250430T140000Z|slot_decision_explanation,TASK617|PLTR|20250430T140000Z,PLTR,2025-05-02 14:30:00+00:00,2025-04-30 14:00:00+00:00,data_devops_software,train_design,priority_candidate,setup=medium_quality_setup|catalyst=contract_customer_backlog|price=price_confirmed_basic|theme=participating_theme|relation=relation_reinforcing,capacity=slot_competition_high|same_entry_candidates=7|active_relations=0|risk=market_stress_proxy|microstructure=SOURCE_PENDING_NOT_USED,1,7,1,4,0,0,1,,medium_quality_setup,STRENGTH_HOLD_CANDIDATE,1,0,0,0
TASK617|UBER|20250430T140000Z|slot_decision_explanation,TASK617|UBER|20250430T140000Z,UBER,2025-05-02 14:30:00+00:00,2025-04-30 14:00:00+00:00,ev_autonomy_mobility,train_design,confirmation_required_candidate,setup=medium_quality_setup|catalyst=contract_customer_backlog|price=price_confirmed_basic|theme=fading_leadership|relation=company_price_confirmed_macro_secondary,capacity=slot_competition_high|same_entry_candidates=7|active_relations=0|risk=market_stress_proxy|microstructure=SOURCE_PENDING_NOT_USED,1,7,2,3,0,0,1,,medium_quality_setup,BASELINE_ALLOWED,1,0,0,0
TASK617|MSTR|20250430T141500Z|slot_decision_explanation,TASK617|MSTR|20250430T141500Z,MSTR,2025-05-02 14:30:00+00:00,2025-04-30 14:15:00+00:00,crypto_fintech,train_design,priority_candidate,setup=high_quality_setup|catalyst=contract_customer_backlog|price=price_confirmed_but_extended|theme=participating_theme|relation=company_price_confirmed_macro_secondary,capacity=slot_competition_high|same_entry_candidates=7|active_relations=0|risk=stress_plus_extension_proxy|microstructure=SOURCE_PENDING_NOT_USED,1,7,1,3,0,0,1,,high_quality_setup,BASELINE_ALLOWED,1,0,0,0
TASK617|OKTA|20250430T141500Z|slot_decision_explanation,TASK617|OKTA|20250430T141500Z,OKTA,2025-05-02 14:30:00+00:00,2025-04-30 14:15:00+00:00,cybersecurity,train_design,priority_candidate,setup=high_quality_setup|catalyst=contract_customer_backlog|price=price_confirmed_basic|theme=participating_theme|relation=relation_reinforcing,capacity=slot_competition_high|same_entry_candidates=7|active_relations=0|risk=high_liquidity_momentum_proxy|microstructure=SOURCE_PENDING_NOT_USED,1,7,2,4,0,0,1,,high_quality_setup,STRENGTH_HOLD_CANDIDATE,1,0,0,0
TASK617|RIVN|20250430T143000Z|slot_decision_explanation,TASK617|RIVN|20250430T143000Z,RIVN,2025-05-02 14:30:00+00:00,2025-04-30 14:30:00+00:00,ev_autonomy_mobility,train_design,confirmation_required_candidate,setup=medium_quality_setup|catalyst=contract_customer_backlog|price=price_confirmed_basic|theme=fading_leadership|relation=company_price_confirmed_macro_secondary,capacity=slot_competition_high|same_entry_candidates=7|active_relations=0|risk=market_stress_proxy|microstructure=SOURCE_PENDING_NOT_USED,1,7,2,3,0,0,1,,medium_quality_setup,BASELINE_ALLOWED,1,0,0,0
TASK617|LMT|20250501T134500Z|slot_decision_explanation,TASK617|LMT|20250501T134500Z,LMT,2025-05-05 14:30:00+00:00,2025-05-01 13:45:00+00:00,aerospace_defense_space,train_design,confirmation_required_candidate,setup=medium_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_but_extended|theme=fading_leadership|relation=company_positive_confirmation_needed,capacity=slot_competition_very_high|same_entry_candidates=9|active_relations=0|risk=stress_plus_extension_proxy|microstructure=SOURCE_PENDING_NOT_USED,1,9,1,1,0,0,1,,medium_quality_setup,BASELINE_ALLOWED,1,0,0,0
TASK617|UBER|20250501T140000Z|slot_decision_explanation,TASK617|UBER|20250501T140000Z,UBER,2025-05-05 14:30:00+00:00,2025-05-01 14:00:00+00:00,ev_autonomy_mobility,train_design,normal_candidate,setup=research_only_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=fading_leadership|relation=relation_sparse_research_only,capacity=slot_competition_very_high|same_entry_candidates=9|active_relations=0|risk=market_stress_proxy|microstructure=SOURCE_PENDING_NOT_USED,1,9,2,4,0,0,1,,research_only_setup,RESEARCH_ONLY,1,0,0,0
TASK617|ETN|20250501T141500Z|slot_decision_explanation,TASK617|ETN|20250501T141500Z,ETN,2025-05-05 14:30:00+00:00,2025-05-01 14:15:00+00:00,power_grid_electrification,train_design,confirmation_required_candidate,setup=medium_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=participating_theme|relation=relation_offsetting,capacity=slot_competition_very_high|same_entry_candidates=9|active_relations=0|risk=high_liquidity_momentum_proxy|microstructure=SOURCE_PENDING_NOT_USED,1,9,4,4,0,0,1,,medium_quality_setup,REDUCE_DURATION,1,0,0,0
TASK617|ZS|20250501T141500Z|slot_decision_explanation,TASK617|ZS|20250501T141500Z,ZS,2025-05-05 14:30:00+00:00,2025-05-01 14:15:00+00:00,cybersecurity,train_design,normal_candidate,setup=research_only_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=participating_theme|relation=relation_sparse_research_only,capacity=slot_competition_very_high|same_entry_candidates=9|active_relations=0|risk=market_stress_proxy|microstructure=SOURCE_PENDING_NOT_USED,1,9,1,4,0,0,1,,research_only_setup,RESEARCH_ONLY,1,0,0,0
TASK617|RIVN|20250501T141500Z|slot_decision_explanation,TASK617|RIVN|20250501T141500Z,RIVN,2025-05-05 14:30:00+00:00,2025-05-01 14:15:00+00:00,ev_autonomy_mobility,train_design,normal_candidate,setup=research_only_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=fading_leadership|relation=relation_sparse_research_only,capacity=slot_competition_very_high|same_entry_candidates=9|active_relations=0|risk=market_stress_proxy|microstructure=SOURCE_PENDING_NOT_USED,1,9,2,4,0,0,1,,research_only_setup,RESEARCH_ONLY,1,0,0,0
TASK617|GEV|20250501T144500Z|slot_decision_explanation,TASK617|GEV|20250501T144500Z,GEV,2025-05-05 14:30:00+00:00,2025-05-01 14:45:00+00:00,power_grid_electrification,train_design,priority_candidate,setup=high_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=participating_theme|relation=relation_offsetting,capacity=slot_competition_very_high|same_entry_candidates=9|active_relations=0|risk=high_liquidity_momentum_proxy|microstructure=SOURCE_PENDING_NOT_USED,1,9,4,4,0,0,1,,high_quality_setup,REDUCE_DURATION,1,0,0,0
TASK617|IBIT|20250501T144500Z|slot_decision_explanation,TASK617|IBIT|20250501T144500Z,IBIT,2025-05-05 14:30:00+00:00,2025-05-01 14:45:00+00:00,crypto_fintech,train_design,normal_candidate,setup=research_only_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=participating_theme|relation=relation_sparse_research_only,capacity=slot_competition_very_high|same_entry_candidates=9|active_relations=0|risk=market_stress_proxy|microstructure=SOURCE_PENDING_NOT_USED,1,9,1,4,0,0,1,,research_only_setup,RESEARCH_ONLY,1,0,0,0
TASK617|PWR|20250501T150000Z|slot_decision_explanation,TASK617|PWR|20250501T150000Z,PWR,2025-05-05 14:30:00+00:00,2025-05-01 15:00:00+00:00,power_grid_electrification,train_design,confirmation_required_candidate,setup=medium_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_but_extended|theme=participating_theme|relation=relation_offsetting,capacity=slot_competition_very_high|same_entry_candidates=9|active_relations=0|risk=stress_plus_extension_proxy|microstructure=SOURCE_PENDING_NOT_USED,1,9,4,4,0,0,1,,medium_quality_setup,REDUCE_DURATION,1,0,0,0
TASK617|VST|20250501T151500Z|slot_decision_explanation,TASK617|VST|20250501T151500Z,VST,2025-05-05 14:30:00+00:00,2025-05-01 15:15:00+00:00,power_grid_electrification,train_design,confirmation_required_candidate,setup=medium_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=participating_theme|relation=relation_offsetting,capacity=slot_competition_very_high|same_entry_candidates=9|active_relations=0|risk=high_liquidity_momentum_proxy|microstructure=SOURCE_PENDING_NOT_USED,1,9,4,4,0,0,1,,medium_quality_setup,REDUCE_DURATION,1,0,0,0
TASK617|CRWD|20250505T133000Z|slot_decision_explanation,TASK617|CRWD|20250505T133000Z,CRWD,2025-05-07 14:30:00+00:00,2025-05-05 13:30:00+00:00,cybersecurity,train_design,confirmation_required_candidate,setup=medium_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=emerging_leadership|relation=company_positive_confirmation_needed,capacity=slot_competition_very_high|same_entry_candidates=9|active_relations=0|risk=proxy_neutral|microstructure=SOURCE_PENDING_NOT_USED,1,9,2,5,0,0,1,,medium_quality_setup,BASELINE_ALLOWED,1,0,0,0
TASK617|ZS|20250505T133000Z|slot_decision_explanation,TASK617|ZS|20250505T133000Z,ZS,2025-05-07 14:30:00+00:00,2025-05-05 13:30:00+00:00,cybersecurity,train_design,confirmation_required_candidate,setup=medium_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=emerging_leadership|relation=company_positive_confirmation_needed,capacity=slot_competition_very_high|same_entry_candidates=9|active_relations=0|risk=proxy_neutral|microstructure=SOURCE_PENDING_NOT_USED,1,9,2,5,0,0,1,,medium_quality_setup,BASELINE_ALLOWED,1,0,0,0
TASK617|UBER|20250505T133000Z|slot_decision_explanation,TASK617|UBER|20250505T133000Z,UBER,2025-05-07 14:30:00+00:00,2025-05-05 13:30:00+00:00,ev_autonomy_mobility,train_design,confirmation_required_candidate,setup=medium_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_but_extended|theme=participating_theme|relation=company_positive_confirmation_needed,capacity=slot_competition_very_high|same_entry_candidates=9|active_relations=0|risk=extension_proxy|microstructure=SOURCE_PENDING_NOT_USED,1,9,1,5,0,0,1,,medium_quality_setup,BASELINE_ALLOWED,1,0,0,0
TASK617|BA|20250505T134500Z|slot_decision_explanation,TASK617|BA|20250505T134500Z,BA,2025-05-07 14:30:00+00:00,2025-05-05 13:45:00+00:00,aerospace_defense_space,train_design,confirmation_required_candidate,setup=medium_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=late_leadership|relation=company_price_confirmed_macro_secondary,capacity=slot_competition_very_high|same_entry_candidates=9|active_relations=0|risk=proxy_neutral|microstructure=SOURCE_PENDING_NOT_USED,1,9,1,1,0,0,1,,medium_quality_setup,BASELINE_ALLOWED,1,0,0,0
TASK617|DDOG|20250505T134500Z|slot_decision_explanation,TASK617|DDOG|20250505T134500Z,DDOG,2025-05-07 14:30:00+00:00,2025-05-05 13:45:00+00:00,data_devops_software,train_design,priority_candidate,setup=high_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=participating_theme|relation=relation_reinforcing,capacity=slot_competition_very_high|same_entry_candidates=9|active_relations=0|risk=proxy_neutral|microstructure=SOURCE_PENDING_NOT_USED,1,9,2,2,0,0,1,,high_quality_setup,STRENGTH_HOLD_CANDIDATE,1,0,0,0
TASK617|GEV|20250505T134500Z|slot_decision_explanation,TASK617|GEV|20250505T134500Z,GEV,2025-05-07 14:30:00+00:00,2025-05-05 13:45:00+00:00,power_grid_electrification,train_design,normal_candidate,setup=research_only_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=persistent_leadership|relation=relation_sparse_research_only,capacity=slot_competition_very_high|same_entry_candidates=9|active_relations=0|risk=proxy_neutral|microstructure=SOURCE_PENDING_NOT_USED,1,9,2,1,0,0,1,,research_only_setup,RESEARCH_ONLY,1,0,0,0
TASK617|PWR|20250505T141500Z|slot_decision_explanation,TASK617|PWR|20250505T141500Z,PWR,2025-05-07 14:30:00+00:00,2025-05-05 14:15:00+00:00,power_grid_electrification,train_design,confirmation_required_candidate,setup=medium_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=persistent_leadership|relation=company_positive_confirmation_needed,capacity=slot_competition_very_high|same_entry_candidates=9|active_relations=0|risk=proxy_neutral|microstructure=SOURCE_PENDING_NOT_USED,1,9,2,5,0,0,1,,medium_quality_setup,BASELINE_ALLOWED,1,0,0,0
TASK617|PLTR|20250505T160000Z|slot_decision_explanation,TASK617|PLTR|20250505T160000Z,PLTR,2025-05-07 14:30:00+00:00,2025-05-05 16:00:00+00:00,data_devops_software,train_design,priority_candidate,setup=high_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=participating_theme|relation=relation_reinforcing,capacity=slot_competition_very_high|same_entry_candidates=9|active_relations=0|risk=proxy_neutral|microstructure=SOURCE_PENDING_NOT_USED,1,9,2,2,0,0,1,,high_quality_setup,STRENGTH_HOLD_CANDIDATE,1,0,0,0
TASK617|MSTR|20250505T180000Z|slot_decision_explanation,TASK617|MSTR|20250505T180000Z,MSTR,2025-05-07 14:30:00+00:00,2025-05-05 18:00:00+00:00,crypto_fintech,train_design,confirmation_required_candidate,setup=medium_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=persistent_leadership|relation=company_positive_confirmation_needed,capacity=slot_competition_very_high|same_entry_candidates=9|active_relations=0|risk=proxy_neutral|microstructure=SOURCE_PENDING_NOT_USED,1,9,1,5,0,0,1,,medium_quality_setup,BASELINE_ALLOWED,1,0,0,0
TASK617|UBER|20250506T133000Z|slot_decision_explanation,TASK617|UBER|20250506T133000Z,UBER,2025-05-08 14:30:00+00:00,2025-05-06 13:30:00+00:00,ev_autonomy_mobility,train_design,confirmation_required_candidate,setup=medium_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=participating_theme|relation=company_positive_confirmation_needed,capacity=slot_competition_very_high|same_entry_candidates=11|active_relations=0|risk=proxy_neutral|microstructure=SOURCE_PENDING_NOT_USED,1,11,1,7,0,0,1,,medium_quality_setup,BASELINE_ALLOWED,1,0,0,0
TASK617|VST|20250506T133000Z|slot_decision_explanation,TASK617|VST|20250506T133000Z,VST,2025-05-08 14:30:00+00:00,2025-05-06 13:30:00+00:00,power_grid_electrification,train_design,confirmation_required_candidate,setup=medium_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_but_extended|theme=persistent_leadership|relation=company_positive_confirmation_needed,capacity=slot_competition_very_high|same_entry_candidates=11|active_relations=0|risk=extension_proxy|microstructure=SOURCE_PENDING_NOT_USED,1,11,3,7,0,0,1,,medium_quality_setup,BASELINE_ALLOWED,1,0,0,0
TASK617|CEG|20250506T133000Z|slot_decision_explanation,TASK617|CEG|20250506T133000Z,CEG,2025-05-08 14:30:00+00:00,2025-05-06 13:30:00+00:00,power_grid_electrification,train_design,normal_candidate,setup=research_only_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=persistent_leadership|relation=relation_sparse_research_only,capacity=slot_competition_very_high|same_entry_candidates=11|active_relations=0|risk=proxy_neutral|microstructure=SOURCE_PENDING_NOT_USED,1,11,3,2,0,0,1,,research_only_setup,RESEARCH_ONLY,1,0,0,0
TASK617|MSFT|20250506T133000Z|slot_decision_explanation,TASK617|MSFT|20250506T133000Z,MSFT,2025-05-08 14:30:00+00:00,2025-05-06 13:30:00+00:00,cloud_ai_platforms,train_design,confirmation_required_candidate,setup=medium_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=late_leadership|relation=company_positive_confirmation_needed,capacity=slot_competition_very_high|same_entry_candidates=11|active_relations=0|risk=proxy_neutral|microstructure=SOURCE_PENDING_NOT_USED,1,11,1,7,0,0,1,,medium_quality_setup,BASELINE_ALLOWED,1,0,0,0
TASK617|ZS|20250506T140000Z|slot_decision_explanation,TASK617|ZS|20250506T140000Z,ZS,2025-05-08 14:30:00+00:00,2025-05-06 14:00:00+00:00,cybersecurity,train_design,confirmation_required_candidate,setup=medium_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=emerging_leadership|relation=company_positive_confirmation_needed,capacity=slot_competition_very_high|same_entry_candidates=11|active_relations=0|risk=proxy_neutral|microstructure=SOURCE_PENDING_NOT_USED,1,11,2,7,0,0,1,,medium_quality_setup,BASELINE_ALLOWED,1,0,0,0
TASK617|CRWD|20250506T141500Z|slot_decision_explanation,TASK617|CRWD|20250506T141500Z,CRWD,2025-05-08 14:30:00+00:00,2025-05-06 14:15:00+00:00,cybersecurity,train_design,confirmation_required_candidate,setup=medium_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=emerging_leadership|relation=company_positive_confirmation_needed,capacity=slot_competition_very_high|same_entry_candidates=11|active_relations=0|risk=proxy_neutral|microstructure=SOURCE_PENDING_NOT_USED,1,11,2,7,0,0,1,,medium_quality_setup,BASELINE_ALLOWED,1,0,0,0
TASK617|IBIT|20250506T141500Z|slot_decision_explanation,TASK617|IBIT|20250506T141500Z,IBIT,2025-05-08 14:30:00+00:00,2025-05-06 14:15:00+00:00,crypto_fintech,train_design,confirmation_required_candidate,setup=medium_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=persistent_leadership|relation=company_positive_confirmation_needed,capacity=slot_competition_very_high|same_entry_candidates=11|active_relations=0|risk=proxy_neutral|microstructure=SOURCE_PENDING_NOT_USED,1,11,2,7,0,0,1,,medium_quality_setup,BASELINE_ALLOWED,1,0,0,0
TASK617|DDOG|20250506T143000Z|slot_decision_explanation,TASK617|DDOG|20250506T143000Z,DDOG,2025-05-08 14:30:00+00:00,2025-05-06 14:30:00+00:00,data_devops_software,train_design,priority_candidate,setup=high_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=participating_theme|relation=relation_reinforcing,capacity=slot_competition_very_high|same_entry_candidates=11|active_relations=0|risk=proxy_neutral|microstructure=SOURCE_PENDING_NOT_USED,1,11,1,1,0,0,1,,high_quality_setup,STRENGTH_HOLD_CANDIDATE,1,0,0,0
TASK617|GEV|20250506T143000Z|slot_decision_explanation,TASK617|GEV|20250506T143000Z,GEV,2025-05-08 14:30:00+00:00,2025-05-06 14:30:00+00:00,power_grid_electrification,train_design,normal_candidate,setup=research_only_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=persistent_leadership|relation=relation_sparse_research_only,capacity=slot_competition_very_high|same_entry_candidates=11|active_relations=0|risk=proxy_neutral|microstructure=SOURCE_PENDING_NOT_USED,1,11,3,2,0,0,1,,research_only_setup,RESEARCH_ONLY,1,0,0,0
TASK617|BA|20250506T150000Z|slot_decision_explanation,TASK617|BA|20250506T150000Z,BA,2025-05-08 14:30:00+00:00,2025-05-06 15:00:00+00:00,aerospace_defense_space,train_design,confirmation_required_candidate,setup=medium_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_but_extended|theme=late_leadership|relation=company_price_confirmed_macro_secondary,capacity=slot_competition_very_high|same_entry_candidates=11|active_relations=0|risk=extension_proxy|microstructure=SOURCE_PENDING_NOT_USED,1,11,1,1,0,0,1,,medium_quality_setup,BASELINE_ALLOWED,1,0,0,0
TASK617|MSTR|20250506T190000Z|slot_decision_explanation,TASK617|MSTR|20250506T190000Z,MSTR,2025-05-08 14:30:00+00:00,2025-05-06 19:00:00+00:00,crypto_fintech,train_design,confirmation_required_candidate,setup=medium_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=persistent_leadership|relation=company_positive_confirmation_needed,capacity=slot_competition_very_high|same_entry_candidates=11|active_relations=0|risk=proxy_neutral|microstructure=SOURCE_PENDING_NOT_USED,1,11,2,7,0,0,1,,medium_quality_setup,BASELINE_ALLOWED,1,0,0,0
TASK617|S|20250512T133000Z|slot_decision_explanation,TASK617|S|20250512T133000Z,S,2025-05-14 14:30:00+00:00,2025-05-12 13:30:00+00:00,cybersecurity,train_design,confirmation_required_candidate,setup=medium_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=participating_theme|relation=company_positive_confirmation_needed,capacity=slot_competition_very_high|same_entry_candidates=17|active_relations=0|risk=proxy_neutral|microstructure=SOURCE_PENDING_NOT_USED,1,17,4,13,0,0,1,,medium_quality_setup,BASELINE_ALLOWED,1,0,0,0
TASK617|NET|20250512T134500Z|slot_decision_explanation,TASK617|NET|20250512T134500Z,NET,2025-05-14 14:30:00+00:00,2025-05-12 13:45:00+00:00,cybersecurity,train_design,confirmation_required_candidate,setup=medium_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=participating_theme|relation=company_positive_confirmation_needed,capacity=slot_competition_very_high|same_entry_candidates=17|active_relations=0|risk=proxy_neutral|microstructure=SOURCE_PENDING_NOT_USED,1,17,4,13,0,0,1,,medium_quality_setup,BASELINE_ALLOWED,1,0,0,0
TASK617|AFRM|20250512T134500Z|slot_decision_explanation,TASK617|AFRM|20250512T134500Z,AFRM,2025-05-14 14:30:00+00:00,2025-05-12 13:45:00+00:00,crypto_fintech,train_design,confirmation_required_candidate,setup=medium_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=persistent_leadership|relation=company_positive_confirmation_needed,capacity=slot_competition_very_high|same_entry_candidates=17|active_relations=0|risk=high_liquidity_momentum_proxy|microstructure=SOURCE_PENDING_NOT_USED,1,17,2,13,0,0,1,,medium_quality_setup,BASELINE_ALLOWED,1,0,0,0
TASK617|ASML|20250512T140000Z|slot_decision_explanation,TASK617|ASML|20250512T140000Z,ASML,2025-05-14 14:30:00+00:00,2025-05-12 14:00:00+00:00,ai_semiconductors,train_design,confirmation_required_candidate,setup=medium_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=participating_theme|relation=company_positive_confirmation_needed,capacity=slot_competition_very_high|same_entry_candidates=17|active_relations=0|risk=proxy_neutral|microstructure=SOURCE_PENDING_NOT_USED,1,17,2,13,0,0,1,,medium_quality_setup,BASELINE_ALLOWED,1,0,0,0
TASK617|CEG|20250512T140000Z|slot_decision_explanation,TASK617|CEG|20250512T140000Z,CEG,2025-05-14 14:30:00+00:00,2025-05-12 14:00:00+00:00,power_grid_electrification,train_design,priority_candidate,setup=high_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=persistent_leadership|relation=relation_reinforcing,capacity=slot_competition_very_high|same_entry_candidates=17|active_relations=0|risk=high_liquidity_momentum_proxy|microstructure=SOURCE_PENDING_NOT_USED,1,17,3,4,0,0,1,,high_quality_setup,STRENGTH_HOLD_CANDIDATE,1,0,0,0
TASK617|COIN|20250512T143000Z|slot_decision_explanation,TASK617|COIN|20250512T143000Z,COIN,2025-05-14 14:30:00+00:00,2025-05-12 14:30:00+00:00,crypto_fintech,train_design,confirmation_required_candidate,setup=medium_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=persistent_leadership|relation=company_positive_confirmation_needed,capacity=slot_competition_very_high|same_entry_candidates=17|active_relations=0|risk=high_liquidity_momentum_proxy|microstructure=SOURCE_PENDING_NOT_USED,1,17,2,13,0,0,1,,medium_quality_setup,BASELINE_ALLOWED,1,0,0,0
TASK617|UBER|20250512T144500Z|slot_decision_explanation,TASK617|UBER|20250512T144500Z,UBER,2025-05-14 14:30:00+00:00,2025-05-12 14:45:00+00:00,ev_autonomy_mobility,train_design,confirmation_required_candidate,setup=medium_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=participating_theme|relation=company_positive_confirmation_needed,capacity=slot_competition_very_high|same_entry_candidates=17|active_relations=0|risk=high_liquidity_momentum_proxy|microstructure=SOURCE_PENDING_NOT_USED,1,17,2,13,0,0,1,,medium_quality_setup,BASELINE_ALLOWED,1,0,0,0
TASK617|LCID|20250512T144500Z|slot_decision_explanation,TASK617|LCID|20250512T144500Z,LCID,2025-05-14 14:30:00+00:00,2025-05-12 14:45:00+00:00,ev_autonomy_mobility,train_design,confirmation_required_candidate,setup=medium_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_but_extended|theme=participating_theme|relation=company_positive_confirmation_needed,capacity=slot_competition_very_high|same_entry_candidates=17|active_relations=0|risk=extension_proxy|microstructure=SOURCE_PENDING_NOT_USED,1,17,2,13,0,0,1,,medium_quality_setup,BASELINE_ALLOWED,1,0,0,0
TASK617|ZS|20250512T163000Z|slot_decision_explanation,TASK617|ZS|20250512T163000Z,ZS,2025-05-14 14:30:00+00:00,2025-05-12 16:30:00+00:00,cybersecurity,train_design,confirmation_required_candidate,setup=medium_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=participating_theme|relation=company_positive_confirmation_needed,capacity=slot_competition_very_high|same_entry_candidates=17|active_relations=0|risk=proxy_neutral|microstructure=SOURCE_PENDING_NOT_USED,1,17,4,13,0,0,1,,medium_quality_setup,BASELINE_ALLOWED,1,0,0,0
TASK617|TER|20250512T163000Z|slot_decision_explanation,TASK617|TER|20250512T163000Z,TER,2025-05-14 14:30:00+00:00,2025-05-12 16:30:00+00:00,industrial_automation_robotics,train_design,priority_candidate,setup=high_quality_setup|catalyst=guidance_margin_upgrade|price=price_confirmed_basic|theme=participating_theme|relation=relation_reinforcing,capacity=slot_competition_very_high|same_entry_candidates=17|active_relations=0|risk=high_liquidity_momentum_proxy|microstructure=SOURCE_PENDING_NOT_USED,1,17,2,4,0,0,1,,high_quality_setup,STRENGTH_HOLD_CANDIDATE,1,0,0,0
