event_id,trade_id,symbol,entry_ts,exit_ts,day_key,current_split,sector_group,session_timing_bucket,execution_quality_bucket,same_day_candidate_count,same_day_sector_candidate_count,realized_R,allocator_timing,feature_availability_group,regime_score_at_decision_time,artifact_score_at_decision_time,top_regime_score_at_decision_time,eligible_at_decision_time,delayed_signal_penalty_flag,regime_score_percentile_at_decision_time,artifact_score_percentile_at_decision_time,timing_tier,artifact_tier,single_best_binary,top_regime_basket_binary,regime_conditioned_overlay_balanced,sizing_template_aggressive,artifact_half_plus
1356,QCOM|2021-12-13|2021-12-13|187.839996,QCOM,2021-12-13 00:00:00+00:00,2021-12-16 00:00:00+00:00,2021-12-13,train,semis,unknown,unknown,10,10,-1.009832,pre_open_allocator,pre_open_available,0.720588,0.223304,0.0,True,False,0.4182692307692308,0.4182692307692308,light,light,False,True,True,True,False
1557,QCOM|2021-12-13|2021-12-13|186.809998,QCOM,2021-12-13 00:00:00+00:00,2021-12-17 00:00:00+00:00,2021-12-13,train,semis,unknown,unknown,10,10,-1.007207,pre_open_allocator,pre_open_available,0.720588,0.223304,0.0,True,False,0.4182692307692308,0.4182692307692308,light,light,False,True,True,True,False
1776,QCOM|2021-12-13|2021-12-13|186.809998,QCOM,2021-12-13 00:00:00+00:00,2021-12-17 00:00:00+00:00,2021-12-13,train,semis,unknown,unknown,10,10,-1.007207,pre_open_allocator,pre_open_available,0.720588,0.223304,0.0,True,False,0.4182692307692308,0.4182692307692308,light,light,False,True,True,True,False
1559,AAPL|2021-12-14|2021-12-14|170.300003,AAPL,2021-12-14 00:00:00+00:00,2022-01-07 00:00:00+00:00,2021-12-14,train,others,unknown,unknown,2,2,-0.378675,opening_drive_allocator,opening_window_available,0.0,0.0,0.0,False,False,,,skip,skip,False,False,False,False,False
1778,AAPL|2021-12-14|2021-12-14|170.300003,AAPL,2021-12-14 00:00:00+00:00,2022-01-07 00:00:00+00:00,2021-12-14,train,others,unknown,unknown,2,2,-0.378675,opening_drive_allocator,opening_window_available,0.0,0.0,0.0,False,False,,,skip,skip,False,False,False,False,False
1559,AAPL|2021-12-14|2021-12-14|170.300003,AAPL,2021-12-14 00:00:00+00:00,2022-01-07 00:00:00+00:00,2021-12-14,train,others,unknown,unknown,2,2,-0.378675,post_confirmation_allocator,post_breakout_confirmation,0.0,0.0,0.0,False,False,,,skip,skip,False,False,False,False,False
1778,AAPL|2021-12-14|2021-12-14|170.300003,AAPL,2021-12-14 00:00:00+00:00,2022-01-07 00:00:00+00:00,2021-12-14,train,others,unknown,unknown,2,2,-0.378675,post_confirmation_allocator,post_breakout_confirmation,0.0,0.0,0.0,False,False,,,skip,skip,False,False,False,False,False
1559,AAPL|2021-12-14|2021-12-14|170.300003,AAPL,2021-12-14 00:00:00+00:00,2022-01-07 00:00:00+00:00,2021-12-14,train,others,unknown,unknown,2,2,-0.378675,pre_open_allocator,pre_open_available,0.0,0.0,0.0,False,False,,,skip,skip,False,False,False,False,False
1778,AAPL|2021-12-14|2021-12-14|170.300003,AAPL,2021-12-14 00:00:00+00:00,2022-01-07 00:00:00+00:00,2021-12-14,train,others,unknown,unknown,2,2,-0.378675,pre_open_allocator,pre_open_available,0.0,0.0,0.0,False,False,,,skip,skip,False,False,False,False,False
27,META|2021-12-15|2021-12-15|341.089996,META,2021-12-15 00:00:00+00:00,2022-01-10 00:00:00+00:00,2021-12-15,train,software_internet,last_hour,strong,5,5,-1.00743,opening_drive_allocator,opening_window_available,0.0,0.0,0.0,False,False,,,skip,skip,False,False,False,False,False
413,META|2021-12-15|2021-12-15|341.089996,META,2021-12-15 00:00:00+00:00,2022-01-10 00:00:00+00:00,2021-12-15,train,software_internet,last_hour,strong,5,5,-1.00743,opening_drive_allocator,opening_window_available,0.0,0.0,0.0,False,False,,,skip,skip,False,False,False,False,False
621,META|2021-12-15|2021-12-15|341.089996,META,2021-12-15 00:00:00+00:00,2022-01-10 00:00:00+00:00,2021-12-15,train,software_internet,last_hour,strong,5,5,-0.830102,opening_drive_allocator,opening_window_available,0.0,0.0,0.0,False,False,,,skip,skip,False,False,False,False,False
810,META|2021-12-15|2021-12-15|341.089996,META,2021-12-15 00:00:00+00:00,2022-01-10 00:00:00+00:00,2021-12-15,train,software_internet,last_hour,strong,5,5,-0.830102,opening_drive_allocator,opening_window_available,0.0,0.0,0.0,False,False,,,skip,skip,False,False,False,False,False
1358,META|2021-12-15|2021-12-15|341.089996,META,2021-12-15 00:00:00+00:00,2021-12-20 00:00:00+00:00,2021-12-15,train,software_internet,last_hour,strong,5,5,-1.010073,opening_drive_allocator,opening_window_available,0.0,0.0,0.0,False,False,,,skip,skip,False,False,False,False,False
27,META|2021-12-15|2021-12-15|341.089996,META,2021-12-15 00:00:00+00:00,2022-01-10 00:00:00+00:00,2021-12-15,train,software_internet,last_hour,strong,5,5,-1.00743,post_confirmation_allocator,post_breakout_confirmation,0.0,0.0,0.0,False,False,,,skip,skip,False,False,False,False,False
413,META|2021-12-15|2021-12-15|341.089996,META,2021-12-15 00:00:00+00:00,2022-01-10 00:00:00+00:00,2021-12-15,train,software_internet,last_hour,strong,5,5,-1.00743,post_confirmation_allocator,post_breakout_confirmation,0.0,0.0,0.0,False,False,,,skip,skip,False,False,False,False,False
621,META|2021-12-15|2021-12-15|341.089996,META,2021-12-15 00:00:00+00:00,2022-01-10 00:00:00+00:00,2021-12-15,train,software_internet,last_hour,strong,5,5,-0.830102,post_confirmation_allocator,post_breakout_confirmation,0.0,0.0,0.0,False,False,,,skip,skip,False,False,False,False,False
810,META|2021-12-15|2021-12-15|341.089996,META,2021-12-15 00:00:00+00:00,2022-01-10 00:00:00+00:00,2021-12-15,train,software_internet,last_hour,strong,5,5,-0.830102,post_confirmation_allocator,post_breakout_confirmation,0.0,0.0,0.0,False,False,,,skip,skip,False,False,False,False,False
1358,META|2021-12-15|2021-12-15|341.089996,META,2021-12-15 00:00:00+00:00,2021-12-20 00:00:00+00:00,2021-12-15,train,software_internet,last_hour,strong,5,5,-1.010073,post_confirmation_allocator,post_breakout_confirmation,0.0,0.0,0.0,False,False,,,skip,skip,False,False,False,False,False
27,META|2021-12-15|2021-12-15|341.089996,META,2021-12-15 00:00:00+00:00,2022-01-10 00:00:00+00:00,2021-12-15,train,software_internet,last_hour,strong,5,5,-1.00743,pre_open_allocator,pre_open_available,0.0,0.0,0.0,False,False,,,skip,skip,False,False,False,False,False
413,META|2021-12-15|2021-12-15|341.089996,META,2021-12-15 00:00:00+00:00,2022-01-10 00:00:00+00:00,2021-12-15,train,software_internet,last_hour,strong,5,5,-1.00743,pre_open_allocator,pre_open_available,0.0,0.0,0.0,False,False,,,skip,skip,False,False,False,False,False
621,META|2021-12-15|2021-12-15|341.089996,META,2021-12-15 00:00:00+00:00,2022-01-10 00:00:00+00:00,2021-12-15,train,software_internet,last_hour,strong,5,5,-0.830102,pre_open_allocator,pre_open_available,0.0,0.0,0.0,False,False,,,skip,skip,False,False,False,False,False
810,META|2021-12-15|2021-12-15|341.089996,META,2021-12-15 00:00:00+00:00,2022-01-10 00:00:00+00:00,2021-12-15,train,software_internet,last_hour,strong,5,5,-0.830102,pre_open_allocator,pre_open_available,0.0,0.0,0.0,False,False,,,skip,skip,False,False,False,False,False
1358,META|2021-12-15|2021-12-15|341.089996,META,2021-12-15 00:00:00+00:00,2021-12-20 00:00:00+00:00,2021-12-15,train,software_internet,last_hour,strong,5,5,-1.010073,pre_open_allocator,pre_open_available,0.0,0.0,0.0,False,False,,,skip,skip,False,False,False,False,False
1357,QCOM|2021-12-16|2021-12-16|191.300003,QCOM,2021-12-16 00:00:00+00:00,2021-12-17 00:00:00+00:00,2021-12-16,train,semis,unknown,unknown,1,1,-1.63246,opening_drive_allocator,opening_window_available,0.720588,0.223304,0.0,True,False,0.20201294033069733,0.17397555715312724,light,light,False,True,True,True,False
1357,QCOM|2021-12-16|2021-12-16|191.300003,QCOM,2021-12-16 00:00:00+00:00,2021-12-17 00:00:00+00:00,2021-12-16,train,semis,unknown,unknown,1,1,-1.63246,post_confirmation_allocator,post_breakout_confirmation,0.720588,0.223304,0.0,True,False,0.17972681524083392,0.17397555715312724,light,light,False,True,True,True,False
1357,QCOM|2021-12-16|2021-12-16|191.300003,QCOM,2021-12-16 00:00:00+00:00,2021-12-17 00:00:00+00:00,2021-12-16,train,semis,unknown,unknown,1,1,-1.63246,pre_open_allocator,pre_open_available,0.720588,0.223304,0.0,True,False,0.4182692307692308,0.4182692307692308,light,light,False,True,True,True,False
28,QCOM|2022-01-05|2022-01-05|188.929993,QCOM,2022-01-05 00:00:00+00:00,2022-01-10 00:00:00+00:00,2022-01-05,train,semis,mid_session,strong,5,5,-1.020842,opening_drive_allocator,opening_window_available,0.720588,0.223304,0.0,True,False,0.20201294033069733,0.17397555715312724,light,light,False,True,True,True,False
414,QCOM|2022-01-05|2022-01-05|188.929993,QCOM,2022-01-05 00:00:00+00:00,2022-01-10 00:00:00+00:00,2022-01-05,train,semis,mid_session,strong,5,5,-1.020842,opening_drive_allocator,opening_window_available,0.720588,0.223304,0.0,True,False,0.20201294033069733,0.17397555715312724,light,light,False,True,True,True,False
1361,QCOM|2022-01-05|2022-01-05|188.929993,QCOM,2022-01-05 00:00:00+00:00,2022-01-07 00:00:00+00:00,2022-01-05,train,semis,mid_session,strong,5,5,-1.011078,opening_drive_allocator,opening_window_available,0.720588,0.223304,0.0,True,False,0.20201294033069733,0.17397555715312724,light,light,False,True,True,True,False
1560,QCOM|2022-01-05|2022-01-05|187.389999,QCOM,2022-01-05 00:00:00+00:00,2022-01-10 00:00:00+00:00,2022-01-05,train,semis,mid_session,strong,5,5,-1.008113,opening_drive_allocator,opening_window_available,0.720588,0.223304,0.0,True,False,0.20201294033069733,0.17397555715312724,light,light,False,True,True,True,False
1779,QCOM|2022-01-05|2022-01-05|187.389999,QCOM,2022-01-05 00:00:00+00:00,2022-01-10 00:00:00+00:00,2022-01-05,train,semis,mid_session,strong,5,5,-1.008113,opening_drive_allocator,opening_window_available,0.720588,0.223304,0.0,True,False,0.20201294033069733,0.17397555715312724,light,light,False,True,True,True,False
28,QCOM|2022-01-05|2022-01-05|188.929993,QCOM,2022-01-05 00:00:00+00:00,2022-01-10 00:00:00+00:00,2022-01-05,train,semis,mid_session,strong,5,5,-1.020842,post_confirmation_allocator,post_breakout_confirmation,0.720588,0.223304,0.0,True,False,0.17972681524083392,0.17397555715312724,light,light,False,True,True,True,False
414,QCOM|2022-01-05|2022-01-05|188.929993,QCOM,2022-01-05 00:00:00+00:00,2022-01-10 00:00:00+00:00,2022-01-05,train,semis,mid_session,strong,5,5,-1.020842,post_confirmation_allocator,post_breakout_confirmation,0.720588,0.223304,0.0,True,False,0.17972681524083392,0.17397555715312724,light,light,False,True,True,True,False
1361,QCOM|2022-01-05|2022-01-05|188.929993,QCOM,2022-01-05 00:00:00+00:00,2022-01-07 00:00:00+00:00,2022-01-05,train,semis,mid_session,strong,5,5,-1.011078,post_confirmation_allocator,post_breakout_confirmation,0.720588,0.223304,0.0,True,False,0.17972681524083392,0.17397555715312724,light,light,False,True,True,True,False
1560,QCOM|2022-01-05|2022-01-05|187.389999,QCOM,2022-01-05 00:00:00+00:00,2022-01-10 00:00:00+00:00,2022-01-05,train,semis,mid_session,strong,5,5,-1.008113,post_confirmation_allocator,post_breakout_confirmation,0.720588,0.223304,0.0,True,False,0.17972681524083392,0.17397555715312724,light,light,False,True,True,True,False
1779,QCOM|2022-01-05|2022-01-05|187.389999,QCOM,2022-01-05 00:00:00+00:00,2022-01-10 00:00:00+00:00,2022-01-05,train,semis,mid_session,strong,5,5,-1.008113,post_confirmation_allocator,post_breakout_confirmation,0.720588,0.223304,0.0,True,False,0.17972681524083392,0.17397555715312724,light,light,False,True,True,True,False
28,QCOM|2022-01-05|2022-01-05|188.929993,QCOM,2022-01-05 00:00:00+00:00,2022-01-10 00:00:00+00:00,2022-01-05,train,semis,mid_session,strong,5,5,-1.020842,pre_open_allocator,pre_open_available,0.720588,0.223304,0.0,True,False,0.4182692307692308,0.4182692307692308,light,light,False,True,True,True,False
414,QCOM|2022-01-05|2022-01-05|188.929993,QCOM,2022-01-05 00:00:00+00:00,2022-01-10 00:00:00+00:00,2022-01-05,train,semis,mid_session,strong,5,5,-1.020842,pre_open_allocator,pre_open_available,0.720588,0.223304,0.0,True,False,0.4182692307692308,0.4182692307692308,light,light,False,True,True,True,False
1361,QCOM|2022-01-05|2022-01-05|188.929993,QCOM,2022-01-05 00:00:00+00:00,2022-01-07 00:00:00+00:00,2022-01-05,train,semis,mid_session,strong,5,5,-1.011078,pre_open_allocator,pre_open_available,0.720588,0.223304,0.0,True,False,0.4182692307692308,0.4182692307692308,light,light,False,True,True,True,False
1560,QCOM|2022-01-05|2022-01-05|187.389999,QCOM,2022-01-05 00:00:00+00:00,2022-01-10 00:00:00+00:00,2022-01-05,train,semis,mid_session,strong,5,5,-1.008113,pre_open_allocator,pre_open_available,0.720588,0.223304,0.0,True,False,0.4182692307692308,0.4182692307692308,light,light,False,True,True,True,False
1779,QCOM|2022-01-05|2022-01-05|187.389999,QCOM,2022-01-05 00:00:00+00:00,2022-01-10 00:00:00+00:00,2022-01-05,train,semis,mid_session,strong,5,5,-1.008113,pre_open_allocator,pre_open_available,0.720588,0.223304,0.0,True,False,0.4182692307692308,0.4182692307692308,light,light,False,True,True,True,False
1562,QCOM|2022-02-03|2022-02-03|191.580002,QCOM,2022-02-03 00:00:00+00:00,2022-02-11 00:00:00+00:00,2022-02-03,train,semis,unknown,unknown,4,2,-1.004658,opening_drive_allocator,opening_window_available,0.720588,0.223304,0.0,True,False,0.20201294033069733,0.17397555715312724,light,light,False,True,True,True,False
1781,QCOM|2022-02-03|2022-02-03|191.580002,QCOM,2022-02-03 00:00:00+00:00,2022-02-11 00:00:00+00:00,2022-02-03,train,semis,unknown,unknown,4,2,-1.004658,opening_drive_allocator,opening_window_available,0.720588,0.223304,0.0,True,False,0.20201294033069733,0.17397555715312724,light,light,False,True,True,True,False
1561,GOOGL|2022-02-03|2022-02-03|142.850006,GOOGL,2022-02-03 00:00:00+00:00,2022-02-11 00:00:00+00:00,2022-02-03,train,software_internet,unknown,unknown,4,2,-1.006696,opening_drive_allocator,opening_window_available,0.0,0.0,0.0,False,False,,,skip,skip,False,False,False,False,False
1780,GOOGL|2022-02-03|2022-02-03|142.850006,GOOGL,2022-02-03 00:00:00+00:00,2022-02-11 00:00:00+00:00,2022-02-03,train,software_internet,unknown,unknown,4,2,-1.006696,opening_drive_allocator,opening_window_available,0.0,0.0,0.0,False,False,,,skip,skip,False,False,False,False,False
1562,QCOM|2022-02-03|2022-02-03|191.580002,QCOM,2022-02-03 00:00:00+00:00,2022-02-11 00:00:00+00:00,2022-02-03,train,semis,unknown,unknown,4,2,-1.004658,post_confirmation_allocator,post_breakout_confirmation,0.720588,0.223304,0.0,True,False,0.17972681524083392,0.17397555715312724,light,light,False,True,True,True,False
1781,QCOM|2022-02-03|2022-02-03|191.580002,QCOM,2022-02-03 00:00:00+00:00,2022-02-11 00:00:00+00:00,2022-02-03,train,semis,unknown,unknown,4,2,-1.004658,post_confirmation_allocator,post_breakout_confirmation,0.720588,0.223304,0.0,True,False,0.17972681524083392,0.17397555715312724,light,light,False,True,True,True,False
1561,GOOGL|2022-02-03|2022-02-03|142.850006,GOOGL,2022-02-03 00:00:00+00:00,2022-02-11 00:00:00+00:00,2022-02-03,train,software_internet,unknown,unknown,4,2,-1.006696,post_confirmation_allocator,post_breakout_confirmation,0.0,0.0,0.0,False,False,,,skip,skip,False,False,False,False,False
1780,GOOGL|2022-02-03|2022-02-03|142.850006,GOOGL,2022-02-03 00:00:00+00:00,2022-02-11 00:00:00+00:00,2022-02-03,train,software_internet,unknown,unknown,4,2,-1.006696,post_confirmation_allocator,post_breakout_confirmation,0.0,0.0,0.0,False,False,,,skip,skip,False,False,False,False,False
1562,QCOM|2022-02-03|2022-02-03|191.580002,QCOM,2022-02-03 00:00:00+00:00,2022-02-11 00:00:00+00:00,2022-02-03,train,semis,unknown,unknown,4,2,-1.004658,pre_open_allocator,pre_open_available,0.720588,0.223304,0.0,True,False,0.4182692307692308,0.4182692307692308,light,light,False,True,True,True,False
1781,QCOM|2022-02-03|2022-02-03|191.580002,QCOM,2022-02-03 00:00:00+00:00,2022-02-11 00:00:00+00:00,2022-02-03,train,semis,unknown,unknown,4,2,-1.004658,pre_open_allocator,pre_open_available,0.720588,0.223304,0.0,True,False,0.4182692307692308,0.4182692307692308,light,light,False,True,True,True,False
1561,GOOGL|2022-02-03|2022-02-03|142.850006,GOOGL,2022-02-03 00:00:00+00:00,2022-02-11 00:00:00+00:00,2022-02-03,train,software_internet,unknown,unknown,4,2,-1.006696,pre_open_allocator,pre_open_available,0.0,0.0,0.0,False,False,,,skip,skip,False,False,False,False,False
1780,GOOGL|2022-02-03|2022-02-03|142.850006,GOOGL,2022-02-03 00:00:00+00:00,2022-02-11 00:00:00+00:00,2022-02-03,train,software_internet,unknown,unknown,4,2,-1.006696,pre_open_allocator,pre_open_available,0.0,0.0,0.0,False,False,,,skip,skip,False,False,False,False,False
31,COST|2022-03-03|2022-03-03|533.090027,COST,2022-03-03 00:00:00+00:00,2022-04-18 00:00:00+00:00,2022-03-03,train,others,first_30m,strong,10,10,1.870365,opening_drive_allocator,opening_window_available,1.416912,0.466137,0.0,True,False,0.3335729690869878,0.7447879223580158,light,active,False,True,True,True,True
220,COST|2022-03-03|2022-03-03|533.090027,COST,2022-03-03 00:00:00+00:00,2022-04-01 00:00:00+00:00,2022-03-03,train,others,first_30m,strong,10,10,0.791929,opening_drive_allocator,opening_window_available,1.416912,0.466137,0.0,True,False,0.3335729690869878,0.7447879223580158,light,active,False,True,True,True,True
415,COST|2022-03-03|2022-03-03|533.090027,COST,2022-03-03 00:00:00+00:00,2022-04-01 00:00:00+00:00,2022-03-03,train,others,first_30m,strong,10,10,1.611704,opening_drive_allocator,opening_window_available,1.416912,0.466137,0.0,True,False,0.3335729690869878,0.7447879223580158,light,active,False,True,True,True,True
624,COST|2022-03-03|2022-03-03|533.090027,COST,2022-03-03 00:00:00+00:00,2022-04-18 00:00:00+00:00,2022-03-03,train,others,first_30m,strong,10,10,1.496292,opening_drive_allocator,opening_window_available,1.416912,0.466137,0.0,True,False,0.3335729690869878,0.7447879223580158,light,active,False,True,True,True,True
811,COST|2022-03-03|2022-03-03|533.090027,COST,2022-03-03 00:00:00+00:00,2022-04-01 00:00:00+00:00,2022-03-03,train,others,first_30m,strong,10,10,1.289363,opening_drive_allocator,opening_window_available,1.416912,0.466137,0.0,True,False,0.3335729690869878,0.7447879223580158,light,active,False,True,True,True,True
1015,COST|2022-03-03|2022-03-03|533.090027,COST,2022-03-03 00:00:00+00:00,2022-04-18 00:00:00+00:00,2022-03-03,train,others,first_30m,strong,10,10,0.919025,opening_drive_allocator,opening_window_available,1.416912,0.466137,0.0,True,False,0.3335729690869878,0.7447879223580158,light,active,False,True,True,True,True
1187,COST|2022-03-03|2022-03-03|533.090027,COST,2022-03-03 00:00:00+00:00,2022-04-01 00:00:00+00:00,2022-03-03,train,others,first_30m,strong,10,10,1.289363,opening_drive_allocator,opening_window_available,1.416912,0.466137,0.0,True,False,0.3335729690869878,0.7447879223580158,light,active,False,True,True,True,True
1362,COST|2022-03-03|2022-03-03|533.090027,COST,2022-03-03 00:00:00+00:00,2022-03-04 00:00:00+00:00,2022-03-03,train,others,first_30m,strong,10,10,-1.013578,opening_drive_allocator,opening_window_available,1.416912,0.466137,0.0,True,False,0.3335729690869878,0.7447879223580158,light,active,False,True,True,True,True
1567,COST|2022-03-03|2022-03-03|518.210022,COST,2022-03-03 00:00:00+00:00,2022-04-18 00:00:00+00:00,2022-03-03,train,others,unknown,unknown,10,10,1.870365,opening_drive_allocator,opening_window_available,0.720588,0.223304,0.0,True,False,0.20201294033069733,0.17397555715312724,light,light,False,True,True,True,False
1786,COST|2022-03-03|2022-03-03|518.210022,COST,2022-03-03 00:00:00+00:00,2022-04-18 00:00:00+00:00,2022-03-03,train,others,unknown,unknown,10,10,1.870365,opening_drive_allocator,opening_window_available,0.720588,0.223304,0.0,True,False,0.20201294033069733,0.17397555715312724,light,light,False,True,True,True,False
31,COST|2022-03-03|2022-03-03|533.090027,COST,2022-03-03 00:00:00+00:00,2022-04-18 00:00:00+00:00,2022-03-03,train,others,first_30m,strong,10,10,1.870365,post_confirmation_allocator,post_breakout_confirmation,2.119118,0.711021,0.0,True,True,0.7447879223580158,0.9719626168224299,active,core,False,True,True,True,True
220,COST|2022-03-03|2022-03-03|533.090027,COST,2022-03-03 00:00:00+00:00,2022-04-01 00:00:00+00:00,2022-03-03,train,others,first_30m,strong,10,10,0.791929,post_confirmation_allocator,post_breakout_confirmation,2.119118,0.711021,0.0,True,True,0.7447879223580158,0.9719626168224299,active,core,False,True,True,True,True
415,COST|2022-03-03|2022-03-03|533.090027,COST,2022-03-03 00:00:00+00:00,2022-04-01 00:00:00+00:00,2022-03-03,train,others,first_30m,strong,10,10,1.611704,post_confirmation_allocator,post_breakout_confirmation,2.119118,0.711021,0.0,True,True,0.7447879223580158,0.9719626168224299,active,core,False,True,True,True,True
624,COST|2022-03-03|2022-03-03|533.090027,COST,2022-03-03 00:00:00+00:00,2022-04-18 00:00:00+00:00,2022-03-03,train,others,first_30m,strong,10,10,1.496292,post_confirmation_allocator,post_breakout_confirmation,2.119118,0.711021,0.0,True,True,0.7447879223580158,0.9719626168224299,active,core,False,True,True,True,True
811,COST|2022-03-03|2022-03-03|533.090027,COST,2022-03-03 00:00:00+00:00,2022-04-01 00:00:00+00:00,2022-03-03,train,others,first_30m,strong,10,10,1.289363,post_confirmation_allocator,post_breakout_confirmation,2.119118,0.711021,0.0,True,True,0.7447879223580158,0.9719626168224299,active,core,False,True,True,True,True
1015,COST|2022-03-03|2022-03-03|533.090027,COST,2022-03-03 00:00:00+00:00,2022-04-18 00:00:00+00:00,2022-03-03,train,others,first_30m,strong,10,10,0.919025,post_confirmation_allocator,post_breakout_confirmation,2.119118,0.711021,0.0,True,True,0.7447879223580158,0.9719626168224299,active,core,False,True,True,True,True
1187,COST|2022-03-03|2022-03-03|533.090027,COST,2022-03-03 00:00:00+00:00,2022-04-01 00:00:00+00:00,2022-03-03,train,others,first_30m,strong,10,10,1.289363,post_confirmation_allocator,post_breakout_confirmation,2.119118,0.711021,0.0,True,True,0.7447879223580158,0.9719626168224299,active,core,False,True,True,True,True
1362,COST|2022-03-03|2022-03-03|533.090027,COST,2022-03-03 00:00:00+00:00,2022-03-04 00:00:00+00:00,2022-03-03,train,others,first_30m,strong,10,10,-1.013578,post_confirmation_allocator,post_breakout_confirmation,2.119118,0.711021,0.0,True,True,0.7447879223580158,0.9719626168224299,active,core,False,True,True,True,True
1567,COST|2022-03-03|2022-03-03|518.210022,COST,2022-03-03 00:00:00+00:00,2022-04-18 00:00:00+00:00,2022-03-03,train,others,unknown,unknown,10,10,1.870365,post_confirmation_allocator,post_breakout_confirmation,0.720588,0.223304,0.0,True,False,0.17972681524083392,0.17397555715312724,light,light,False,True,True,True,False
1786,COST|2022-03-03|2022-03-03|518.210022,COST,2022-03-03 00:00:00+00:00,2022-04-18 00:00:00+00:00,2022-03-03,train,others,unknown,unknown,10,10,1.870365,post_confirmation_allocator,post_breakout_confirmation,0.720588,0.223304,0.0,True,False,0.17972681524083392,0.17397555715312724,light,light,False,True,True,True,False
31,COST|2022-03-03|2022-03-03|533.090027,COST,2022-03-03 00:00:00+00:00,2022-04-18 00:00:00+00:00,2022-03-03,train,others,first_30m,strong,10,10,1.870365,pre_open_allocator,pre_open_available,0.720588,0.223304,0.0,True,False,0.4182692307692308,0.4182692307692308,light,light,False,True,True,True,False
220,COST|2022-03-03|2022-03-03|533.090027,COST,2022-03-03 00:00:00+00:00,2022-04-01 00:00:00+00:00,2022-03-03,train,others,first_30m,strong,10,10,0.791929,pre_open_allocator,pre_open_available,0.720588,0.223304,0.0,True,False,0.4182692307692308,0.4182692307692308,light,light,False,True,True,True,False
415,COST|2022-03-03|2022-03-03|533.090027,COST,2022-03-03 00:00:00+00:00,2022-04-01 00:00:00+00:00,2022-03-03,train,others,first_30m,strong,10,10,1.611704,pre_open_allocator,pre_open_available,0.720588,0.223304,0.0,True,False,0.4182692307692308,0.4182692307692308,light,light,False,True,True,True,False
624,COST|2022-03-03|2022-03-03|533.090027,COST,2022-03-03 00:00:00+00:00,2022-04-18 00:00:00+00:00,2022-03-03,train,others,first_30m,strong,10,10,1.496292,pre_open_allocator,pre_open_available,0.720588,0.223304,0.0,True,False,0.4182692307692308,0.4182692307692308,light,light,False,True,True,True,False
811,COST|2022-03-03|2022-03-03|533.090027,COST,2022-03-03 00:00:00+00:00,2022-04-01 00:00:00+00:00,2022-03-03,train,others,first_30m,strong,10,10,1.289363,pre_open_allocator,pre_open_available,0.720588,0.223304,0.0,True,False,0.4182692307692308,0.4182692307692308,light,light,False,True,True,True,False
1015,COST|2022-03-03|2022-03-03|533.090027,COST,2022-03-03 00:00:00+00:00,2022-04-18 00:00:00+00:00,2022-03-03,train,others,first_30m,strong,10,10,0.919025,pre_open_allocator,pre_open_available,0.720588,0.223304,0.0,True,False,0.4182692307692308,0.4182692307692308,light,light,False,True,True,True,False
1187,COST|2022-03-03|2022-03-03|533.090027,COST,2022-03-03 00:00:00+00:00,2022-04-01 00:00:00+00:00,2022-03-03,train,others,first_30m,strong,10,10,1.289363,pre_open_allocator,pre_open_available,0.720588,0.223304,0.0,True,False,0.4182692307692308,0.4182692307692308,light,light,False,True,True,True,False
1362,COST|2022-03-03|2022-03-03|533.090027,COST,2022-03-03 00:00:00+00:00,2022-03-04 00:00:00+00:00,2022-03-03,train,others,first_30m,strong,10,10,-1.013578,pre_open_allocator,pre_open_available,0.720588,0.223304,0.0,True,False,0.4182692307692308,0.4182692307692308,light,light,False,True,True,True,False
1567,COST|2022-03-03|2022-03-03|518.210022,COST,2022-03-03 00:00:00+00:00,2022-04-18 00:00:00+00:00,2022-03-03,train,others,unknown,unknown,10,10,1.870365,pre_open_allocator,pre_open_available,0.720588,0.223304,0.0,True,False,0.4182692307692308,0.4182692307692308,light,light,False,True,True,True,False
1786,COST|2022-03-03|2022-03-03|518.210022,COST,2022-03-03 00:00:00+00:00,2022-04-18 00:00:00+00:00,2022-03-03,train,others,unknown,unknown,10,10,1.870365,pre_open_allocator,pre_open_available,0.720588,0.223304,0.0,True,False,0.4182692307692308,0.4182692307692308,light,light,False,True,True,True,False
30,AVGO|2022-03-04|2022-03-04|59.369999,AVGO,2022-03-04 00:00:00+00:00,2022-04-07 00:00:00+00:00,2022-03-04,train,semis,unknown,unknown,8,8,-0.038751,opening_drive_allocator,opening_window_available,0.720588,0.223304,0.0,True,False,0.20201294033069733,0.17397555715312724,light,light,False,True,True,True,False
221,AVGO|2022-03-04|2022-03-04|59.369999,AVGO,2022-03-04 00:00:00+00:00,2022-04-04 00:00:00+00:00,2022-03-04,train,semis,unknown,unknown,8,8,0.680623,opening_drive_allocator,opening_window_available,0.720588,0.223304,0.0,True,False,0.20201294033069733,0.17397555715312724,light,light,False,True,True,True,False
416,AVGO|2022-03-04|2022-03-04|59.369999,AVGO,2022-03-04 00:00:00+00:00,2022-04-04 00:00:00+00:00,2022-03-04,train,semis,unknown,unknown,8,8,0.753531,opening_drive_allocator,opening_window_available,0.720588,0.223304,0.0,True,False,0.20201294033069733,0.17397555715312724,light,light,False,True,True,True,False
