path,class,size_bytes,owner,reviewer,decision,action,target_path,delete_allowed,result,reason
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/Stock-Price-Forecasting-TFT/trading_individual.ipynb,UNKNOWN_NEEDS_REVIEW,177744,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/Stock-Price-Forecasting-TFT/trading_multiseries_exog.ipynb,UNKNOWN_NEEDS_REVIEW,150286,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/Stock-Price-Forecasting-TFT/trading_multiseries_exog_gauss.ipynb,UNKNOWN_NEEDS_REVIEW,125985,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/alternatives/LSTM_gauss.ipynb,UNKNOWN_NEEDS_REVIEW,442782,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/alternatives/trading_ffillIndicators.ipynb,UNKNOWN_NEEDS_REVIEW,415887,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/alternatives/trading_multiseries_group.ipynb,UNKNOWN_NEEDS_REVIEW,129068,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/alternatives/trading_noIndicators_infer_train.ipynb,UNKNOWN_NEEDS_REVIEW,342501,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/alternatives/traiding_inferTrain.ipynb,UNKNOWN_NEEDS_REVIEW,394943,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/bot_helper.py,UNKNOWN_NEEDS_REVIEW,6581,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/data/BTC.csv,UNKNOWN_NEEDS_REVIEW,234376,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/data/BTC_bot.csv,UNKNOWN_NEEDS_REVIEW,2538614,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/data/Datos históricos del Dow Jones.csv,UNKNOWN_NEEDS_REVIEW,1971,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/data/DowJones.csv,UNKNOWN_NEEDS_REVIEW,317640,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/data/EUStoxx50.csv,UNKNOWN_NEEDS_REVIEW,252891,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/data/FedFundsEffRate.csv,UNKNOWN_NEEDS_REVIEW,13562,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/data/GBP_USD.csv,UNKNOWN_NEEDS_REVIEW,235397,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/data/IBEX35.csv,UNKNOWN_NEEDS_REVIEW,291711,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/data/IIAA_sentiment.xls,UNKNOWN_NEEDS_REVIEW,1108992,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/data/Nasdaq.csv,UNKNOWN_NEEDS_REVIEW,286116,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/data/S&P500.csv,UNKNOWN_NEEDS_REVIEW,255332,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/data/S&P500Futures.csv,UNKNOWN_NEEDS_REVIEW,287510,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/data/USD_EUR.csv,UNKNOWN_NEEDS_REVIEW,242103,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/data/USTech100.csv,UNKNOWN_NEEDS_REVIEW,286668,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/data/VIX_FRED.csv,UNKNOWN_NEEDS_REVIEW,21971,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/data/VSTOXX.csv,UNKNOWN_NEEDS_REVIEW,171334,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/data/commodity-prices.csv,UNKNOWN_NEEDS_REVIEW,8100120,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/data/worldPIBdata.xls,UNKNOWN_NEEDS_REVIEW,312320,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/BTC_gauss_multiexog_-50d-20100104-2024729/iteracion_1.png,UNKNOWN_NEEDS_REVIEW,49696,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/BTC_gauss_multiexog_-50d-20100104-2024729/iteracion_10.png,UNKNOWN_NEEDS_REVIEW,50845,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/BTC_gauss_multiexog_-50d-20100104-2024729/iteracion_11.png,UNKNOWN_NEEDS_REVIEW,42087,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/BTC_gauss_multiexog_-50d-20100104-2024729/iteracion_12.png,UNKNOWN_NEEDS_REVIEW,48109,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/BTC_gauss_multiexog_-50d-20100104-2024729/iteracion_13.png,UNKNOWN_NEEDS_REVIEW,49446,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/BTC_gauss_multiexog_-50d-20100104-2024729/iteracion_14.png,UNKNOWN_NEEDS_REVIEW,48216,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/BTC_gauss_multiexog_-50d-20100104-2024729/iteracion_15.png,UNKNOWN_NEEDS_REVIEW,48766,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/BTC_gauss_multiexog_-50d-20100104-2024729/iteracion_16.png,UNKNOWN_NEEDS_REVIEW,48027,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/BTC_gauss_multiexog_-50d-20100104-2024729/iteracion_17.png,UNKNOWN_NEEDS_REVIEW,73480,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/BTC_gauss_multiexog_-50d-20100104-2024729/iteracion_18.png,UNKNOWN_NEEDS_REVIEW,70965,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/BTC_gauss_multiexog_-50d-20100104-2024729/iteracion_19.png,UNKNOWN_NEEDS_REVIEW,87474,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/BTC_gauss_multiexog_-50d-20100104-2024729/iteracion_2.png,UNKNOWN_NEEDS_REVIEW,48490,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/BTC_gauss_multiexog_-50d-20100104-2024729/iteracion_20.png,UNKNOWN_NEEDS_REVIEW,86140,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/BTC_gauss_multiexog_-50d-20100104-2024729/iteracion_21.png,UNKNOWN_NEEDS_REVIEW,80573,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/BTC_gauss_multiexog_-50d-20100104-2024729/iteracion_22.png,UNKNOWN_NEEDS_REVIEW,84508,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/BTC_gauss_multiexog_-50d-20100104-2024729/iteracion_23.png,UNKNOWN_NEEDS_REVIEW,83248,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/BTC_gauss_multiexog_-50d-20100104-2024729/iteracion_3.png,UNKNOWN_NEEDS_REVIEW,50361,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/BTC_gauss_multiexog_-50d-20100104-2024729/iteracion_4.png,UNKNOWN_NEEDS_REVIEW,54576,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/BTC_gauss_multiexog_-50d-20100104-2024729/iteracion_5.png,UNKNOWN_NEEDS_REVIEW,47642,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/BTC_gauss_multiexog_-50d-20100104-2024729/iteracion_6.png,UNKNOWN_NEEDS_REVIEW,48145,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/BTC_gauss_multiexog_-50d-20100104-2024729/iteracion_7.png,UNKNOWN_NEEDS_REVIEW,55710,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/BTC_gauss_multiexog_-50d-20100104-2024729/iteracion_8.png,UNKNOWN_NEEDS_REVIEW,46946,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/BTC_gauss_multiexog_-50d-20100104-2024729/iteracion_9.png,UNKNOWN_NEEDS_REVIEW,47658,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/S&P500_gauss_multiexog_-50d-20100104-2024729/iteracion_1.png,UNKNOWN_NEEDS_REVIEW,41073,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/S&P500_gauss_multiexog_-50d-20100104-2024729/iteracion_2.png,UNKNOWN_NEEDS_REVIEW,40363,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/S&P500_gauss_multiexog_-50d-20100104-2024729/iteracion_3.png,UNKNOWN_NEEDS_REVIEW,40467,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/gauss_multiexog_syp500_-100d-20100104-2024729-lessFilters/iteracion_1.png,UNKNOWN_NEEDS_REVIEW,40660,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/gauss_multiexog_syp500_-100d-20100104-2024729-lessFilters/iteracion_10.png,UNKNOWN_NEEDS_REVIEW,40412,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/gauss_multiexog_syp500_-100d-20100104-2024729-lessFilters/iteracion_11.png,UNKNOWN_NEEDS_REVIEW,39771,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/gauss_multiexog_syp500_-100d-20100104-2024729-lessFilters/iteracion_12.png,UNKNOWN_NEEDS_REVIEW,40606,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/gauss_multiexog_syp500_-100d-20100104-2024729-lessFilters/iteracion_13.png,UNKNOWN_NEEDS_REVIEW,45396,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/gauss_multiexog_syp500_-100d-20100104-2024729-lessFilters/iteracion_14.png,UNKNOWN_NEEDS_REVIEW,41008,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/gauss_multiexog_syp500_-100d-20100104-2024729-lessFilters/iteracion_15.png,UNKNOWN_NEEDS_REVIEW,39904,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/gauss_multiexog_syp500_-100d-20100104-2024729-lessFilters/iteracion_16.png,UNKNOWN_NEEDS_REVIEW,41516,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/gauss_multiexog_syp500_-100d-20100104-2024729-lessFilters/iteracion_18.png,UNKNOWN_NEEDS_REVIEW,42378,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/gauss_multiexog_syp500_-100d-20100104-2024729-lessFilters/iteracion_19.png,UNKNOWN_NEEDS_REVIEW,40544,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/gauss_multiexog_syp500_-100d-20100104-2024729-lessFilters/iteracion_2.png,UNKNOWN_NEEDS_REVIEW,39527,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/gauss_multiexog_syp500_-100d-20100104-2024729-lessFilters/iteracion_20.png,UNKNOWN_NEEDS_REVIEW,41011,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/gauss_multiexog_syp500_-100d-20100104-2024729-lessFilters/iteracion_21.png,UNKNOWN_NEEDS_REVIEW,40463,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/gauss_multiexog_syp500_-100d-20100104-2024729-lessFilters/iteracion_22.png,UNKNOWN_NEEDS_REVIEW,41221,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/gauss_multiexog_syp500_-100d-20100104-2024729-lessFilters/iteracion_23.png,UNKNOWN_NEEDS_REVIEW,42979,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/gauss_multiexog_syp500_-100d-20100104-2024729-lessFilters/iteracion_24.png,UNKNOWN_NEEDS_REVIEW,40061,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/gauss_multiexog_syp500_-100d-20100104-2024729-lessFilters/iteracion_25.png,UNKNOWN_NEEDS_REVIEW,42174,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/gauss_multiexog_syp500_-100d-20100104-2024729-lessFilters/iteracion_26.png,UNKNOWN_NEEDS_REVIEW,41388,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/gauss_multiexog_syp500_-100d-20100104-2024729-lessFilters/iteracion_27.png,UNKNOWN_NEEDS_REVIEW,43980,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/gauss_multiexog_syp500_-100d-20100104-2024729-lessFilters/iteracion_28.png,UNKNOWN_NEEDS_REVIEW,45698,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/plots/gauss_multiexog_syp500_-100d-20100104-2024729-lessFilters/iteracion_29.png,UNKNOWN_NEEDS_REVIEW,40019,Research Governance,Governance Reviewer,KEEP,SOURCE_MISSING_RECHECK,,FALSE,MISSING_SOURCE_AT_EXECUTION,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
