bridge_id,meaning_id,l2_primitive_id,source_receipt_id,outcome_source_table,outcome_bridge_key,lifecycle_id,continuation_id,bridge_method,bridge_source_artifact,inferred_matching_used_flag,diagnostic_only,trade_output_flag,score_output_flag,order_intent_flag
l3_bridge:2cc97aedf26c:CANONICAL|LIFECYCLE|AAPL|2022-10-28|CONT-0009|000003|EXIT:LIFECYCLE|AAPL|2022-10-28|CONT-0009:3,,,CANONICAL|LIFECYCLE|AAPL|2022-10-28|CONT-0009|000003|EXIT,docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,LIFECYCLE|AAPL|2022-10-28|CONT-0009,LIFECYCLE|AAPL|2022-10-28|CONT-0009,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,0,True,0,0,0
l3_bridge:ba34b2c02b56:CANONICAL|LIFECYCLE|AAPL|2023-01-23|CONT-0010|000001|ENTRY:LIFECYCLE|AAPL|2023-01-23|CONT-0010:1,,,CANONICAL|LIFECYCLE|AAPL|2023-01-23|CONT-0010|000001|ENTRY,docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,LIFECYCLE|AAPL|2023-01-23|CONT-0010,LIFECYCLE|AAPL|2023-01-23|CONT-0010,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,0,True,0,0,0
l3_bridge:db61ad1f1ed1:CANONICAL|LIFECYCLE|AAPL|2023-01-23|CONT-0010|000001|ENTRY:LIFECYCLE|AAPL|2023-01-23|CONT-0010:1,,,CANONICAL|LIFECYCLE|AAPL|2023-01-23|CONT-0010|000001|ENTRY,docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,LIFECYCLE|AAPL|2023-01-23|CONT-0010,LIFECYCLE|AAPL|2023-01-23|CONT-0010,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,0,True,0,0,0
l3_bridge:2cc97aedf26c:CANONICAL|LIFECYCLE|AAPL|2023-01-23|CONT-0010|000001|ENTRY:LIFECYCLE|AAPL|2023-01-23|CONT-0010:1,,,CANONICAL|LIFECYCLE|AAPL|2023-01-23|CONT-0010|000001|ENTRY,docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,LIFECYCLE|AAPL|2023-01-23|CONT-0010,LIFECYCLE|AAPL|2023-01-23|CONT-0010,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,0,True,0,0,0
l3_bridge:ba34b2c02b56:CANONICAL|LIFECYCLE|AAPL|2023-01-23|CONT-0010|000002|ADD:LIFECYCLE|AAPL|2023-01-23|CONT-0010:2,,,CANONICAL|LIFECYCLE|AAPL|2023-01-23|CONT-0010|000002|ADD,docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,LIFECYCLE|AAPL|2023-01-23|CONT-0010,LIFECYCLE|AAPL|2023-01-23|CONT-0010,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,0,True,0,0,0
l3_bridge:db61ad1f1ed1:CANONICAL|LIFECYCLE|AAPL|2023-01-23|CONT-0010|000002|ADD:LIFECYCLE|AAPL|2023-01-23|CONT-0010:2,,,CANONICAL|LIFECYCLE|AAPL|2023-01-23|CONT-0010|000002|ADD,docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,LIFECYCLE|AAPL|2023-01-23|CONT-0010,LIFECYCLE|AAPL|2023-01-23|CONT-0010,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,0,True,0,0,0
l3_bridge:2cc97aedf26c:CANONICAL|LIFECYCLE|AAPL|2023-01-23|CONT-0010|000002|ADD:LIFECYCLE|AAPL|2023-01-23|CONT-0010:2,,,CANONICAL|LIFECYCLE|AAPL|2023-01-23|CONT-0010|000002|ADD,docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,LIFECYCLE|AAPL|2023-01-23|CONT-0010,LIFECYCLE|AAPL|2023-01-23|CONT-0010,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,0,True,0,0,0
l3_bridge:ba34b2c02b56:CANONICAL|LIFECYCLE|AAPL|2023-01-23|CONT-0010|000003|SCALE:LIFECYCLE|AAPL|2023-01-23|CONT-0010:3,,,CANONICAL|LIFECYCLE|AAPL|2023-01-23|CONT-0010|000003|SCALE,docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,LIFECYCLE|AAPL|2023-01-23|CONT-0010,LIFECYCLE|AAPL|2023-01-23|CONT-0010,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,0,True,0,0,0
l3_bridge:db61ad1f1ed1:CANONICAL|LIFECYCLE|AAPL|2023-01-23|CONT-0010|000003|SCALE:LIFECYCLE|AAPL|2023-01-23|CONT-0010:3,,,CANONICAL|LIFECYCLE|AAPL|2023-01-23|CONT-0010|000003|SCALE,docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,LIFECYCLE|AAPL|2023-01-23|CONT-0010,LIFECYCLE|AAPL|2023-01-23|CONT-0010,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,0,True,0,0,0
l3_bridge:2cc97aedf26c:CANONICAL|LIFECYCLE|AAPL|2023-01-23|CONT-0010|000003|SCALE:LIFECYCLE|AAPL|2023-01-23|CONT-0010:3,,,CANONICAL|LIFECYCLE|AAPL|2023-01-23|CONT-0010|000003|SCALE,docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,LIFECYCLE|AAPL|2023-01-23|CONT-0010,LIFECYCLE|AAPL|2023-01-23|CONT-0010,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,0,True,0,0,0
l3_bridge:ba34b2c02b56:CANONICAL|LIFECYCLE|AAPL|2023-01-23|CONT-0010|000004|REDUCE:LIFECYCLE|AAPL|2023-01-23|CONT-0010:4,,,CANONICAL|LIFECYCLE|AAPL|2023-01-23|CONT-0010|000004|REDUCE,docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,LIFECYCLE|AAPL|2023-01-23|CONT-0010,LIFECYCLE|AAPL|2023-01-23|CONT-0010,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,0,True,0,0,0
l3_bridge:db61ad1f1ed1:CANONICAL|LIFECYCLE|AAPL|2023-01-23|CONT-0010|000004|REDUCE:LIFECYCLE|AAPL|2023-01-23|CONT-0010:4,,,CANONICAL|LIFECYCLE|AAPL|2023-01-23|CONT-0010|000004|REDUCE,docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,LIFECYCLE|AAPL|2023-01-23|CONT-0010,LIFECYCLE|AAPL|2023-01-23|CONT-0010,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,0,True,0,0,0
l3_bridge:2cc97aedf26c:CANONICAL|LIFECYCLE|AAPL|2023-01-23|CONT-0010|000004|REDUCE:LIFECYCLE|AAPL|2023-01-23|CONT-0010:4,,,CANONICAL|LIFECYCLE|AAPL|2023-01-23|CONT-0010|000004|REDUCE,docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,LIFECYCLE|AAPL|2023-01-23|CONT-0010,LIFECYCLE|AAPL|2023-01-23|CONT-0010,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,0,True,0,0,0
l3_bridge:ba34b2c02b56:CANONICAL|LIFECYCLE|AAPL|2023-01-23|CONT-0010|000005|EXIT:LIFECYCLE|AAPL|2023-01-23|CONT-0010:5,,,CANONICAL|LIFECYCLE|AAPL|2023-01-23|CONT-0010|000005|EXIT,docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,LIFECYCLE|AAPL|2023-01-23|CONT-0010,LIFECYCLE|AAPL|2023-01-23|CONT-0010,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,0,True,0,0,0
l3_bridge:db61ad1f1ed1:CANONICAL|LIFECYCLE|AAPL|2023-01-23|CONT-0010|000005|EXIT:LIFECYCLE|AAPL|2023-01-23|CONT-0010:5,,,CANONICAL|LIFECYCLE|AAPL|2023-01-23|CONT-0010|000005|EXIT,docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,LIFECYCLE|AAPL|2023-01-23|CONT-0010,LIFECYCLE|AAPL|2023-01-23|CONT-0010,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,0,True,0,0,0
l3_bridge:2cc97aedf26c:CANONICAL|LIFECYCLE|AAPL|2023-01-23|CONT-0010|000005|EXIT:LIFECYCLE|AAPL|2023-01-23|CONT-0010:5,,,CANONICAL|LIFECYCLE|AAPL|2023-01-23|CONT-0010|000005|EXIT,docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,LIFECYCLE|AAPL|2023-01-23|CONT-0010,LIFECYCLE|AAPL|2023-01-23|CONT-0010,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,0,True,0,0,0
l3_bridge:ba34b2c02b56:CANONICAL|LIFECYCLE|AAPL|2023-03-20|CONT-0011|000001|ENTRY:LIFECYCLE|AAPL|2023-03-20|CONT-0011:1,,,CANONICAL|LIFECYCLE|AAPL|2023-03-20|CONT-0011|000001|ENTRY,docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,LIFECYCLE|AAPL|2023-03-20|CONT-0011,LIFECYCLE|AAPL|2023-03-20|CONT-0011,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,0,True,0,0,0
l3_bridge:db61ad1f1ed1:CANONICAL|LIFECYCLE|AAPL|2023-03-20|CONT-0011|000001|ENTRY:LIFECYCLE|AAPL|2023-03-20|CONT-0011:1,,,CANONICAL|LIFECYCLE|AAPL|2023-03-20|CONT-0011|000001|ENTRY,docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,LIFECYCLE|AAPL|2023-03-20|CONT-0011,LIFECYCLE|AAPL|2023-03-20|CONT-0011,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,0,True,0,0,0
l3_bridge:2cc97aedf26c:CANONICAL|LIFECYCLE|AAPL|2023-03-20|CONT-0011|000001|ENTRY:LIFECYCLE|AAPL|2023-03-20|CONT-0011:1,,,CANONICAL|LIFECYCLE|AAPL|2023-03-20|CONT-0011|000001|ENTRY,docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,LIFECYCLE|AAPL|2023-03-20|CONT-0011,LIFECYCLE|AAPL|2023-03-20|CONT-0011,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,0,True,0,0,0
l3_bridge:ba34b2c02b56:CANONICAL|LIFECYCLE|AAPL|2023-03-20|CONT-0011|000002|ADD:LIFECYCLE|AAPL|2023-03-20|CONT-0011:2,,,CANONICAL|LIFECYCLE|AAPL|2023-03-20|CONT-0011|000002|ADD,docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,LIFECYCLE|AAPL|2023-03-20|CONT-0011,LIFECYCLE|AAPL|2023-03-20|CONT-0011,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,0,True,0,0,0
l3_bridge:db61ad1f1ed1:CANONICAL|LIFECYCLE|AAPL|2023-03-20|CONT-0011|000002|ADD:LIFECYCLE|AAPL|2023-03-20|CONT-0011:2,,,CANONICAL|LIFECYCLE|AAPL|2023-03-20|CONT-0011|000002|ADD,docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,LIFECYCLE|AAPL|2023-03-20|CONT-0011,LIFECYCLE|AAPL|2023-03-20|CONT-0011,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,0,True,0,0,0
l3_bridge:2cc97aedf26c:CANONICAL|LIFECYCLE|AAPL|2023-03-20|CONT-0011|000002|ADD:LIFECYCLE|AAPL|2023-03-20|CONT-0011:2,,,CANONICAL|LIFECYCLE|AAPL|2023-03-20|CONT-0011|000002|ADD,docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,LIFECYCLE|AAPL|2023-03-20|CONT-0011,LIFECYCLE|AAPL|2023-03-20|CONT-0011,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,0,True,0,0,0
l3_bridge:ba34b2c02b56:CANONICAL|LIFECYCLE|AAPL|2023-03-20|CONT-0011|000003|EXIT:LIFECYCLE|AAPL|2023-03-20|CONT-0011:3,,,CANONICAL|LIFECYCLE|AAPL|2023-03-20|CONT-0011|000003|EXIT,docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,LIFECYCLE|AAPL|2023-03-20|CONT-0011,LIFECYCLE|AAPL|2023-03-20|CONT-0011,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,0,True,0,0,0
l3_bridge:db61ad1f1ed1:CANONICAL|LIFECYCLE|AAPL|2023-03-20|CONT-0011|000003|EXIT:LIFECYCLE|AAPL|2023-03-20|CONT-0011:3,,,CANONICAL|LIFECYCLE|AAPL|2023-03-20|CONT-0011|000003|EXIT,docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,LIFECYCLE|AAPL|2023-03-20|CONT-0011,LIFECYCLE|AAPL|2023-03-20|CONT-0011,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,0,True,0,0,0
l3_bridge:2cc97aedf26c:CANONICAL|LIFECYCLE|AAPL|2023-03-20|CONT-0011|000003|EXIT:LIFECYCLE|AAPL|2023-03-20|CONT-0011:3,,,CANONICAL|LIFECYCLE|AAPL|2023-03-20|CONT-0011|000003|EXIT,docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,LIFECYCLE|AAPL|2023-03-20|CONT-0011,LIFECYCLE|AAPL|2023-03-20|CONT-0011,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,0,True,0,0,0
l3_bridge:ba34b2c02b56:CANONICAL|LIFECYCLE|AAPL|2023-04-19|CONT-0012|000001|ENTRY:LIFECYCLE|AAPL|2023-04-19|CONT-0012:1,,,CANONICAL|LIFECYCLE|AAPL|2023-04-19|CONT-0012|000001|ENTRY,docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,LIFECYCLE|AAPL|2023-04-19|CONT-0012,LIFECYCLE|AAPL|2023-04-19|CONT-0012,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,0,True,0,0,0
l3_bridge:db61ad1f1ed1:CANONICAL|LIFECYCLE|AAPL|2023-04-19|CONT-0012|000001|ENTRY:LIFECYCLE|AAPL|2023-04-19|CONT-0012:1,,,CANONICAL|LIFECYCLE|AAPL|2023-04-19|CONT-0012|000001|ENTRY,docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,LIFECYCLE|AAPL|2023-04-19|CONT-0012,LIFECYCLE|AAPL|2023-04-19|CONT-0012,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,0,True,0,0,0
l3_bridge:2cc97aedf26c:CANONICAL|LIFECYCLE|AAPL|2023-04-19|CONT-0012|000001|ENTRY:LIFECYCLE|AAPL|2023-04-19|CONT-0012:1,,,CANONICAL|LIFECYCLE|AAPL|2023-04-19|CONT-0012|000001|ENTRY,docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,LIFECYCLE|AAPL|2023-04-19|CONT-0012,LIFECYCLE|AAPL|2023-04-19|CONT-0012,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,0,True,0,0,0
l3_bridge:ba34b2c02b56:CANONICAL|LIFECYCLE|AAPL|2023-04-19|CONT-0012|000002|ADD:LIFECYCLE|AAPL|2023-04-19|CONT-0012:2,,,CANONICAL|LIFECYCLE|AAPL|2023-04-19|CONT-0012|000002|ADD,docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,LIFECYCLE|AAPL|2023-04-19|CONT-0012,LIFECYCLE|AAPL|2023-04-19|CONT-0012,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,0,True,0,0,0
l3_bridge:db61ad1f1ed1:CANONICAL|LIFECYCLE|AAPL|2023-04-19|CONT-0012|000002|ADD:LIFECYCLE|AAPL|2023-04-19|CONT-0012:2,,,CANONICAL|LIFECYCLE|AAPL|2023-04-19|CONT-0012|000002|ADD,docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,LIFECYCLE|AAPL|2023-04-19|CONT-0012,LIFECYCLE|AAPL|2023-04-19|CONT-0012,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,0,True,0,0,0
l3_bridge:2cc97aedf26c:CANONICAL|LIFECYCLE|AAPL|2023-04-19|CONT-0012|000002|ADD:LIFECYCLE|AAPL|2023-04-19|CONT-0012:2,,,CANONICAL|LIFECYCLE|AAPL|2023-04-19|CONT-0012|000002|ADD,docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,LIFECYCLE|AAPL|2023-04-19|CONT-0012,LIFECYCLE|AAPL|2023-04-19|CONT-0012,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,0,True,0,0,0
l3_bridge:ba34b2c02b56:CANONICAL|LIFECYCLE|AAPL|2023-04-19|CONT-0012|000003|EXIT:LIFECYCLE|AAPL|2023-04-19|CONT-0012:3,,,CANONICAL|LIFECYCLE|AAPL|2023-04-19|CONT-0012|000003|EXIT,docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,LIFECYCLE|AAPL|2023-04-19|CONT-0012,LIFECYCLE|AAPL|2023-04-19|CONT-0012,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,0,True,0,0,0
l3_bridge:db61ad1f1ed1:CANONICAL|LIFECYCLE|AAPL|2023-04-19|CONT-0012|000003|EXIT:LIFECYCLE|AAPL|2023-04-19|CONT-0012:3,,,CANONICAL|LIFECYCLE|AAPL|2023-04-19|CONT-0012|000003|EXIT,docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,LIFECYCLE|AAPL|2023-04-19|CONT-0012,LIFECYCLE|AAPL|2023-04-19|CONT-0012,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,0,True,0,0,0
l3_bridge:2cc97aedf26c:CANONICAL|LIFECYCLE|AAPL|2023-04-19|CONT-0012|000003|EXIT:LIFECYCLE|AAPL|2023-04-19|CONT-0012:3,,,CANONICAL|LIFECYCLE|AAPL|2023-04-19|CONT-0012|000003|EXIT,docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,LIFECYCLE|AAPL|2023-04-19|CONT-0012,LIFECYCLE|AAPL|2023-04-19|CONT-0012,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,0,True,0,0,0
l3_bridge:ba34b2c02b56:CANONICAL|LIFECYCLE|AAPL|2023-05-18|CONT-0013|000001|ENTRY:LIFECYCLE|AAPL|2023-05-18|CONT-0013:1,,,CANONICAL|LIFECYCLE|AAPL|2023-05-18|CONT-0013|000001|ENTRY,docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,LIFECYCLE|AAPL|2023-05-18|CONT-0013,LIFECYCLE|AAPL|2023-05-18|CONT-0013,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,0,True,0,0,0
l3_bridge:db61ad1f1ed1:CANONICAL|LIFECYCLE|AAPL|2023-05-18|CONT-0013|000001|ENTRY:LIFECYCLE|AAPL|2023-05-18|CONT-0013:1,,,CANONICAL|LIFECYCLE|AAPL|2023-05-18|CONT-0013|000001|ENTRY,docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,LIFECYCLE|AAPL|2023-05-18|CONT-0013,LIFECYCLE|AAPL|2023-05-18|CONT-0013,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,0,True,0,0,0
l3_bridge:2cc97aedf26c:CANONICAL|LIFECYCLE|AAPL|2023-05-18|CONT-0013|000001|ENTRY:LIFECYCLE|AAPL|2023-05-18|CONT-0013:1,,,CANONICAL|LIFECYCLE|AAPL|2023-05-18|CONT-0013|000001|ENTRY,docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,LIFECYCLE|AAPL|2023-05-18|CONT-0013,LIFECYCLE|AAPL|2023-05-18|CONT-0013,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_387_canonical_continuation_oos_overlay/canonical_oos_quality_panel.csv,0,True,0,0,0
l3_bridge:ba34b2c02b56:CANONICAL|LIFECYCLE|AAPL|2023-05-18|CONT-0013|000002|ADD:LIFECYCLE|AAPL|2023-05-18|CONT-0013:2,,,CANONICAL|LIFECYCLE|AAPL|2023-05-18|CONT-0013|000002|ADD,docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,LIFECYCLE|AAPL|2023-05-18|CONT-0013,LIFECYCLE|AAPL|2023-05-18|CONT-0013,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_385_canonical_continuation_engine/canonical_continuation_lifecycle_summary.csv,0,True,0,0,0
l3_bridge:db61ad1f1ed1:CANONICAL|LIFECYCLE|AAPL|2023-05-18|CONT-0013|000002|ADD:LIFECYCLE|AAPL|2023-05-18|CONT-0013:2,,,CANONICAL|LIFECYCLE|AAPL|2023-05-18|CONT-0013|000002|ADD,docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,LIFECYCLE|AAPL|2023-05-18|CONT-0013,LIFECYCLE|AAPL|2023-05-18|CONT-0013,,DIRECT_SOURCE_RECEIPT_ID,docs/reports/task_385_canonical_continuation_engine/task_384_accumulation/canonical_accumulation_event_stream.csv|docs/reports/task_386_canonical_continuation_quality/canonical_lifecycle_quality_panel.csv,0,True,0,0,0
