lifecycle_id,decision_id,order_id,symbol,source_path,source_hash,receive_ts,raw_entry_bar_available_flag,inferred_lifecycle_matching_used_flag,event_type,event_ts,event_price,receive_ts_status,recv_ts_utc,stream_archive_match_flag,live_ready_flag
TASK503|TER|20251117T150000Z,RD|TASK503|TER|20251117T150000Z,RO|TASK503|TER|20251117T150000Z,TER,data\raw\us_intraday\TER.csv,21c08f4e802b328b9adac898f99317b2f1ebc6ed1940fab3d65d9643e16a1f34,,1,0,DECISION_SNAPSHOT,2025-11-17 15:00:00+00:00,172.48,receive_ts_missing,,0,0
TASK503|ROK|20251203T151500Z,RD|TASK503|ROK|20251203T151500Z,RO|TASK503|ROK|20251203T151500Z,ROK,data\raw\us_intraday\ROK.csv,f4737a079af6a35f66769d48fe60e3b0d05c78197d6551c6f3482f1703830b05,,1,0,DECISION_SNAPSHOT,2025-12-03 15:15:00+00:00,393.8,receive_ts_missing,,0,0
TASK503|TER|20251204T151500Z,RD|TASK503|TER|20251204T151500Z,RO|TASK503|TER|20251204T151500Z,TER,data\raw\us_intraday\TER.csv,af81af943dff70549caf7b8d6de80b763fc3d810954e129c1a7bcf6ca8300cb3,,1,0,DECISION_SNAPSHOT,2025-12-04 15:15:00+00:00,197.74,receive_ts_missing,,0,0
TASK503|TER|20251209T143000Z,RD|TASK503|TER|20251209T143000Z,RO|TASK503|TER|20251209T143000Z,TER,data\raw\us_intraday\TER.csv,47c819325c76a3bea8055c6a62dc231c6bfd8e6a64410c73ecd4bb61742425ea,,1,0,DECISION_SNAPSHOT,2025-12-09 14:30:00+00:00,201.62,receive_ts_missing,,0,0
TASK503|RKLB|20251212T144500Z,RD|TASK503|RKLB|20251212T144500Z,RO|TASK503|RKLB|20251212T144500Z,RKLB,data\raw\us_intraday\RKLB.csv,c953c4824744835236c7786f06164fcf9c816b5e22695f65f46b714f9044f34c,,1,0,DECISION_SNAPSHOT,2025-12-12 14:45:00+00:00,64.7929,receive_ts_missing,,0,0
TASK503|MDB|20251230T144500Z,RD|TASK503|MDB|20251230T144500Z,RO|TASK503|MDB|20251230T144500Z,MDB,data\raw\us_intraday\MDB.csv,b432292c2be7393bbeaf20c83355d47e36b601c699cd05df939a7fdb45b6bd5f,,1,0,DECISION_SNAPSHOT,2025-12-30 14:45:00+00:00,428.11,receive_ts_missing,,0,0
TASK503|RTX|20260114T150000Z,RD|TASK503|RTX|20260114T150000Z,RO|TASK503|RTX|20260114T150000Z,RTX,data\raw\us_intraday\RTX.csv,805ff26eefe77c0722ccfbb5b31c6b4728043008768e10543a68b00266b6ab6b,,1,0,DECISION_SNAPSHOT,2026-01-14 15:00:00+00:00,195.755,receive_ts_missing,,0,0
TASK503|BA|20260121T151500Z,RD|TASK503|BA|20260121T151500Z,RO|TASK503|BA|20260121T151500Z,BA,data\raw\us_intraday\BA.csv,2b8213f390c099663fdcfe6178891f89b8c459050668162e198be03483c809be,,1,0,DECISION_SNAPSHOT,2026-01-21 15:15:00+00:00,249.69,receive_ts_missing,,0,0
TASK503|TER|20260205T143000Z,RD|TASK503|TER|20260205T143000Z,RO|TASK503|TER|20260205T143000Z,TER,data\raw\us_intraday\TER.csv,6c890205cfc40146acd646d1f8d822d21a66bb7b82de2a1107fc90fbdde870bb,,1,0,DECISION_SNAPSHOT,2026-02-05 14:30:00+00:00,277.97,receive_ts_missing,,0,0
TASK503|PH|20260206T144500Z,RD|TASK503|PH|20260206T144500Z,RO|TASK503|PH|20260206T144500Z,PH,data\raw\us_intraday\PH.csv,65ebab634f96a5c568b1df645118c75fac75332829d7e012d83c0fdb99681ba5,,1,0,DECISION_SNAPSHOT,2026-02-06 14:45:00+00:00,982.63,receive_ts_missing,,0,0
TASK503|VRT|20260211T204500Z,RD|TASK503|VRT|20260211T204500Z,RO|TASK503|VRT|20260211T204500Z,VRT,data\raw\us_intraday\VRT.csv,a901dd320c805a626f878f1e5d4e5bc3f1105c5366185c122b78f65f20dafbc9,,1,0,DECISION_SNAPSHOT,2026-02-11 20:45:00+00:00,248.32,receive_ts_missing,,0,0
TASK503|TER|20260212T150000Z,RD|TASK503|TER|20260212T150000Z,RO|TASK503|TER|20260212T150000Z,TER,data\raw\us_intraday\TER.csv,379b2cdeebbf6bde4e94527383a8653720fe54350b73a99263cb5024adff67fb,,1,0,DECISION_SNAPSHOT,2026-02-12 15:00:00+00:00,326.875,receive_ts_missing,,0,0
TASK503|TER|20260213T150000Z,RD|TASK503|TER|20260213T150000Z,RO|TASK503|TER|20260213T150000Z,TER,data\raw\us_intraday\TER.csv,b697f44a396b9e8c37f73408aab4f04b8c844d4b7a6c538a7129d9db5a4eca3d,,1,0,DECISION_SNAPSHOT,2026-02-13 15:00:00+00:00,313.09,receive_ts_missing,,0,0
TASK503|GE|20260304T150000Z,RD|TASK503|GE|20260304T150000Z,RO|TASK503|GE|20260304T150000Z,GE,data\raw\us_intraday\GE.csv,5a5964c743c73f29175984dcbd28ed3e58ac5c1792294bdc54e07363a178243e,,1,0,DECISION_SNAPSHOT,2026-03-04 15:00:00+00:00,337.68,receive_ts_missing,,0,0
TASK503|TER|20260409T133000Z,RD|TASK503|TER|20260409T133000Z,RO|TASK503|TER|20260409T133000Z,TER,data\raw\us_intraday\TER.csv,3c140b76eaedb1f1cf1877ae853bedf2da1d04e75f61af6fcaf51e1c9a4710e9,,1,0,DECISION_SNAPSHOT,2026-04-09 13:30:00+00:00,368.8,receive_ts_missing,,0,0
TASK503|TER|20260410T134500Z,RD|TASK503|TER|20260410T134500Z,RO|TASK503|TER|20260410T134500Z,TER,data\raw\us_intraday\TER.csv,0a3c33733596af1f6113e46ca34543754d256337f4e33d7b4578ecfce8839c5c,,1,0,DECISION_SNAPSHOT,2026-04-10 13:45:00+00:00,372.349,receive_ts_missing,,0,0
TASK503|TER|20260417T140000Z,RD|TASK503|TER|20260417T140000Z,RO|TASK503|TER|20260417T140000Z,TER,data\raw\us_intraday\TER.csv,5e47d5227c49111082d91cf9670d56450313067bf02d6579b211cd74aad8729f,,1,0,DECISION_SNAPSHOT,2026-04-17 14:00:00+00:00,376.88,receive_ts_missing,,0,0
TASK503|TER|20260423T133000Z,RD|TASK503|TER|20260423T133000Z,RO|TASK503|TER|20260423T133000Z,TER,data\raw\us_intraday\TER.csv,ab4c992e1e0ae7fd5a28244b312e38aee609d1e80b5d475f81c1a12e71095121,,1,0,DECISION_SNAPSHOT,2026-04-23 13:30:00+00:00,396.295,receive_ts_missing,,0,0
TASK503|TER|20260429T134500Z,RD|TASK503|TER|20260429T134500Z,RO|TASK503|TER|20260429T134500Z,TER,data\raw\us_intraday\TER.csv,37a1e47256c3e1b4fc57fe29b594652d972d6a19fbabd8127376c2888c9c3b45,,1,0,DECISION_SNAPSHOT,2026-04-29 13:45:00+00:00,331.5621,receive_ts_missing,,0,0
TASK503|DDOG|20260429T144500Z,RD|TASK503|DDOG|20260429T144500Z,RO|TASK503|DDOG|20260429T144500Z,DDOG,data\raw\us_intraday\DDOG.csv,d43d6001e9dca77fc3087401a8642f1871c2c14c3c0a05a13d6e54ae0ca7d175,,1,0,DECISION_SNAPSHOT,2026-04-29 14:45:00+00:00,130.71,receive_ts_missing,,0,0
TASK503|TEAM|20260504T134500Z,RD|TASK503|TEAM|20260504T134500Z,RO|TASK503|TEAM|20260504T134500Z,TEAM,data\raw\us_intraday\TEAM.csv,16e967c1619b7d126e02c11aeb2dbe914e2360b799b9a0e15924ff8cfe3c3eba,,1,0,DECISION_SNAPSHOT,2026-05-04 13:45:00+00:00,93.1833,receive_ts_missing,,0,0
TASK503|DDOG|20260504T140000Z,RD|TASK503|DDOG|20260504T140000Z,RO|TASK503|DDOG|20260504T140000Z,DDOG,data\raw\us_intraday\DDOG.csv,ca2466fb95d18573f34a89c6d207b1bdd1bb1bc46e3474847b12eae4977916dd,,1,0,DECISION_SNAPSHOT,2026-05-04 14:00:00+00:00,143.34,receive_ts_missing,,0,0
TASK503|ROK|20260504T140000Z,RD|TASK503|ROK|20260504T140000Z,RO|TASK503|ROK|20260504T140000Z,ROK,data\raw\us_intraday\ROK.csv,102bd488439327fb668306915b6373fdc11b7006b4a10d885eb2daf4df7643d5,,1,0,DECISION_SNAPSHOT,2026-05-04 14:00:00+00:00,410.99,receive_ts_missing,,0,0
TASK503|DDOG|20260506T170000Z,RD|TASK503|DDOG|20260506T170000Z,RO|TASK503|DDOG|20260506T170000Z,DDOG,data\raw\us_intraday\DDOG.csv,ad9aa4c8ef798676dca9817b2fd4ab69ecdb5d312e78d8285f2652f457db4ae2,,1,0,DECISION_SNAPSHOT,2026-05-06 17:00:00+00:00,145.105,receive_ts_missing,,0,0
TASK503|GEV|20260506T184500Z,RD|TASK503|GEV|20260506T184500Z,RO|TASK503|GEV|20260506T184500Z,GEV,data\raw\us_intraday\GEV.csv,066686d1122cc94168644082cc5d824dbaf6520f792ba92d4f2cee1a6650e852,,1,0,DECISION_SNAPSHOT,2026-05-06 18:45:00+00:00,1117.33,receive_ts_missing,,0,0
TASK503|TEAM|20260507T153000Z,RD|TASK503|TEAM|20260507T153000Z,RO|TASK503|TEAM|20260507T153000Z,TEAM,data\raw\us_intraday\TEAM.csv,d87cc5793815b293a9a81b038178e9c74935128dd2a8ae6651b5c62816b25281,,1,0,DECISION_SNAPSHOT,2026-05-07 15:30:00+00:00,94.465,receive_ts_missing,,0,0
TASK503|DDOG|20260508T140000Z,RD|TASK503|DDOG|20260508T140000Z,RO|TASK503|DDOG|20260508T140000Z,DDOG,data\raw\us_intraday\DDOG.csv,b6934389175a0c1abf3a726af0ae3bfed68651c04a3a6c30f64e1f39799871da,,1,0,DECISION_SNAPSHOT,2026-05-08 14:00:00+00:00,191.495,receive_ts_missing,,0,0
