"path","class","recommendation","delete_risk","result","size_bytes","note"
"src/backtest/__pycache__/analysis_structural_breakout_multi_event_dataset_366.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","11648","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_participation_quality_361.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","15884","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_path_conditioned_entry_327.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","48559","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_persistence_universe_376.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","8801","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_priority_overlay_translation_347.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","39625","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_pro_quant_roadmap_343.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","15449","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_regime_conditioned_entry_326.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","28912","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_regime_continuation_sleeve_353.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","39203","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_regime_entry_325.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","81121","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_regime_failure_diagnosis_328.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","42498","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_regime_sleeve_deployment_354.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","48750","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_shadow_integration_360.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","38378","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_source_time_capture_370.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","4728","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_source_time_capture_371.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","5319","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_source_time_capture_372.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","9031","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_source_truth_lineage_368.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","7502","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_source_truth_replay_367.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","9071","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_state_gated_execution_refinement_358.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","31300","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_state_model_redesign_329.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","36026","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_state_model_stabilization_330.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","31230","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_state_space_realignment_332.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","38433","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_strong_subset_validation_340.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","37086","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_subset_refinement_341.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","59974","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_tactical_sleeve_348.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","41171","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task406_deterministic_decision_rebuild.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","440","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task406_professional_combo_validation.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","438","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task406_raw_factor_source_audit.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","426","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task407_raw_native_vectorized_rebuild.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","438","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task480_symbol_structure_continuation_diagnostics.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","462","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task481_symbol_structure_robustness_and_failure_decomposition.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","486","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task482_continuous_market_theme_regime_engine.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","454","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task483_firm_grade_market_theme_regime_upgrade.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","456","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task484_continuation_payoff_regime_engine.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","446","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task487_regime_phase_target_validation.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","440","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task488_regime_only_target_recovery.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","451","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task489_broad_regime_cell_portfolio.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","451","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task490r_firm_grade_intraday_continuation_validation.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","485","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task491_intraday_continuation_grid_development.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","473","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task492_microstructure_source_collection.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","461","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task493_microstructure_enhanced_continuation_grid.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","479","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task494_microstructure_goal_synthesis.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","6403","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task495_microstructure_live_source_readiness.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","469","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task499_regime_intraday_continuation_grid.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","451","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task501_multiday_continuation_policy_rebuild.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","469","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task502_goal_feasibility_audit.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","441","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task503_multiday_entry_population_rebuild.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","463","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task504_multiday_entry_cell_portfolio.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","455","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task505_two_year_pnl_grid.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","600","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task506_507_analyst_team_harmonization.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","719","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task508_511_task505_validation.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","441","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task512_516_firm_grade_validation.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","447","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task517_522_firm_grade_completion.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","447","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task523_528_gap_closure.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","427","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task529_530_trend_persistence_refinement.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","461","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task531_paper_shadow_order_fill_archive.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","459","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task532_536_quant_context_frontend.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","449","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task537_factor_premium_validation.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","374","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task538_fundamental_factor_source_audit.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","459","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task539_market_cap_shares_source.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","445","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task540_market_cap_coverage_gap.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","443","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task541_size_bm_fama_macbeth.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","437","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task542_factor_adjusted_continuation_attribution.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","477","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task543_factor_adjusted_walk_forward_validation.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","475","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task544_sample_expansion_quarter_failure.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","461","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task545_failure_state_suppression.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","457","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task546_microstructure_live_capture_layer.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","463","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task547_paper_shadow_microstructure_capture_run.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","475","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task548_555_quant_doc_alignment.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","396","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task556_vwap_bandwalk_portfolio_revalidation.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","422","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task557_560_vwap_acceptance_development.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","412","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task561_565_firm_grade_context_development.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","418","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task566_570_firm_grade_validation_loop.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","410","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task571_alpaca_sip_microstructure_capture_activation.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","438","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task572_575_historical_microstructure_backfill.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","971","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task576_microstructure_aware_continuation_backtest.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1065","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task577_580_nbbo_trajectory_validation.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","943","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_task581_quote_pressure_price_response_refinement.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","625","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_timestamp_price_namespace_repair_381.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","7230","Generated cache file deleted."
"src/backtest/__pycache__/analysis_structural_breakout_true_intraday_feasibility_336.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","53754","Generated cache file deleted."
"src/backtest/__pycache__/analysis_task_076_review.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","7467","Generated cache file deleted."
"src/backtest/__pycache__/analysis_tbl_314.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","72266","Generated cache file deleted."
"src/backtest/__pycache__/analysis_tbl_reports_315_317.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","10914","Generated cache file deleted."
"src/backtest/__pycache__/analysis_tbl_robustness_316.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","8753","Generated cache file deleted."
"src/backtest/__pycache__/build_canonical_continuation_oos_overlay_387.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","16208","Generated cache file deleted."
"src/backtest/__pycache__/build_canonical_continuation_quality_386.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","16015","Generated cache file deleted."
"src/backtest/__pycache__/build_canonical_lifecycle_capture_expansion_383.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","10469","Generated cache file deleted."
"src/backtest/__pycache__/build_canonical_lifecycle_replay_revalidation_382.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","20876","Generated cache file deleted."
"src/backtest/__pycache__/build_canonical_lifecycle_stream_accumulation_384.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","16440","Generated cache file deleted."
"src/backtest/__pycache__/build_continuation_event_capture_369.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","17062","Generated cache file deleted."
"src/backtest/__pycache__/build_decision_labelability_audit_402r.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","10449","Generated cache file deleted."
"src/backtest/__pycache__/build_definition_audit_373.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","19370","Generated cache file deleted."
"src/backtest/__pycache__/build_forward_live_canonical_multifactor_decision_layer_401.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","42734","Generated cache file deleted."
"src/backtest/__pycache__/build_forward_live_cost_constrained_validation_396.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","23104","Generated cache file deleted."
"src/backtest/__pycache__/build_forward_live_entry_quality_filter_discovery_400.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","21199","Generated cache file deleted."
"src/backtest/__pycache__/build_forward_live_regime_detectability_395.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","26179","Generated cache file deleted."
"src/backtest/__pycache__/build_forward_live_strict_false_positive_decomposition_397.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","14035","Generated cache file deleted."
"src/backtest/__pycache__/build_forward_persistence_375.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","19358","Generated cache file deleted."
"src/backtest/__pycache__/build_forward_pure_breakout_374.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","54062","Generated cache file deleted."
"src/backtest/__pycache__/build_identity_review_protocol_380.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","22871","Generated cache file deleted."
"src/backtest/__pycache__/build_intraday_canonical_oos_validation_391.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","12980","Generated cache file deleted."
"src/backtest/__pycache__/build_intraday_universe_history_expansion_399.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","15178","Generated cache file deleted."
"src/backtest/__pycache__/build_lifecycle_coverage_expansion_377.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","17540","Generated cache file deleted."
"src/backtest/__pycache__/build_lifecycle_identity_reconciliation_379.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","23034","Generated cache file deleted."
"src/backtest/__pycache__/build_lifecycle_recovery_378.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","25556","Generated cache file deleted."
"src/backtest/__pycache__/build_macro_vol_theme_regime_overlay_392.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","19487","Generated cache file deleted."
"src/backtest/__pycache__/build_multi_archetype_continuation_portfolio_discovery_403.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","21959","Generated cache file deleted."
"src/backtest/__pycache__/build_multi_event_replay_dataset_366.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","4583","Generated cache file deleted."
"src/backtest/__pycache__/build_multifactor_continuation_state_discovery_402.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","20662","Generated cache file deleted."
"src/backtest/__pycache__/build_persistence_universe_376.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","32436","Generated cache file deleted."
"src/backtest/__pycache__/build_portfolio_path_equity_curve_simulation_398.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","9668","Generated cache file deleted."
"src/backtest/__pycache__/build_refined_archetype_portfolio_rebuild_405.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","31508","Generated cache file deleted."
"src/backtest/__pycache__/build_regime_aware_canonical_continuation_policy_394.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","25470","Generated cache file deleted."
"src/backtest/__pycache__/build_regime_gated_canonical_continuation_validation_393.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","19287","Generated cache file deleted."
"src/backtest/__pycache__/build_source_time_capture_370.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","11961","Generated cache file deleted."
"src/backtest/__pycache__/build_source_time_capture_371.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","7937","Generated cache file deleted."
"src/backtest/__pycache__/build_source_time_capture_372.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","39044","Generated cache file deleted."
"src/backtest/__pycache__/build_source_truth_lineage_368.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","5176","Generated cache file deleted."
"src/backtest/__pycache__/build_source_truth_replay_dataset_367.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","4064","Generated cache file deleted."
"src/backtest/__pycache__/build_task401_exact_label_generation_404.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","14293","Generated cache file deleted."
"src/backtest/__pycache__/build_task406_deterministic_decision_rebuild.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","17599","Generated cache file deleted."
"src/backtest/__pycache__/build_task406_professional_combo_validation.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","31093","Generated cache file deleted."
"src/backtest/__pycache__/build_task406_raw_factor_source_audit.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","16177","Generated cache file deleted."
"src/backtest/__pycache__/build_task407_raw_native_vectorized_rebuild.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","37394","Generated cache file deleted."
"src/backtest/__pycache__/build_task480_symbol_structure_continuation_diagnostics.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","50751","Generated cache file deleted."
"src/backtest/__pycache__/build_task481_symbol_structure_robustness_and_failure_decomposition.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","35048","Generated cache file deleted."
"src/backtest/__pycache__/build_task482_continuous_market_theme_regime_engine.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","39441","Generated cache file deleted."
"src/backtest/__pycache__/build_task483_firm_grade_market_theme_regime_upgrade.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","36833","Generated cache file deleted."
"src/backtest/__pycache__/build_task484_continuation_payoff_regime_engine.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","37629","Generated cache file deleted."
"src/backtest/__pycache__/build_task487_regime_phase_target_validation.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","22340","Generated cache file deleted."
"src/backtest/__pycache__/build_task488_regime_only_target_recovery.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","21327","Generated cache file deleted."
"src/backtest/__pycache__/build_task489_broad_regime_cell_portfolio.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","31640","Generated cache file deleted."
"src/backtest/__pycache__/build_task490r_firm_grade_intraday_continuation_validation.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","38469","Generated cache file deleted."
"src/backtest/__pycache__/build_task491_intraday_continuation_grid_development.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","23804","Generated cache file deleted."
"src/backtest/__pycache__/build_task492_microstructure_source_collection.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","24492","Generated cache file deleted."
"src/backtest/__pycache__/build_task493_microstructure_enhanced_continuation_grid.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","31217","Generated cache file deleted."
"src/backtest/__pycache__/build_task495_microstructure_live_source_readiness.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","7772","Generated cache file deleted."
"src/backtest/__pycache__/build_task496_500_goal_revalidation.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","46174","Generated cache file deleted."
"src/backtest/__pycache__/build_task501_multiday_continuation_policy_rebuild.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","22750","Generated cache file deleted."
"src/backtest/__pycache__/build_task502_goal_feasibility_audit.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","10964","Generated cache file deleted."
"src/backtest/__pycache__/build_task503_multiday_entry_population_rebuild.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","25544","Generated cache file deleted."
"src/backtest/__pycache__/build_task504_multiday_entry_cell_portfolio.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","11898","Generated cache file deleted."
"src/backtest/__pycache__/build_task505_two_year_pnl_grid.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","26717","Generated cache file deleted."
"src/backtest/__pycache__/build_task506_507_analyst_team_harmonization.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","14598","Generated cache file deleted."
"src/backtest/__pycache__/build_task508_511_task505_validation.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","23325","Generated cache file deleted."
"src/backtest/__pycache__/build_task512_516_firm_grade_validation.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","28352","Generated cache file deleted."
"src/backtest/__pycache__/build_task517_522_firm_grade_completion.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","27648","Generated cache file deleted."
"src/backtest/__pycache__/build_task523_528_gap_closure.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","26624","Generated cache file deleted."
"src/backtest/__pycache__/build_task529_530_trend_persistence_refinement.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","16651","Generated cache file deleted."
"src/backtest/__pycache__/build_task531_paper_shadow_order_fill_archive.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","16035","Generated cache file deleted."
"src/backtest/__pycache__/build_task532_536_quant_context_frontend.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","17081","Generated cache file deleted."
"src/backtest/__pycache__/build_task537_factor_premium_validation.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","19201","Generated cache file deleted."
"src/backtest/__pycache__/build_task538_fundamental_factor_source_audit.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","16694","Generated cache file deleted."
"src/backtest/__pycache__/build_task539_market_cap_shares_source.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","16490","Generated cache file deleted."
"src/backtest/__pycache__/build_task540_market_cap_coverage_gap.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","10649","Generated cache file deleted."
"src/backtest/__pycache__/build_task541_size_bm_fama_macbeth.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","22769","Generated cache file deleted."
"src/backtest/__pycache__/build_task542_factor_adjusted_continuation_attribution.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","20980","Generated cache file deleted."
"src/backtest/__pycache__/build_task543_factor_adjusted_walk_forward_validation.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","12818","Generated cache file deleted."
"src/backtest/__pycache__/build_task544_sample_expansion_quarter_failure.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","20588","Generated cache file deleted."
