lifecycle_id,symbol,entry_ts,split_name,theme_id,market_state,theme_state,playbook_id,mechanism_relation_state,catalyst_quality_tier,price_acceptance_state,accepted_flag,allocation_reason,size_multiplier,net_return_costed,candidate_name,split_scope
TASK617|ZS|20251002T173000Z,ZS,2025-10-06 14:30:00+00:00,validation,cybersecurity,mixed_rotation_tape,neutral_participation,research_only_sparse,sparse_mechanism_cell,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.185318782616655,baseline_task639,all
TASK617|ASML|20251006T134500Z,ASML,2025-10-08 14:30:00+00:00,validation,ai_semiconductors,broad_risk_on,re_acceleration,aggressive_leadership,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.185019954773009,baseline_task639,all
TASK617|ASTS|20251006T160000Z,ASTS,2025-10-08 14:30:00+00:00,validation,aerospace_defense_space,broad_risk_on,re_acceleration,rotation_selective,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.16370769333737312,baseline_task639,all
TASK617|F|20251006T133000Z,F,2025-10-08 14:30:00+00:00,validation,ev_autonomy_mobility,broad_risk_on,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.1085225928479199,baseline_task639,all
TASK617|GD|20251006T141500Z,GD,2025-10-08 14:30:00+00:00,validation,aerospace_defense_space,broad_risk_on,re_acceleration,rotation_selective,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.0102720216609211,baseline_task639,all
TASK617|GE|20251006T141500Z,GE,2025-10-08 14:30:00+00:00,validation,industrial_automation_robotics,broad_risk_on,neutral_participation,normal_participation,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.052185255281960205,baseline_task639,all
TASK617|IBIT|20251006T164500Z,IBIT,2025-10-08 14:30:00+00:00,validation,crypto_fintech,broad_risk_on,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2364602318642894,baseline_task639,all
TASK617|LLY|20251006T143000Z,LLY,2025-10-08 14:30:00+00:00,validation,biotech_glp1_healthcare,broad_risk_on,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.2660117474724265,baseline_task639,all
TASK617|LMT|20251006T133000Z,LMT,2025-10-08 14:30:00+00:00,validation,aerospace_defense_space,broad_risk_on,re_acceleration,rotation_selective,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.0402838285798761,baseline_task639,all
TASK617|MRVL|20251006T133000Z,MRVL,2025-10-08 14:30:00+00:00,validation,ai_semiconductors,broad_risk_on,re_acceleration,aggressive_leadership,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.0063134970800453995,baseline_task639,all
TASK617|NEE|20251006T140000Z,NEE,2025-10-08 14:30:00+00:00,validation,power_grid_electrification,broad_risk_on,leadership_expanding,aggressive_leadership,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.0380943458071963,baseline_task639,all
TASK617|NOC|20251006T133000Z,NOC,2025-10-08 14:30:00+00:00,validation,aerospace_defense_space,broad_risk_on,re_acceleration,rotation_selective,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.07538099500868051,baseline_task639,all
TASK617|NVDA|20251006T133000Z,NVDA,2025-10-08 14:30:00+00:00,validation,ai_semiconductors,broad_risk_on,re_acceleration,aggressive_leadership,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.0072206072240469,baseline_task639,all
TASK617|PANW|20251006T163000Z,PANW,2025-10-08 14:30:00+00:00,validation,cybersecurity,broad_risk_on,neutral_participation,normal_participation,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.1613029634634549,baseline_task639,all
TASK617|PWR|20251006T153000Z,PWR,2025-10-08 14:30:00+00:00,validation,power_grid_electrification,broad_risk_on,leadership_expanding,aggressive_leadership,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.0339659257998613,baseline_task639,all
TASK617|RKLB|20251006T173000Z,RKLB,2025-10-08 14:30:00+00:00,validation,aerospace_defense_space,broad_risk_on,re_acceleration,rotation_selective,company_quality_price_confirmed,strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2316562832373703,baseline_task639,all
TASK617|RTX|20251006T133000Z,RTX,2025-10-08 14:30:00+00:00,validation,aerospace_defense_space,broad_risk_on,re_acceleration,rotation_selective,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.0960171807838498,baseline_task639,all
TASK617|TER|20251006T134500Z,TER,2025-10-08 14:30:00+00:00,validation,industrial_automation_robotics,broad_risk_on,neutral_participation,normal_participation,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.471769783364283,baseline_task639,all
TASK617|TSLA|20251006T150000Z,TSLA,2025-10-08 14:30:00+00:00,validation,ev_autonomy_mobility,broad_risk_on,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.0038573257041598,baseline_task639,all
TASK617|UBER|20251006T133000Z,UBER,2025-10-08 14:30:00+00:00,validation,ev_autonomy_mobility,broad_risk_on,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.1589718343388491,baseline_task639,all
TASK617|ZS|20251006T164500Z,ZS,2025-10-08 14:30:00+00:00,validation,cybersecurity,broad_risk_on,neutral_participation,normal_participation,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.1574722113471196,baseline_task639,all
TASK617|ARM|20251007T133000Z,ARM,2025-10-09 14:30:00+00:00,validation,ai_semiconductors,broad_risk_on,re_acceleration,aggressive_leadership,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.19939545799881592,baseline_task639,all
TASK617|ASTS|20251007T133000Z,ASTS,2025-10-09 14:30:00+00:00,validation,aerospace_defense_space,broad_risk_on,re_acceleration,rotation_selective,company_quality_price_confirmed,strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.1209160293003531,baseline_task639,all
TASK617|CEG|20251007T133000Z,CEG,2025-10-09 14:30:00+00:00,validation,power_grid_electrification,broad_risk_on,leadership_expanding,aggressive_leadership,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.0565458621131981,baseline_task639,all
TASK617|GD|20251007T133000Z,GD,2025-10-09 14:30:00+00:00,validation,aerospace_defense_space,broad_risk_on,re_acceleration,rotation_selective,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.021799118667005297,baseline_task639,all
TASK617|GE|20251007T133000Z,GE,2025-10-09 14:30:00+00:00,validation,industrial_automation_robotics,broad_risk_on,leadership_fading,confirmation_required,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.0663885120384192,baseline_task639,all
TASK617|LLY|20251007T134500Z,LLY,2025-10-09 14:30:00+00:00,validation,biotech_glp1_healthcare,broad_risk_on,leadership_fading,confirmation_required,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.2178745280326074,baseline_task639,all
TASK617|MRVL|20251007T133000Z,MRVL,2025-10-09 14:30:00+00:00,validation,ai_semiconductors,broad_risk_on,re_acceleration,aggressive_leadership,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.0235990759089051,baseline_task639,all
TASK617|NEE|20251007T134500Z,NEE,2025-10-09 14:30:00+00:00,validation,power_grid_electrification,broad_risk_on,leadership_expanding,aggressive_leadership,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.0421773552413606,baseline_task639,all
TASK617|NVDA|20251007T134500Z,NVDA,2025-10-09 14:30:00+00:00,validation,ai_semiconductors,broad_risk_on,re_acceleration,aggressive_leadership,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.0263806414279742,baseline_task639,all
TASK617|PWR|20251007T133000Z,PWR,2025-10-09 14:30:00+00:00,validation,power_grid_electrification,broad_risk_on,leadership_expanding,aggressive_leadership,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.0212076584103413,baseline_task639,all
TASK617|PYPL|20251007T133000Z,PYPL,2025-10-09 14:30:00+00:00,validation,crypto_fintech,broad_risk_on,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2368953356617202,baseline_task639,all
TASK617|RKLB|20251007T133000Z,RKLB,2025-10-09 14:30:00+00:00,validation,aerospace_defense_space,broad_risk_on,re_acceleration,rotation_selective,company_quality_price_confirmed,strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2405932289066349,baseline_task639,all
TASK617|RTX|20251007T183000Z,RTX,2025-10-09 14:30:00+00:00,validation,aerospace_defense_space,broad_risk_on,re_acceleration,rotation_selective,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.1090303472825878,baseline_task639,all
TASK617|SOFI|20251007T133000Z,SOFI,2025-10-09 14:30:00+00:00,validation,crypto_fintech,broad_risk_on,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.0392225296230822,baseline_task639,all
TASK617|AMD|20251020T134500Z,AMD,2025-10-22 14:30:00+00:00,validation,ai_semiconductors,mixed_rotation_tape,leadership_fading,confirmation_required,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,1,accepted,1.0,-0.16856345575196072,baseline_task639,all
TASK617|AMGN|20251020T160000Z,AMGN,2025-10-22 14:30:00+00:00,validation,biotech_glp1_healthcare,mixed_rotation_tape,leadership_fading,confirmation_required,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.09165104813074379,baseline_task639,all
TASK617|ARM|20251020T133000Z,ARM,2025-10-22 14:30:00+00:00,validation,ai_semiconductors,mixed_rotation_tape,leadership_fading,confirmation_required,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2164125865490949,baseline_task639,all
TASK617|ASML|20251020T141500Z,ASML,2025-10-22 14:30:00+00:00,validation,ai_semiconductors,mixed_rotation_tape,leadership_fading,confirmation_required,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.3185618012724472,baseline_task639,all
TASK617|ISRG|20251020T143000Z,ISRG,2025-10-22 14:30:00+00:00,validation,biotech_glp1_healthcare,mixed_rotation_tape,leadership_fading,confirmation_required,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.019732965009208,baseline_task639,all
TASK617|LMT|20251020T134500Z,LMT,2025-10-22 14:30:00+00:00,validation,aerospace_defense_space,mixed_rotation_tape,re_acceleration,rotation_selective,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.1800774029526798,baseline_task639,all
TASK617|RKLB|20251020T133000Z,RKLB,2025-10-22 14:30:00+00:00,validation,aerospace_defense_space,mixed_rotation_tape,re_acceleration,rotation_selective,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2171645283684557,baseline_task639,all
TASK617|SNOW|20251020T133000Z,SNOW,2025-10-22 14:30:00+00:00,validation,data_devops_software,mixed_rotation_tape,leadership_fading,confirmation_required,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.1668489952474864,baseline_task639,all
TASK617|TSM|20251020T141500Z,TSM,2025-10-22 14:30:00+00:00,validation,ai_semiconductors,mixed_rotation_tape,leadership_fading,confirmation_required,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.1636006617627453,baseline_task639,all
TASK617|ASTS|20251021T143000Z,ASTS,2025-10-23 14:30:00+00:00,validation,aerospace_defense_space,mixed_rotation_tape,leadership_expanding,confirmation_required,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_accepted,0,max_positions_full,0.0,-0.15018262780230981,baseline_task639,all
TASK617|GD|20251021T133000Z,GD,2025-10-23 14:30:00+00:00,validation,aerospace_defense_space,mixed_rotation_tape,leadership_expanding,rotation_selective,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.0527512545945781,baseline_task639,all
TASK617|ISRG|20251021T141500Z,ISRG,2025-10-23 14:30:00+00:00,validation,biotech_glp1_healthcare,mixed_rotation_tape,defensive_rotation,rotation_selective,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.0010599056979700002,baseline_task639,all
TASK617|RTX|20251021T133000Z,RTX,2025-10-23 14:30:00+00:00,validation,aerospace_defense_space,mixed_rotation_tape,leadership_expanding,rotation_selective,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.1006305960704839,baseline_task639,all
TASK617|SNOW|20251021T144500Z,SNOW,2025-10-23 14:30:00+00:00,validation,data_devops_software,mixed_rotation_tape,neutral_participation,normal_participation,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.1586945874520893,baseline_task639,all
TASK617|TEAM|20251021T134500Z,TEAM,2025-10-23 14:30:00+00:00,validation,data_devops_software,mixed_rotation_tape,neutral_participation,normal_participation,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2164022683878044,baseline_task639,all
TASK617|TER|20251021T133000Z,TER,2025-10-23 14:30:00+00:00,validation,industrial_automation_robotics,mixed_rotation_tape,leadership_fading,confirmation_required,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.6113670627763087,baseline_task639,all
TASK617|VRT|20251021T151500Z,VRT,2025-10-23 14:30:00+00:00,validation,power_grid_electrification,mixed_rotation_tape,neutral_participation,confirmation_required,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_accepted,0,max_positions_full,0.0,-0.0012757468570987,baseline_task639,all
TASK617|AMGN|20251022T141500Z,AMGN,2025-10-24 14:30:00+00:00,validation,biotech_glp1_healthcare,mixed_rotation_tape,defensive_rotation,rotation_selective,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.1681366346372254,baseline_task639,all
TASK617|ASML|20251022T134500Z,ASML,2025-10-24 14:30:00+00:00,validation,ai_semiconductors,mixed_rotation_tape,neutral_participation,normal_participation,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.3053869195785866,baseline_task639,all
TASK617|RKLB|20251022T134500Z,RKLB,2025-10-24 14:30:00+00:00,validation,aerospace_defense_space,mixed_rotation_tape,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.23953166981683802,baseline_task639,all
TASK617|RTX|20251022T133000Z,RTX,2025-10-24 14:30:00+00:00,validation,aerospace_defense_space,mixed_rotation_tape,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.08942531670272509,baseline_task639,all
TASK617|SNOW|20251022T133000Z,SNOW,2025-10-24 14:30:00+00:00,validation,data_devops_software,mixed_rotation_tape,neutral_participation,normal_participation,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2021024166257521,baseline_task639,all
TASK617|ZS|20251022T134500Z,ZS,2025-10-24 14:30:00+00:00,validation,cybersecurity,mixed_rotation_tape,leadership_fading,confirmation_required,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.22097486653663762,baseline_task639,all
TASK617|AMD|20251023T134500Z,AMD,2025-10-27 14:30:00+00:00,validation,ai_semiconductors,mixed_rotation_tape,leadership_fading,confirmation_required,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2367744809242654,baseline_task639,all
TASK617|ASML|20251023T140000Z,ASML,2025-10-27 14:30:00+00:00,validation,ai_semiconductors,mixed_rotation_tape,leadership_fading,confirmation_required,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.3235587632744386,baseline_task639,all
TASK617|CRWD|20251023T134500Z,CRWD,2025-10-27 14:30:00+00:00,validation,cybersecurity,mixed_rotation_tape,leadership_fading,confirmation_required,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.15291375720834122,baseline_task639,all
TASK617|GD|20251023T133000Z,GD,2025-10-27 14:30:00+00:00,validation,aerospace_defense_space,mixed_rotation_tape,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.029060681311964296,baseline_task639,all
TASK617|HON|20251023T141500Z,HON,2025-10-27 14:30:00+00:00,validation,industrial_automation_robotics,mixed_rotation_tape,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.0733473088196138,baseline_task639,all
TASK617|HOOD|20251023T134500Z,HOOD,2025-10-27 14:30:00+00:00,validation,crypto_fintech,mixed_rotation_tape,leadership_fading,confirmation_required,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2724667559104258,baseline_task639,all
TASK617|ISRG|20251023T134500Z,ISRG,2025-10-27 14:30:00+00:00,validation,biotech_glp1_healthcare,mixed_rotation_tape,defensive_rotation,rotation_selective,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.0397682467946879,baseline_task639,all
TASK617|PANW|20251023T133000Z,PANW,2025-10-27 14:30:00+00:00,validation,cybersecurity,mixed_rotation_tape,leadership_fading,confirmation_required,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.17570835870506,baseline_task639,all
TASK617|PWR|20251023T133000Z,PWR,2025-10-27 14:30:00+00:00,validation,power_grid_electrification,mixed_rotation_tape,neutral_participation,normal_participation,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.0498841857982669,baseline_task639,all
TASK617|RKLB|20251023T133000Z,RKLB,2025-10-27 14:30:00+00:00,validation,aerospace_defense_space,mixed_rotation_tape,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2554910291509944,baseline_task639,all
TASK617|ROK|20251023T173000Z,ROK,2025-10-27 14:30:00+00:00,validation,industrial_automation_robotics,mixed_rotation_tape,neutral_participation,normal_participation,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.1757884311779497,baseline_task639,all
TASK617|RTX|20251023T133000Z,RTX,2025-10-27 14:30:00+00:00,validation,aerospace_defense_space,mixed_rotation_tape,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.0892429044884638,baseline_task639,all
TASK617|SNOW|20251023T133000Z,SNOW,2025-10-27 14:30:00+00:00,validation,data_devops_software,mixed_rotation_tape,leadership_fading,confirmation_required,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.22156846496752441,baseline_task639,all
TASK617|TER|20251023T133000Z,TER,2025-10-27 14:30:00+00:00,validation,industrial_automation_robotics,mixed_rotation_tape,neutral_participation,normal_participation,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.5421977714132523,baseline_task639,all
TASK617|VRT|20251023T133000Z,VRT,2025-10-27 14:30:00+00:00,validation,power_grid_electrification,mixed_rotation_tape,neutral_participation,normal_participation,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.0516867209827821,baseline_task639,all
TASK617|ZS|20251023T133000Z,ZS,2025-10-27 14:30:00+00:00,validation,cybersecurity,mixed_rotation_tape,leadership_fading,confirmation_required,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2316113853238731,baseline_task639,all
TASK617|AMD|20251027T194500Z,AMD,2025-10-29 14:30:00+00:00,validation,ai_semiconductors,broad_risk_on,re_acceleration,normal_participation,company_positive_needs_confirmation,weak_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2551230221446789,baseline_task639,all
TASK617|ARM|20251027T141500Z,ARM,2025-10-29 14:30:00+00:00,validation,ai_semiconductors,broad_risk_on,re_acceleration,normal_participation,company_positive_needs_confirmation,weak_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.24885236749765702,baseline_task639,all
TASK617|ASML|20251027T143000Z,ASML,2025-10-29 14:30:00+00:00,validation,ai_semiconductors,broad_risk_on,re_acceleration,normal_participation,company_positive_needs_confirmation,weak_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.3150735345172478,baseline_task639,all
TASK617|COIN|20251027T154500Z,COIN,2025-10-29 14:30:00+00:00,validation,crypto_fintech,broad_risk_on,leadership_fading,confirmation_required,company_positive_needs_confirmation,weak_catalyst,price_acceptance_accepted,0,max_positions_full,0.0,-0.2665336775991939,baseline_task639,all
TASK617|DDOG|20251027T133000Z,DDOG,2025-10-29 14:30:00+00:00,validation,data_devops_software,broad_risk_on,leadership_fading,confirmation_required,mechanism_reinforcing_company_positive,strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.0736399265366567,baseline_task639,all
TASK617|GE|20251027T140000Z,GE,2025-10-29 14:30:00+00:00,validation,industrial_automation_robotics,broad_risk_on,neutral_participation,normal_participation,company_positive_needs_confirmation,medium_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.053193556262601,baseline_task639,all
TASK617|GOOGL|20251027T151500Z,GOOGL,2025-10-29 14:30:00+00:00,validation,cloud_ai_platforms,broad_risk_on,neutral_participation,normal_participation,company_positive_needs_confirmation,weak_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.2396685705532212,baseline_task639,all
TASK617|ISRG|20251027T153000Z,ISRG,2025-10-29 14:30:00+00:00,validation,biotech_glp1_healthcare,broad_risk_on,neutral_participation,normal_participation,company_positive_needs_confirmation,weak_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.0311326011812269,baseline_task639,all
TASK617|MDB|20251027T133000Z,MDB,2025-10-29 14:30:00+00:00,validation,data_devops_software,broad_risk_on,leadership_fading,confirmation_required,mechanism_reinforcing_company_positive,strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.2207824143070044,baseline_task639,all
TASK617|NEE|20251027T134500Z,NEE,2025-10-29 14:30:00+00:00,validation,power_grid_electrification,broad_risk_on,neutral_participation,normal_participation,company_positive_needs_confirmation,weak_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.021050397232242498,baseline_task639,all
TASK617|NVDA|20251027T133000Z,NVDA,2025-10-29 14:30:00+00:00,validation,ai_semiconductors,broad_risk_on,re_acceleration,normal_participation,company_positive_needs_confirmation,weak_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.10842338180934841,baseline_task639,all
TASK617|PANW|20251027T134500Z,PANW,2025-10-29 14:30:00+00:00,validation,cybersecurity,broad_risk_on,neutral_participation,normal_participation,company_positive_needs_confirmation,weak_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.1650018089850896,baseline_task639,all
TASK617|PLTR|20251027T134500Z,PLTR,2025-10-29 14:30:00+00:00,validation,data_devops_software,broad_risk_on,leadership_fading,confirmation_required,mechanism_reinforcing_company_positive,strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.1946064233847568,baseline_task639,all
TASK617|SNOW|20251027T133000Z,SNOW,2025-10-29 14:30:00+00:00,validation,data_devops_software,broad_risk_on,leadership_fading,confirmation_required,mechanism_reinforcing_company_positive,strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2366063621248063,baseline_task639,all
TASK617|SOFI|20251027T134500Z,SOFI,2025-10-29 14:30:00+00:00,validation,crypto_fintech,broad_risk_on,leadership_fading,confirmation_required,company_positive_needs_confirmation,weak_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.1858223988068155,baseline_task639,all
TASK617|TER|20251027T133000Z,TER,2025-10-29 14:30:00+00:00,validation,industrial_automation_robotics,broad_risk_on,neutral_participation,normal_participation,company_positive_needs_confirmation,medium_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.3581551525677012,baseline_task639,all
TASK617|VRT|20251027T133000Z,VRT,2025-10-29 14:30:00+00:00,validation,power_grid_electrification,broad_risk_on,neutral_participation,normal_participation,company_positive_needs_confirmation,weak_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.0693779112915278,baseline_task639,all
TASK617|ZS|20251027T183000Z,ZS,2025-10-29 14:30:00+00:00,validation,cybersecurity,broad_risk_on,neutral_participation,normal_participation,company_positive_needs_confirmation,weak_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2209504463731211,baseline_task639,all
TASK617|AMD|20251028T140000Z,AMD,2025-10-30 14:30:00+00:00,validation,ai_semiconductors,broad_risk_on,re_acceleration,normal_participation,company_positive_needs_confirmation,weak_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2428039767013471,baseline_task639,all
TASK617|AVGO|20251028T133000Z,AVGO,2025-10-30 14:30:00+00:00,validation,ai_semiconductors,broad_risk_on,re_acceleration,normal_participation,company_positive_needs_confirmation,weak_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.1437422003063604,baseline_task639,all
TASK617|CRM|20251028T143000Z,CRM,2025-10-30 14:30:00+00:00,validation,cloud_ai_platforms,broad_risk_on,neutral_participation,normal_participation,company_positive_needs_confirmation,weak_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.09270459569142961,baseline_task639,all
TASK617|CRWD|20251028T143000Z,CRWD,2025-10-30 14:30:00+00:00,validation,cybersecurity,broad_risk_on,neutral_participation,normal_participation,company_positive_needs_confirmation,weak_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.1273508745589333,baseline_task639,all
TASK617|NVDA|20251028T170000Z,NVDA,2025-10-30 14:30:00+00:00,validation,ai_semiconductors,broad_risk_on,re_acceleration,normal_participation,company_positive_needs_confirmation,weak_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.08606258892902881,baseline_task639,all
TASK617|PANW|20251028T190000Z,PANW,2025-10-30 14:30:00+00:00,validation,cybersecurity,broad_risk_on,neutral_participation,normal_participation,company_positive_needs_confirmation,weak_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.1614769437193078,baseline_task639,all
TASK617|PYPL|20251028T133000Z,PYPL,2025-10-30 14:30:00+00:00,validation,crypto_fintech,broad_risk_on,neutral_participation,normal_participation,company_positive_needs_confirmation,weak_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.1793395059307386,baseline_task639,all
