provider,feed,source_type,symbol,date,chunk_id,chunk_start,chunk_end,path,export_status,row_count,first_timestamp,last_timestamp,error,dry_run_flag,secret_value_logged_flag,historical_live_ready_flag
alpaca,sip,trades,AFRM,2024-06-19,1930_2000,2024-06-19T19:30:00Z,2024-06-19T20:00:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-19\chunk=1930_2000.parquet,EXPORTED,0,,,,0,0,0
alpaca,sip,trades,AFRM,2024-06-20,1530_1630,2024-06-20T15:30:00Z,2024-06-20T16:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-20\chunk=1530_1630.parquet,EXPORTED,6974,2024-06-20T15:30:00.583462106Z,2024-06-20T16:29:58.013538609Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-20,1330_1430,2024-06-20T13:30:00Z,2024-06-20T14:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-20\chunk=1330_1430.parquet,EXPORTED,10099,2024-06-20T13:30:00.027236168Z,2024-06-20T14:29:58.394376580Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-20,1430_1530,2024-06-20T14:30:00Z,2024-06-20T15:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-20\chunk=1430_1530.parquet,EXPORTED,9571,2024-06-20T14:30:00.129918100Z,2024-06-20T15:29:57.453832111Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-20,1630_1730,2024-06-20T16:30:00Z,2024-06-20T17:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-20\chunk=1630_1730.parquet,EXPORTED,8102,2024-06-20T16:30:01.070998555Z,2024-06-20T17:29:57.688888178Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-20,1730_1830,2024-06-20T17:30:00Z,2024-06-20T18:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-20\chunk=1730_1830.parquet,EXPORTED,6516,2024-06-20T17:30:01.083394877Z,2024-06-20T18:29:57.014653372Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-20,1830_1930,2024-06-20T18:30:00Z,2024-06-20T19:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-20\chunk=1830_1930.parquet,EXPORTED,6696,2024-06-20T18:30:01.269630633Z,2024-06-20T19:29:55.592372204Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-20,1930_2000,2024-06-20T19:30:00Z,2024-06-20T20:00:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-20\chunk=1930_2000.parquet,EXPORTED,8229,2024-06-20T19:30:00.050118790Z,2024-06-20T19:59:59.994091825Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-21,1430_1530,2024-06-21T14:30:00Z,2024-06-21T15:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-21\chunk=1430_1530.parquet,EXPORTED,6090,2024-06-21T14:30:01.044829034Z,2024-06-21T15:29:58.205528807Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-21,1330_1430,2024-06-21T13:30:00Z,2024-06-21T14:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-21\chunk=1330_1430.parquet,EXPORTED,8744,2024-06-21T13:30:00.439846040Z,2024-06-21T14:29:59.495358391Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-21,1530_1630,2024-06-21T15:30:00Z,2024-06-21T16:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-21\chunk=1530_1630.parquet,EXPORTED,4444,2024-06-21T15:30:02.813674135Z,2024-06-21T16:29:56.403515856Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-21,1630_1730,2024-06-21T16:30:00Z,2024-06-21T17:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-21\chunk=1630_1730.parquet,EXPORTED,3787,2024-06-21T16:30:00.205147184Z,2024-06-21T17:29:59.333537845Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-21,1730_1830,2024-06-21T17:30:00Z,2024-06-21T18:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-21\chunk=1730_1830.parquet,EXPORTED,4114,2024-06-21T17:30:00.639237080Z,2024-06-21T18:29:58.880486503Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-21,1830_1930,2024-06-21T18:30:00Z,2024-06-21T19:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-21\chunk=1830_1930.parquet,EXPORTED,5572,2024-06-21T18:30:01.316594785Z,2024-06-21T19:29:57.045616644Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-21,1930_2000,2024-06-21T19:30:00Z,2024-06-21T20:00:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-21\chunk=1930_2000.parquet,EXPORTED,8134,2024-06-21T19:30:02.591078247Z,2024-06-21T19:59:59.975340963Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-24,1430_1530,2024-06-24T14:30:00Z,2024-06-24T15:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-24\chunk=1430_1530.parquet,EXPORTED,16610,2024-06-24T14:30:01.280505010Z,2024-06-24T15:29:59.142235615Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-24,1530_1630,2024-06-24T15:30:00Z,2024-06-24T16:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-24\chunk=1530_1630.parquet,EXPORTED,13858,2024-06-24T15:30:00.133630825Z,2024-06-24T16:29:58.894705724Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-24,1330_1430,2024-06-24T13:30:00Z,2024-06-24T14:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-24\chunk=1330_1430.parquet,EXPORTED,24422,2024-06-24T13:30:00.084974786Z,2024-06-24T14:29:59.287365597Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-24,1630_1730,2024-06-24T16:30:00Z,2024-06-24T17:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-24\chunk=1630_1730.parquet,EXPORTED,11031,2024-06-24T16:30:00.134001603Z,2024-06-24T17:29:59.659189478Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-24,1730_1830,2024-06-24T17:30:00Z,2024-06-24T18:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-24\chunk=1730_1830.parquet,EXPORTED,11403,2024-06-24T17:30:00.461308183Z,2024-06-24T18:29:59.712361103Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-24,1830_1930,2024-06-24T18:30:00Z,2024-06-24T19:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-24\chunk=1830_1930.parquet,EXPORTED,15891,2024-06-24T18:30:00.850120262Z,2024-06-24T19:29:59.725846505Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-24,1930_2000,2024-06-24T19:30:00Z,2024-06-24T20:00:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-24\chunk=1930_2000.parquet,EXPORTED,14946,2024-06-24T19:30:00.040563759Z,2024-06-24T19:59:59.930676443Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-25,1330_1430,2024-06-25T13:30:00Z,2024-06-25T14:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-25\chunk=1330_1430.parquet,EXPORTED,13851,2024-06-25T13:30:00.465394094Z,2024-06-25T14:29:59.119897071Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-25,1430_1530,2024-06-25T14:30:00Z,2024-06-25T15:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-25\chunk=1430_1530.parquet,EXPORTED,7934,2024-06-25T14:30:00.662982498Z,2024-06-25T15:29:57.709506593Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-25,1530_1630,2024-06-25T15:30:00Z,2024-06-25T16:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-25\chunk=1530_1630.parquet,EXPORTED,5649,2024-06-25T15:30:00.237142521Z,2024-06-25T16:29:59.991684832Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-25,1630_1730,2024-06-25T16:30:00Z,2024-06-25T17:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-25\chunk=1630_1730.parquet,EXPORTED,5270,2024-06-25T16:30:00.902812561Z,2024-06-25T17:29:54.597228886Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-25,1730_1830,2024-06-25T17:30:00Z,2024-06-25T18:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-25\chunk=1730_1830.parquet,EXPORTED,4670,2024-06-25T17:30:01.897271715Z,2024-06-25T18:29:56.131306199Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-25,1830_1930,2024-06-25T18:30:00Z,2024-06-25T19:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-25\chunk=1830_1930.parquet,EXPORTED,7009,2024-06-25T18:30:03.111985763Z,2024-06-25T19:29:59.581759082Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-25,1930_2000,2024-06-25T19:30:00Z,2024-06-25T20:00:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-25\chunk=1930_2000.parquet,EXPORTED,10071,2024-06-25T19:30:00.235182938Z,2024-06-25T19:59:59.992750266Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-26,1330_1430,2024-06-26T13:30:00Z,2024-06-26T14:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-26\chunk=1330_1430.parquet,EXPORTED,11881,2024-06-26T13:30:00.003496396Z,2024-06-26T14:29:59.346942018Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-26,1430_1530,2024-06-26T14:30:00Z,2024-06-26T15:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-26\chunk=1430_1530.parquet,EXPORTED,7926,2024-06-26T14:30:00.184504063Z,2024-06-26T15:29:57.703609076Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-26,1530_1630,2024-06-26T15:30:00Z,2024-06-26T16:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-26\chunk=1530_1630.parquet,EXPORTED,6271,2024-06-26T15:30:02.170383011Z,2024-06-26T16:29:58.341116290Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-26,1630_1730,2024-06-26T16:30:00Z,2024-06-26T17:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-26\chunk=1630_1730.parquet,EXPORTED,6101,2024-06-26T16:30:10.110828325Z,2024-06-26T17:29:59.878324761Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-26,1730_1830,2024-06-26T17:30:00Z,2024-06-26T18:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-26\chunk=1730_1830.parquet,EXPORTED,7665,2024-06-26T17:30:00.051854834Z,2024-06-26T18:29:58.299089770Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-26,1830_1930,2024-06-26T18:30:00Z,2024-06-26T19:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-26\chunk=1830_1930.parquet,EXPORTED,6897,2024-06-26T18:30:01.146781647Z,2024-06-26T19:29:57.097895254Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-26,1930_2000,2024-06-26T19:30:00Z,2024-06-26T20:00:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-26\chunk=1930_2000.parquet,EXPORTED,8904,2024-06-26T19:30:02.351168100Z,2024-06-26T19:59:59.992725173Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-27,1430_1530,2024-06-27T14:30:00Z,2024-06-27T15:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-27\chunk=1430_1530.parquet,EXPORTED,6469,2024-06-27T14:30:01.768048375Z,2024-06-27T15:29:58.105461707Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-27,1530_1630,2024-06-27T15:30:00Z,2024-06-27T16:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-27\chunk=1530_1630.parquet,EXPORTED,5603,2024-06-27T15:30:00.069700385Z,2024-06-27T16:29:59.290375794Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-27,1330_1430,2024-06-27T13:30:00Z,2024-06-27T14:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-27\chunk=1330_1430.parquet,EXPORTED,12972,2024-06-27T13:30:00.377091190Z,2024-06-27T14:29:55.439185486Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-27,1630_1730,2024-06-27T16:30:00Z,2024-06-27T17:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-27\chunk=1630_1730.parquet,EXPORTED,5547,2024-06-27T16:30:05.566669605Z,2024-06-27T17:29:58.235416179Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-27,1730_1830,2024-06-27T17:30:00Z,2024-06-27T18:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-27\chunk=1730_1830.parquet,EXPORTED,9157,2024-06-27T17:30:03.923584680Z,2024-06-27T18:29:59.832397560Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-27,1930_2000,2024-06-27T19:30:00Z,2024-06-27T20:00:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-27\chunk=1930_2000.parquet,EXPORTED,9407,2024-06-27T19:30:02.754973488Z,2024-06-27T19:59:59.994810259Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-27,1830_1930,2024-06-27T18:30:00Z,2024-06-27T19:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-27\chunk=1830_1930.parquet,EXPORTED,10022,2024-06-27T18:30:00.990083384Z,2024-06-27T19:29:57.666506161Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-28,1330_1430,2024-06-28T13:30:00Z,2024-06-28T14:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-28\chunk=1330_1430.parquet,EXPORTED,15955,2024-06-28T13:30:00.356993935Z,2024-06-28T14:29:59.428417117Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-28,1430_1530,2024-06-28T14:30:00Z,2024-06-28T15:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-28\chunk=1430_1530.parquet,EXPORTED,11455,2024-06-28T14:30:01.223347777Z,2024-06-28T15:29:59.606114303Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-28,1530_1630,2024-06-28T15:30:00Z,2024-06-28T16:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-28\chunk=1530_1630.parquet,EXPORTED,11783,2024-06-28T15:30:00.051582580Z,2024-06-28T16:29:58.650658349Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-28,1630_1730,2024-06-28T16:30:00Z,2024-06-28T17:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-28\chunk=1630_1730.parquet,EXPORTED,7433,2024-06-28T16:30:00.549285492Z,2024-06-28T17:29:52.462836490Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-28,1730_1830,2024-06-28T17:30:00Z,2024-06-28T18:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-28\chunk=1730_1830.parquet,EXPORTED,6422,2024-06-28T17:30:01.640870462Z,2024-06-28T18:29:58.501535599Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-28,1830_1930,2024-06-28T18:30:00Z,2024-06-28T19:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-28\chunk=1830_1930.parquet,EXPORTED,8206,2024-06-28T18:30:00.550755952Z,2024-06-28T19:29:59.437221611Z,,0,0,0
alpaca,sip,trades,AFRM,2024-07-01,1330_1430,2024-07-01T13:30:00Z,2024-07-01T14:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-07-01\chunk=1330_1430.parquet,EXPORTED,7544,2024-07-01T13:30:00.346309673Z,2024-07-01T14:29:59.546353615Z,,0,0,0
alpaca,sip,trades,AFRM,2024-06-28,1930_2000,2024-06-28T19:30:00Z,2024-06-28T20:00:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-06-28\chunk=1930_2000.parquet,EXPORTED,10898,2024-06-28T19:30:00.001759515Z,2024-06-28T19:59:59.996531150Z,,0,0,0
alpaca,sip,trades,AFRM,2024-07-01,1430_1530,2024-07-01T14:30:00Z,2024-07-01T15:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-07-01\chunk=1430_1530.parquet,EXPORTED,7319,2024-07-01T14:30:00.309380757Z,2024-07-01T15:29:59.192442525Z,,0,0,0
alpaca,sip,trades,AFRM,2024-07-01,1530_1630,2024-07-01T15:30:00Z,2024-07-01T16:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-07-01\chunk=1530_1630.parquet,EXPORTED,4598,2024-07-01T15:30:00.482248102Z,2024-07-01T16:29:59.960663612Z,,0,0,0
alpaca,sip,trades,AFRM,2024-07-01,1630_1730,2024-07-01T16:30:00Z,2024-07-01T17:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-07-01\chunk=1630_1730.parquet,EXPORTED,4228,2024-07-01T16:30:01.472893911Z,2024-07-01T17:29:57.818164987Z,,0,0,0
alpaca,sip,trades,AFRM,2024-07-01,1730_1830,2024-07-01T17:30:00Z,2024-07-01T18:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-07-01\chunk=1730_1830.parquet,EXPORTED,4375,2024-07-01T17:30:00.437136916Z,2024-07-01T18:29:45.996865104Z,,0,0,0
alpaca,sip,trades,AFRM,2024-07-01,1830_1930,2024-07-01T18:30:00Z,2024-07-01T19:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-07-01\chunk=1830_1930.parquet,EXPORTED,4650,2024-07-01T18:30:00.461189551Z,2024-07-01T19:29:53.590991245Z,,0,0,0
alpaca,sip,trades,AFRM,2024-07-01,1930_2000,2024-07-01T19:30:00Z,2024-07-01T20:00:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-07-01\chunk=1930_2000.parquet,EXPORTED,6722,2024-07-01T19:30:00.778185926Z,2024-07-01T19:59:59.993140583Z,,0,0,0
alpaca,sip,trades,AFRM,2024-07-02,1430_1530,2024-07-02T14:30:00Z,2024-07-02T15:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-07-02\chunk=1430_1530.parquet,EXPORTED,5041,2024-07-02T14:30:00.784849937Z,2024-07-02T15:29:57.704822814Z,,0,0,0
alpaca,sip,trades,AFRM,2024-07-02,1330_1430,2024-07-02T13:30:00Z,2024-07-02T14:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-07-02\chunk=1330_1430.parquet,EXPORTED,8817,2024-07-02T13:30:00.473804541Z,2024-07-02T14:29:59.790886517Z,,0,0,0
alpaca,sip,trades,AFRM,2024-07-02,1530_1630,2024-07-02T15:30:00Z,2024-07-02T16:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-07-02\chunk=1530_1630.parquet,EXPORTED,5015,2024-07-02T15:30:00.013112791Z,2024-07-02T16:29:59.999709396Z,,0,0,0
alpaca,sip,trades,AFRM,2024-07-02,1630_1730,2024-07-02T16:30:00Z,2024-07-02T17:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-07-02\chunk=1630_1730.parquet,EXPORTED,3911,2024-07-02T16:30:00.220660321Z,2024-07-02T17:29:58.117732152Z,,0,0,0
alpaca,sip,trades,AFRM,2024-07-02,1730_1830,2024-07-02T17:30:00Z,2024-07-02T18:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-07-02\chunk=1730_1830.parquet,EXPORTED,4971,2024-07-02T17:30:01.059217396Z,2024-07-02T18:29:59.903093440Z,,0,0,0
alpaca,sip,trades,AFRM,2024-07-02,1830_1930,2024-07-02T18:30:00Z,2024-07-02T19:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-07-02\chunk=1830_1930.parquet,EXPORTED,5775,2024-07-02T18:30:01.038759807Z,2024-07-02T19:29:59.140298560Z,,0,0,0
alpaca,sip,trades,AFRM,2024-07-02,1930_2000,2024-07-02T19:30:00Z,2024-07-02T20:00:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-07-02\chunk=1930_2000.parquet,EXPORTED,8202,2024-07-02T19:30:01.144727914Z,2024-07-02T19:59:59.298476839Z,,0,0,0
alpaca,sip,trades,AFRM,2024-07-03,1430_1530,2024-07-03T14:30:00Z,2024-07-03T15:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-07-03\chunk=1430_1530.parquet,EXPORTED,9369,2024-07-03T14:30:01.278431786Z,2024-07-03T15:29:58.710321732Z,,0,0,0
alpaca,sip,trades,AFRM,2024-07-03,1330_1430,2024-07-03T13:30:00Z,2024-07-03T14:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-07-03\chunk=1330_1430.parquet,EXPORTED,13099,2024-07-03T13:30:00.412500435Z,2024-07-03T14:29:56.698418990Z,,0,0,0
alpaca,sip,trades,AFRM,2024-07-03,1530_1630,2024-07-03T15:30:00Z,2024-07-03T16:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-07-03\chunk=1530_1630.parquet,EXPORTED,7363,2024-07-03T15:30:02.669369797Z,2024-07-03T16:29:57.572818698Z,,0,0,0
alpaca,sip,trades,AFRM,2024-07-03,1730_1830,2024-07-03T17:30:00Z,2024-07-03T18:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-07-03\chunk=1730_1830.parquet,EXPORTED,81,2024-07-03T17:30:12.573819001Z,2024-07-03T18:29:52.292139480Z,,0,0,0
alpaca,sip,trades,AFRM,2024-07-03,1830_1930,2024-07-03T18:30:00Z,2024-07-03T19:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-07-03\chunk=1830_1930.parquet,EXPORTED,57,2024-07-03T18:30:59.522599234Z,2024-07-03T19:29:31.348929378Z,,0,0,0
alpaca,sip,trades,AFRM,2024-07-03,1930_2000,2024-07-03T19:30:00Z,2024-07-03T20:00:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-07-03\chunk=1930_2000.parquet,EXPORTED,57,2024-07-03T19:30:12.604921002Z,2024-07-03T19:59:55.776168571Z,,0,0,0
alpaca,sip,trades,AFRM,2024-07-04,1330_1430,2024-07-04T13:30:00Z,2024-07-04T14:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-07-04\chunk=1330_1430.parquet,EXPORTED,0,,,,0,0,0
alpaca,sip,trades,AFRM,2024-07-04,1430_1530,2024-07-04T14:30:00Z,2024-07-04T15:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-07-04\chunk=1430_1530.parquet,EXPORTED,0,,,,0,0,0
alpaca,sip,trades,AFRM,2024-07-03,1630_1730,2024-07-03T16:30:00Z,2024-07-03T17:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-07-03\chunk=1630_1730.parquet,EXPORTED,7280,2024-07-03T16:30:00.203462511Z,2024-07-03T17:29:54.055385496Z,,0,0,0
alpaca,sip,trades,AFRM,2024-07-04,1530_1630,2024-07-04T15:30:00Z,2024-07-04T16:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-07-04\chunk=1530_1630.parquet,EXPORTED,0,,,,0,0,0
alpaca,sip,trades,AFRM,2024-07-04,1630_1730,2024-07-04T16:30:00Z,2024-07-04T17:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-07-04\chunk=1630_1730.parquet,EXPORTED,0,,,,0,0,0
alpaca,sip,trades,AFRM,2024-07-04,1730_1830,2024-07-04T17:30:00Z,2024-07-04T18:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-07-04\chunk=1730_1830.parquet,EXPORTED,0,,,,0,0,0
alpaca,sip,trades,AFRM,2024-07-04,1830_1930,2024-07-04T18:30:00Z,2024-07-04T19:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-07-04\chunk=1830_1930.parquet,EXPORTED,0,,,,0,0,0
alpaca,sip,trades,AFRM,2024-07-04,1930_2000,2024-07-04T19:30:00Z,2024-07-04T20:00:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-07-04\chunk=1930_2000.parquet,EXPORTED,0,,,,0,0,0
alpaca,sip,trades,AFRM,2024-07-05,1430_1530,2024-07-05T14:30:00Z,2024-07-05T15:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-07-05\chunk=1430_1530.parquet,EXPORTED,5986,2024-07-05T14:30:00.464469147Z,2024-07-05T15:29:57.704130204Z,,0,0,0
alpaca,sip,trades,AFRM,2024-07-05,1530_1630,2024-07-05T15:30:00Z,2024-07-05T16:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-07-05\chunk=1530_1630.parquet,EXPORTED,4652,2024-07-05T15:30:00.904260792Z,2024-07-05T16:29:58.523923046Z,,0,0,0
