report_dir,relative_path,source_path,target_path,migration_action,migration_status,size_bytes,sha256,message
task_399_intraday_universe_history_expansion,task_397_expanded/task_397_decision.csv,docs/reports/task_399_intraday_universe_history_expansion/task_397_expanded/task_397_decision.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_397_expanded/task_397_decision.csv,keep_small_or_report_artifact,skipped,539,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_397_expanded/task_397_forward_live_strict_false_positive_decomposition.md,docs/reports/task_399_intraday_universe_history_expansion/task_397_expanded/task_397_forward_live_strict_false_positive_decomposition.md,data/artifacts/task_399_intraday_universe_history_expansion/task_397_expanded/task_397_forward_live_strict_false_positive_decomposition.md,keep_small_or_report_artifact,skipped,3505,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_398_expanded/portfolio_drawdown_audit.csv,docs/reports/task_399_intraday_universe_history_expansion/task_398_expanded/portfolio_drawdown_audit.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_398_expanded/portfolio_drawdown_audit.csv,keep_small_or_report_artifact,skipped,131,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_398_expanded/portfolio_equity_curve.csv,docs/reports/task_399_intraday_universe_history_expansion/task_398_expanded/portfolio_equity_curve.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_398_expanded/portfolio_equity_curve.csv,keep_small_or_report_artifact,skipped,761997,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_398_expanded/portfolio_exposure_timeline.csv,docs/reports/task_399_intraday_universe_history_expansion/task_398_expanded/portfolio_exposure_timeline.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_398_expanded/portfolio_exposure_timeline.csv,keep_small_or_report_artifact,skipped,402993,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_398_expanded/portfolio_monthly_summary.csv,docs/reports/task_399_intraday_universe_history_expansion/task_398_expanded/portfolio_monthly_summary.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_398_expanded/portfolio_monthly_summary.csv,keep_small_or_report_artifact,skipped,3360,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_398_expanded/portfolio_trade_ledger.csv,docs/reports/task_399_intraday_universe_history_expansion/task_398_expanded/portfolio_trade_ledger.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_398_expanded/portfolio_trade_ledger.csv,move_to_data_artifacts,moved,16349734,60e6e7f4e580ab8b104cd96d8165616cd091ba79e8b2a541bd36ed2c171dbbd2,moved large archive artifact to data/artifacts
task_399_intraday_universe_history_expansion,task_398_expanded/task_398_decision.csv,docs/reports/task_399_intraday_universe_history_expansion/task_398_expanded/task_398_decision.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_398_expanded/task_398_decision.csv,keep_small_or_report_artifact,skipped,369,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_398_expanded/task_398_portfolio_path_equity_curve_simulation.md,docs/reports/task_399_intraday_universe_history_expansion/task_398_expanded/task_398_portfolio_path_equity_curve_simulation.md,data/artifacts/task_399_intraday_universe_history_expansion/task_398_expanded/task_398_portfolio_path_equity_curve_simulation.md,keep_small_or_report_artifact,skipped,3990,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_399_decision.csv,docs/reports/task_399_intraday_universe_history_expansion/task_399_decision.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_399_decision.csv,keep_small_or_report_artifact,skipped,289,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_399_intraday_universe_history_expansion.md,docs/reports/task_399_intraday_universe_history_expansion/task_399_intraday_universe_history_expansion.md,data/artifacts/task_399_intraday_universe_history_expansion/task_399_intraday_universe_history_expansion.md,keep_small_or_report_artifact,skipped,8377,,keep_small_or_report_artifact
task_405_refined_archetype_portfolio_rebuild,refined_archetype_assignment_panel.csv,docs/reports/task_405_refined_archetype_portfolio_rebuild/refined_archetype_assignment_panel.csv,data/artifacts/task_405_refined_archetype_portfolio_rebuild/refined_archetype_assignment_panel.csv,move_to_data_artifacts,moved,187794560,7eb6832c612f6d7c204e4d8575c9595fc0709454606b1d4d3d518b573416c2a8,moved large archive artifact to data/artifacts
task_405_refined_archetype_portfolio_rebuild,refined_archetype_leakage_audit.csv,docs/reports/task_405_refined_archetype_portfolio_rebuild/refined_archetype_leakage_audit.csv,data/artifacts/task_405_refined_archetype_portfolio_rebuild/refined_archetype_leakage_audit.csv,keep_small_or_report_artifact,skipped,331,,keep_small_or_report_artifact
task_405_refined_archetype_portfolio_rebuild,refined_archetype_quality_summary.csv,docs/reports/task_405_refined_archetype_portfolio_rebuild/refined_archetype_quality_summary.csv,data/artifacts/task_405_refined_archetype_portfolio_rebuild/refined_archetype_quality_summary.csv,keep_small_or_report_artifact,skipped,18161,,keep_small_or_report_artifact
task_405_refined_archetype_portfolio_rebuild,refined_archetype_set_concentration_audit.csv,docs/reports/task_405_refined_archetype_portfolio_rebuild/refined_archetype_set_concentration_audit.csv,data/artifacts/task_405_refined_archetype_portfolio_rebuild/refined_archetype_set_concentration_audit.csv,keep_small_or_report_artifact,skipped,622,,keep_small_or_report_artifact
task_405_refined_archetype_portfolio_rebuild,refined_archetype_set_definitions.csv,docs/reports/task_405_refined_archetype_portfolio_rebuild/refined_archetype_set_definitions.csv,data/artifacts/task_405_refined_archetype_portfolio_rebuild/refined_archetype_set_definitions.csv,keep_small_or_report_artifact,skipped,15887,,keep_small_or_report_artifact
task_405_refined_archetype_portfolio_rebuild,refined_archetype_set_false_positive_audit.csv,docs/reports/task_405_refined_archetype_portfolio_rebuild/refined_archetype_set_false_positive_audit.csv,data/artifacts/task_405_refined_archetype_portfolio_rebuild/refined_archetype_set_false_positive_audit.csv,keep_small_or_report_artifact,skipped,2347,,keep_small_or_report_artifact
task_405_refined_archetype_portfolio_rebuild,refined_archetype_set_oos_stability_audit.csv,docs/reports/task_405_refined_archetype_portfolio_rebuild/refined_archetype_set_oos_stability_audit.csv,data/artifacts/task_405_refined_archetype_portfolio_rebuild/refined_archetype_set_oos_stability_audit.csv,keep_small_or_report_artifact,skipped,1022,,keep_small_or_report_artifact
task_405_refined_archetype_portfolio_rebuild,refined_archetype_set_quality.csv,docs/reports/task_405_refined_archetype_portfolio_rebuild/refined_archetype_set_quality.csv,data/artifacts/task_405_refined_archetype_portfolio_rebuild/refined_archetype_set_quality.csv,keep_small_or_report_artifact,skipped,1593,,keep_small_or_report_artifact
task_405_refined_archetype_portfolio_rebuild,task_405_decision.csv,docs/reports/task_405_refined_archetype_portfolio_rebuild/task_405_decision.csv,data/artifacts/task_405_refined_archetype_portfolio_rebuild/task_405_decision.csv,keep_small_or_report_artifact,skipped,643,,keep_small_or_report_artifact
task_405_refined_archetype_portfolio_rebuild,task_405_refined_archetype_portfolio_rebuild.md,docs/reports/task_405_refined_archetype_portfolio_rebuild/task_405_refined_archetype_portfolio_rebuild.md,data/artifacts/task_405_refined_archetype_portfolio_rebuild/task_405_refined_archetype_portfolio_rebuild.md,keep_small_or_report_artifact,skipped,4906,,keep_small_or_report_artifact
task_484_continuation_payoff_regime_engine,benchmark_source_audit.csv,docs/reports/task_484_continuation_payoff_regime_engine/benchmark_source_audit.csv,data/artifacts/task_484_continuation_payoff_regime_engine/benchmark_source_audit.csv,keep_small_or_report_artifact,skipped,1076,,keep_small_or_report_artifact
task_484_continuation_payoff_regime_engine,daily_regime_source_ohlcv_panel.csv,docs/reports/task_484_continuation_payoff_regime_engine/daily_regime_source_ohlcv_panel.csv,data/artifacts/task_484_continuation_payoff_regime_engine/daily_regime_source_ohlcv_panel.csv,move_to_data_artifacts,moved,30847977,b13819d163c35223d869b4662d735d24a8fc782d5c0a616113f1ce903c77c16c,moved large archive artifact to data/artifacts
task_484_continuation_payoff_regime_engine,payoff_market_regime_state_panel.csv,docs/reports/task_484_continuation_payoff_regime_engine/payoff_market_regime_state_panel.csv,data/artifacts/task_484_continuation_payoff_regime_engine/payoff_market_regime_state_panel.csv,keep_small_or_report_artifact,skipped,448650,,keep_small_or_report_artifact
task_484_continuation_payoff_regime_engine,payoff_regime_failure_audit.csv,docs/reports/task_484_continuation_payoff_regime_engine/payoff_regime_failure_audit.csv,data/artifacts/task_484_continuation_payoff_regime_engine/payoff_regime_failure_audit.csv,keep_small_or_report_artifact,skipped,15202,,keep_small_or_report_artifact
task_484_continuation_payoff_regime_engine,payoff_regime_leakage_audit.csv,docs/reports/task_484_continuation_payoff_regime_engine/payoff_regime_leakage_audit.csv,data/artifacts/task_484_continuation_payoff_regime_engine/payoff_regime_leakage_audit.csv,keep_small_or_report_artifact,skipped,319,,keep_small_or_report_artifact
task_484_continuation_payoff_regime_engine,payoff_regime_lifecycle_panel.csv,docs/reports/task_484_continuation_payoff_regime_engine/payoff_regime_lifecycle_panel.csv,data/artifacts/task_484_continuation_payoff_regime_engine/payoff_regime_lifecycle_panel.csv,move_to_data_artifacts,moved,101344232,b2c25d324d5a449085142fe860ff9ff1d547608fb133f3bd3f494e9e06e2b87d,moved large archive artifact to data/artifacts
task_484_continuation_payoff_regime_engine,payoff_regime_quality.csv,docs/reports/task_484_continuation_payoff_regime_engine/payoff_regime_quality.csv,data/artifacts/task_484_continuation_payoff_regime_engine/payoff_regime_quality.csv,keep_small_or_report_artifact,skipped,26188,,keep_small_or_report_artifact
task_484_continuation_payoff_regime_engine,payoff_regime_quarterly_quality.csv,docs/reports/task_484_continuation_payoff_regime_engine/payoff_regime_quarterly_quality.csv,data/artifacts/task_484_continuation_payoff_regime_engine/payoff_regime_quarterly_quality.csv,keep_small_or_report_artifact,skipped,6464,,keep_small_or_report_artifact
task_484_continuation_payoff_regime_engine,payoff_theme_quarterly_quality.csv,docs/reports/task_484_continuation_payoff_regime_engine/payoff_theme_quarterly_quality.csv,data/artifacts/task_484_continuation_payoff_regime_engine/payoff_theme_quarterly_quality.csv,keep_small_or_report_artifact,skipped,128893,,keep_small_or_report_artifact
task_484_continuation_payoff_regime_engine,payoff_theme_regime_state_panel.csv,docs/reports/task_484_continuation_payoff_regime_engine/payoff_theme_regime_state_panel.csv,data/artifacts/task_484_continuation_payoff_regime_engine/payoff_theme_regime_state_panel.csv,keep_small_or_report_artifact,skipped,4187206,,keep_small_or_report_artifact
task_484_continuation_payoff_regime_engine,task_484_continuation_payoff_regime_engine.md,docs/reports/task_484_continuation_payoff_regime_engine/task_484_continuation_payoff_regime_engine.md,data/artifacts/task_484_continuation_payoff_regime_engine/task_484_continuation_payoff_regime_engine.md,keep_small_or_report_artifact,skipped,15197,,keep_small_or_report_artifact
task_484_continuation_payoff_regime_engine,task_484_decision.csv,docs/reports/task_484_continuation_payoff_regime_engine/task_484_decision.csv,data/artifacts/task_484_continuation_payoff_regime_engine/task_484_decision.csv,keep_small_or_report_artifact,skipped,697,,keep_small_or_report_artifact
task_480_symbol_structure_continuation_diagnostics,entry_reduce_vs_add_scale_explanation.csv,docs/reports/task_480_symbol_structure_continuation_diagnostics/entry_reduce_vs_add_scale_explanation.csv,data/artifacts/task_480_symbol_structure_continuation_diagnostics/entry_reduce_vs_add_scale_explanation.csv,keep_small_or_report_artifact,skipped,1868,,keep_small_or_report_artifact
task_480_symbol_structure_continuation_diagnostics,good_bad_configuration_audit.csv,docs/reports/task_480_symbol_structure_continuation_diagnostics/good_bad_configuration_audit.csv,data/artifacts/task_480_symbol_structure_continuation_diagnostics/good_bad_configuration_audit.csv,keep_small_or_report_artifact,skipped,42435,,keep_small_or_report_artifact
task_480_symbol_structure_continuation_diagnostics,label_definition_stability_audit.csv,docs/reports/task_480_symbol_structure_continuation_diagnostics/label_definition_stability_audit.csv,data/artifacts/task_480_symbol_structure_continuation_diagnostics/label_definition_stability_audit.csv,keep_small_or_report_artifact,skipped,794,,keep_small_or_report_artifact
task_480_symbol_structure_continuation_diagnostics,label_sensitivity_audit.csv,docs/reports/task_480_symbol_structure_continuation_diagnostics/label_sensitivity_audit.csv,data/artifacts/task_480_symbol_structure_continuation_diagnostics/label_sensitivity_audit.csv,keep_small_or_report_artifact,skipped,653,,keep_small_or_report_artifact
task_480_symbol_structure_continuation_diagnostics,missing_microstructure_factor_audit.csv,docs/reports/task_480_symbol_structure_continuation_diagnostics/missing_microstructure_factor_audit.csv,data/artifacts/task_480_symbol_structure_continuation_diagnostics/missing_microstructure_factor_audit.csv,keep_small_or_report_artifact,skipped,569,,keep_small_or_report_artifact
task_480_symbol_structure_continuation_diagnostics,symbol_structure_backtest_summary.csv,docs/reports/task_480_symbol_structure_continuation_diagnostics/symbol_structure_backtest_summary.csv,data/artifacts/task_480_symbol_structure_continuation_diagnostics/symbol_structure_backtest_summary.csv,keep_small_or_report_artifact,skipped,607,,keep_small_or_report_artifact
task_480_symbol_structure_continuation_diagnostics,symbol_structure_factor_dictionary.csv,docs/reports/task_480_symbol_structure_continuation_diagnostics/symbol_structure_factor_dictionary.csv,data/artifacts/task_480_symbol_structure_continuation_diagnostics/symbol_structure_factor_dictionary.csv,keep_small_or_report_artifact,skipped,1520,,keep_small_or_report_artifact
task_480_symbol_structure_continuation_diagnostics,symbol_structure_factor_group_quality.csv,docs/reports/task_480_symbol_structure_continuation_diagnostics/symbol_structure_factor_group_quality.csv,data/artifacts/task_480_symbol_structure_continuation_diagnostics/symbol_structure_factor_group_quality.csv,keep_small_or_report_artifact,skipped,6185,,keep_small_or_report_artifact
task_480_symbol_structure_continuation_diagnostics,symbol_structure_interaction_quality.csv,docs/reports/task_480_symbol_structure_continuation_diagnostics/symbol_structure_interaction_quality.csv,data/artifacts/task_480_symbol_structure_continuation_diagnostics/symbol_structure_interaction_quality.csv,keep_small_or_report_artifact,skipped,139178,,keep_small_or_report_artifact
task_480_symbol_structure_continuation_diagnostics,symbol_structure_label_panel.csv,docs/reports/task_480_symbol_structure_continuation_diagnostics/symbol_structure_label_panel.csv,data/artifacts/task_480_symbol_structure_continuation_diagnostics/symbol_structure_label_panel.csv,move_to_data_artifacts,moved,12793495,8767e3e16494a169f0f55bfd5ef0aa7228f3431e4a3474faa558936e4b68bacd,moved large archive artifact to data/artifacts
task_480_symbol_structure_continuation_diagnostics,symbol_structure_leakage_audit.csv,docs/reports/task_480_symbol_structure_continuation_diagnostics/symbol_structure_leakage_audit.csv,data/artifacts/task_480_symbol_structure_continuation_diagnostics/symbol_structure_leakage_audit.csv,keep_small_or_report_artifact,skipped,384,,keep_small_or_report_artifact
task_480_symbol_structure_continuation_diagnostics,symbol_structure_snapshot_log.csv,docs/reports/task_480_symbol_structure_continuation_diagnostics/symbol_structure_snapshot_log.csv,data/artifacts/task_480_symbol_structure_continuation_diagnostics/symbol_structure_snapshot_log.csv,skip_referenced,skipped,96359035,,skip_referenced
task_480_symbol_structure_continuation_diagnostics,task_480_decision.csv,docs/reports/task_480_symbol_structure_continuation_diagnostics/task_480_decision.csv,data/artifacts/task_480_symbol_structure_continuation_diagnostics/task_480_decision.csv,keep_small_or_report_artifact,skipped,951,,keep_small_or_report_artifact
task_480_symbol_structure_continuation_diagnostics,task_480_symbol_structure_continuation_diagnostics.md,docs/reports/task_480_symbol_structure_continuation_diagnostics/task_480_symbol_structure_continuation_diagnostics.md,data/artifacts/task_480_symbol_structure_continuation_diagnostics/task_480_symbol_structure_continuation_diagnostics.md,keep_small_or_report_artifact,skipped,19110,,keep_small_or_report_artifact
task_487_regime_phase_target_validation,refined_market_phase_panel.csv,docs/reports/task_487_regime_phase_target_validation/refined_market_phase_panel.csv,data/artifacts/task_487_regime_phase_target_validation/refined_market_phase_panel.csv,keep_small_or_report_artifact,skipped,460176,,keep_small_or_report_artifact
task_487_regime_phase_target_validation,refined_theme_phase_panel.csv,docs/reports/task_487_regime_phase_target_validation/refined_theme_phase_panel.csv,data/artifacts/task_487_regime_phase_target_validation/refined_theme_phase_panel.csv,keep_small_or_report_artifact,skipped,4307944,,keep_small_or_report_artifact
task_487_regime_phase_target_validation,regime_phase_combo_quality.csv,docs/reports/task_487_regime_phase_target_validation/regime_phase_combo_quality.csv,data/artifacts/task_487_regime_phase_target_validation/regime_phase_combo_quality.csv,keep_small_or_report_artifact,skipped,8758,,keep_small_or_report_artifact
task_487_regime_phase_target_validation,regime_phase_failure_audit.csv,docs/reports/task_487_regime_phase_target_validation/regime_phase_failure_audit.csv,data/artifacts/task_487_regime_phase_target_validation/regime_phase_failure_audit.csv,keep_small_or_report_artifact,skipped,1895,,keep_small_or_report_artifact
task_487_regime_phase_target_validation,regime_phase_leakage_audit.csv,docs/reports/task_487_regime_phase_target_validation/regime_phase_leakage_audit.csv,data/artifacts/task_487_regime_phase_target_validation/regime_phase_leakage_audit.csv,keep_small_or_report_artifact,skipped,260,,keep_small_or_report_artifact
task_487_regime_phase_target_validation,regime_phase_lifecycle_panel.csv,docs/reports/task_487_regime_phase_target_validation/regime_phase_lifecycle_panel.csv,data/artifacts/task_487_regime_phase_target_validation/regime_phase_lifecycle_panel.csv,skip_referenced,skipped,102928266,,skip_referenced
task_487_regime_phase_target_validation,regime_phase_portfolio_quality.csv,docs/reports/task_487_regime_phase_target_validation/regime_phase_portfolio_quality.csv,data/artifacts/task_487_regime_phase_target_validation/regime_phase_portfolio_quality.csv,keep_small_or_report_artifact,skipped,1038,,keep_small_or_report_artifact
task_487_regime_phase_target_validation,regime_phase_portfolio_rulebook.csv,docs/reports/task_487_regime_phase_target_validation/regime_phase_portfolio_rulebook.csv,data/artifacts/task_487_regime_phase_target_validation/regime_phase_portfolio_rulebook.csv,keep_small_or_report_artifact,skipped,1035,,keep_small_or_report_artifact
task_487_regime_phase_target_validation,regime_phase_split_quality.csv,docs/reports/task_487_regime_phase_target_validation/regime_phase_split_quality.csv,data/artifacts/task_487_regime_phase_target_validation/regime_phase_split_quality.csv,keep_small_or_report_artifact,skipped,2794,,keep_small_or_report_artifact
task_487_regime_phase_target_validation,task_487_decision.csv,docs/reports/task_487_regime_phase_target_validation/task_487_decision.csv,data/artifacts/task_487_regime_phase_target_validation/task_487_decision.csv,keep_small_or_report_artifact,skipped,603,,keep_small_or_report_artifact
task_487_regime_phase_target_validation,task_487_regime_only_phase_target_validation.md,docs/reports/task_487_regime_phase_target_validation/task_487_regime_only_phase_target_validation.md,data/artifacts/task_487_regime_phase_target_validation/task_487_regime_only_phase_target_validation.md,keep_small_or_report_artifact,skipped,8840,,keep_small_or_report_artifact
task_406_professional_multicombination_test,professional_combo_assignment_panel.csv,docs/reports/task_406_professional_multicombination_test/professional_combo_assignment_panel.csv,data/artifacts/task_406_professional_multicombination_test/professional_combo_assignment_panel.csv,move_to_data_artifacts,moved,85681768,8860adc165c7415b36807989cfd639a7a3c83eec5ae1172fb66f13b98ab83f07,moved large archive artifact to data/artifacts
task_406_professional_multicombination_test,professional_combo_concentration_audit.csv,docs/reports/task_406_professional_multicombination_test/professional_combo_concentration_audit.csv,data/artifacts/task_406_professional_multicombination_test/professional_combo_concentration_audit.csv,keep_small_or_report_artifact,skipped,2032,,keep_small_or_report_artifact
task_406_professional_multicombination_test,professional_combo_false_positive_audit.csv,docs/reports/task_406_professional_multicombination_test/professional_combo_false_positive_audit.csv,data/artifacts/task_406_professional_multicombination_test/professional_combo_false_positive_audit.csv,keep_small_or_report_artifact,skipped,10773,,keep_small_or_report_artifact
task_406_professional_multicombination_test,professional_combo_label_coverage_audit.csv,docs/reports/task_406_professional_multicombination_test/professional_combo_label_coverage_audit.csv,data/artifacts/task_406_professional_multicombination_test/professional_combo_label_coverage_audit.csv,keep_small_or_report_artifact,skipped,1733,,keep_small_or_report_artifact
task_406_professional_multicombination_test,professional_combo_leakage_audit.csv,docs/reports/task_406_professional_multicombination_test/professional_combo_leakage_audit.csv,data/artifacts/task_406_professional_multicombination_test/professional_combo_leakage_audit.csv,keep_small_or_report_artifact,skipped,445,,keep_small_or_report_artifact
task_406_professional_multicombination_test,professional_combo_monthly_quality.csv,docs/reports/task_406_professional_multicombination_test/professional_combo_monthly_quality.csv,data/artifacts/task_406_professional_multicombination_test/professional_combo_monthly_quality.csv,keep_small_or_report_artifact,skipped,74789,,keep_small_or_report_artifact
task_406_professional_multicombination_test,professional_combo_quality.csv,docs/reports/task_406_professional_multicombination_test/professional_combo_quality.csv,data/artifacts/task_406_professional_multicombination_test/professional_combo_quality.csv,keep_small_or_report_artifact,skipped,3657,,keep_small_or_report_artifact
task_406_professional_multicombination_test,professional_combo_rulebook.csv,docs/reports/task_406_professional_multicombination_test/professional_combo_rulebook.csv,data/artifacts/task_406_professional_multicombination_test/professional_combo_rulebook.csv,keep_small_or_report_artifact,skipped,6415,,keep_small_or_report_artifact
task_406_professional_multicombination_test,professional_combo_split_quality.csv,docs/reports/task_406_professional_multicombination_test/professional_combo_split_quality.csv,data/artifacts/task_406_professional_multicombination_test/professional_combo_split_quality.csv,keep_small_or_report_artifact,skipped,10507,,keep_small_or_report_artifact
task_406_professional_multicombination_test,task_406_professional_multicombination_test.md,docs/reports/task_406_professional_multicombination_test/task_406_professional_multicombination_test.md,data/artifacts/task_406_professional_multicombination_test/task_406_professional_multicombination_test.md,keep_small_or_report_artifact,skipped,4800,,keep_small_or_report_artifact
task_406_professional_multicombination_test,task_406c_decision.csv,docs/reports/task_406_professional_multicombination_test/task_406c_decision.csv,data/artifacts/task_406_professional_multicombination_test/task_406c_decision.csv,keep_small_or_report_artifact,skipped,518,,keep_small_or_report_artifact
task_394_regime_aware_canonical_continuation_policy,policy_lifecycle_simulation_panel.csv,docs/reports/task_394_regime_aware_canonical_continuation_policy/policy_lifecycle_simulation_panel.csv,data/artifacts/task_394_regime_aware_canonical_continuation_policy/policy_lifecycle_simulation_panel.csv,move_to_data_artifacts,moved,38895358,8ec673f157d9e0e2df27a0091d2bd183b4398167ad072868a4274bb4c6649e77,moved large archive artifact to data/artifacts
task_394_regime_aware_canonical_continuation_policy,policy_monthly_quality.csv,docs/reports/task_394_regime_aware_canonical_continuation_policy/policy_monthly_quality.csv,data/artifacts/task_394_regime_aware_canonical_continuation_policy/policy_monthly_quality.csv,keep_small_or_report_artifact,skipped,17975,,keep_small_or_report_artifact
task_394_regime_aware_canonical_continuation_policy,policy_split_quality.csv,docs/reports/task_394_regime_aware_canonical_continuation_policy/policy_split_quality.csv,data/artifacts/task_394_regime_aware_canonical_continuation_policy/policy_split_quality.csv,keep_small_or_report_artifact,skipped,5195,,keep_small_or_report_artifact
task_394_regime_aware_canonical_continuation_policy,policy_transition_audit.csv,docs/reports/task_394_regime_aware_canonical_continuation_policy/policy_transition_audit.csv,data/artifacts/task_394_regime_aware_canonical_continuation_policy/policy_transition_audit.csv,keep_small_or_report_artifact,skipped,10706,,keep_small_or_report_artifact
task_394_regime_aware_canonical_continuation_policy,policy_validation_audit.csv,docs/reports/task_394_regime_aware_canonical_continuation_policy/policy_validation_audit.csv,data/artifacts/task_394_regime_aware_canonical_continuation_policy/policy_validation_audit.csv,keep_small_or_report_artifact,skipped,1846,,keep_small_or_report_artifact
task_394_regime_aware_canonical_continuation_policy,policy_weak_regime_audit.csv,docs/reports/task_394_regime_aware_canonical_continuation_policy/policy_weak_regime_audit.csv,data/artifacts/task_394_regime_aware_canonical_continuation_policy/policy_weak_regime_audit.csv,keep_small_or_report_artifact,skipped,1839,,keep_small_or_report_artifact
task_394_regime_aware_canonical_continuation_policy,regime_policy_rulebook.csv,docs/reports/task_394_regime_aware_canonical_continuation_policy/regime_policy_rulebook.csv,data/artifacts/task_394_regime_aware_canonical_continuation_policy/regime_policy_rulebook.csv,keep_small_or_report_artifact,skipped,481,,keep_small_or_report_artifact
task_394_regime_aware_canonical_continuation_policy,task_394_decision.csv,docs/reports/task_394_regime_aware_canonical_continuation_policy/task_394_decision.csv,data/artifacts/task_394_regime_aware_canonical_continuation_policy/task_394_decision.csv,keep_small_or_report_artifact,skipped,604,,keep_small_or_report_artifact
task_394_regime_aware_canonical_continuation_policy,task_394_regime_aware_canonical_continuation_policy.md,docs/reports/task_394_regime_aware_canonical_continuation_policy/task_394_regime_aware_canonical_continuation_policy.md,data/artifacts/task_394_regime_aware_canonical_continuation_policy/task_394_regime_aware_canonical_continuation_policy.md,keep_small_or_report_artifact,skipped,8601,,keep_small_or_report_artifact
task_402r_decision_labelability_audit,decision_labelability_audit.csv,docs/reports/task_402r_decision_labelability_audit/decision_labelability_audit.csv,data/artifacts/task_402r_decision_labelability_audit/decision_labelability_audit.csv,keep_small_or_report_artifact,skipped,324,,keep_small_or_report_artifact
task_402r_decision_labelability_audit,population_consistency_audit.csv,docs/reports/task_402r_decision_labelability_audit/population_consistency_audit.csv,data/artifacts/task_402r_decision_labelability_audit/population_consistency_audit.csv,keep_small_or_report_artifact,skipped,388,,keep_small_or_report_artifact
task_402r_decision_labelability_audit,task_402r_decision.csv,docs/reports/task_402r_decision_labelability_audit/task_402r_decision.csv,data/artifacts/task_402r_decision_labelability_audit/task_402r_decision.csv,keep_small_or_report_artifact,skipped,501,,keep_small_or_report_artifact
task_402r_decision_labelability_audit,task_402r_decision_labelability_audit.md,docs/reports/task_402r_decision_labelability_audit/task_402r_decision_labelability_audit.md,data/artifacts/task_402r_decision_labelability_audit/task_402r_decision_labelability_audit.md,keep_small_or_report_artifact,skipped,1445,,keep_small_or_report_artifact
task_402r_decision_labelability_audit,unlabeled_candidate_audit.csv,docs/reports/task_402r_decision_labelability_audit/unlabeled_candidate_audit.csv,data/artifacts/task_402r_decision_labelability_audit/unlabeled_candidate_audit.csv,move_to_data_artifacts,moved,38923730,4c30047c3c51d76bf924476bdda40dded684025357166222b37517295f2af50c,moved large archive artifact to data/artifacts
task_482_continuous_market_theme_regime_engine,daily_market_regime_component_scores.csv,docs/reports/task_482_continuous_market_theme_regime_engine/daily_market_regime_component_scores.csv,data/artifacts/task_482_continuous_market_theme_regime_engine/daily_market_regime_component_scores.csv,keep_small_or_report_artifact,skipped,267495,,keep_small_or_report_artifact
task_482_continuous_market_theme_regime_engine,daily_market_regime_state_panel.csv,docs/reports/task_482_continuous_market_theme_regime_engine/daily_market_regime_state_panel.csv,data/artifacts/task_482_continuous_market_theme_regime_engine/daily_market_regime_state_panel.csv,keep_small_or_report_artifact,skipped,303867,,keep_small_or_report_artifact
task_482_continuous_market_theme_regime_engine,daily_regime_source_ohlcv_panel.csv,docs/reports/task_482_continuous_market_theme_regime_engine/daily_regime_source_ohlcv_panel.csv,data/artifacts/task_482_continuous_market_theme_regime_engine/daily_regime_source_ohlcv_panel.csv,move_to_data_artifacts,moved,28729257,a0e57189f6c43a3c6b562354e406efcfb726d9515f5e5856131bb2e2b82379f6,moved large archive artifact to data/artifacts
task_482_continuous_market_theme_regime_engine,daily_theme_regime_component_scores.csv,docs/reports/task_482_continuous_market_theme_regime_engine/daily_theme_regime_component_scores.csv,data/artifacts/task_482_continuous_market_theme_regime_engine/daily_theme_regime_component_scores.csv,keep_small_or_report_artifact,skipped,2817678,,keep_small_or_report_artifact
task_482_continuous_market_theme_regime_engine,daily_theme_regime_state_panel.csv,docs/reports/task_482_continuous_market_theme_regime_engine/daily_theme_regime_state_panel.csv,data/artifacts/task_482_continuous_market_theme_regime_engine/daily_theme_regime_state_panel.csv,keep_small_or_report_artifact,skipped,3158586,,keep_small_or_report_artifact
task_482_continuous_market_theme_regime_engine,market_regime_quarterly_quality.csv,docs/reports/task_482_continuous_market_theme_regime_engine/market_regime_quarterly_quality.csv,data/artifacts/task_482_continuous_market_theme_regime_engine/market_regime_quarterly_quality.csv,keep_small_or_report_artifact,skipped,8829,,keep_small_or_report_artifact
