task_id,stage5_task_id,provider,source_key,raw_path,headline_rows,mapping_pass_rows,mapping_blocker_rows,empty_provider_response,mapping_status
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084824995502Z/headlines.json,241,241,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084827610471Z/headlines.json,265,265,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084830297924Z/headlines.json,357,357,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084834442458Z/headlines.json,422,422,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084837345577Z/headlines.json,380,380,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084840229247Z/headlines.json,269,269,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084842961952Z/headlines.json,340,340,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084845788229Z/headlines.json,355,355,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084849379058Z/headlines.json,267,267,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084852155061Z/headlines.json,205,205,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084854819790Z/headlines.json,286,286,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084857529408Z/headlines.json,273,273,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084900261838Z/headlines.json,345,345,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084903169503Z/headlines.json,501,501,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084906370094Z/headlines.json,386,386,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084909349163Z/headlines.json,363,363,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084912345323Z/headlines.json,164,164,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084915044594Z/headlines.json,38,38,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084918633019Z/headlines.json,0,0,0,1,PASS
