lifecycle_id,symbol,theme_id,entry_ts,split_name,source_event_available_flag,evidence_brain_state,economic_transmission_state,market_pricing_brain_state,portfolio_brain_state,review_decision_state,invalidation_condition,risk_budget_state,sizing_cap_reason,final_brain_state,final_brain_reason_codes,translator_output_is_action_flag,outcome_used_for_assignment_flag,future_price_used_for_assignment_flag,missing_source_used_as_negative_flag,macro_used_for_assignment_flag,real_capital_status,no_action_reason
TASK617|AVGO|20240710T161500Z,AVGO,ai_semiconductors,2024-07-10 16:15:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,slot_candidate_needs_confirmation,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|TSLA|20240710T163000Z,TSLA,ev_autonomy_mobility,2024-07-10 16:30:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,slot_candidate_needs_confirmation,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|ISRG|20240710T164500Z,ISRG,biotech_glp1_healthcare,2024-07-10 16:45:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,slot_candidate_needs_confirmation,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|PANW|20240711T133000Z,PANW,cybersecurity,2024-07-11 13:30:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,no_slot_claim_review_only,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|REGN|20240711T133000Z,REGN,biotech_glp1_healthcare,2024-07-11 13:30:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,no_slot_claim_review_only,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|TSLA|20240711T133000Z,TSLA,ev_autonomy_mobility,2024-07-11 13:30:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,no_slot_claim_review_only,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|AMGN|20240711T134500Z,AMGN,biotech_glp1_healthcare,2024-07-11 13:45:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,no_slot_claim_review_only,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|F|20240711T134500Z,F,ev_autonomy_mobility,2024-07-11 13:45:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,no_slot_claim_review_only,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|LLY|20240711T134500Z,LLY,biotech_glp1_healthcare,2024-07-11 13:45:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,no_slot_claim_review_only,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|UBER|20240711T134500Z,UBER,ev_autonomy_mobility,2024-07-11 13:45:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,no_slot_claim_review_only,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|ESTC|20240711T144500Z,ESTC,data_devops_software,2024-07-11 14:45:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,no_slot_claim_review_only,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|RIVN|20240711T144500Z,RIVN,ev_autonomy_mobility,2024-07-11 14:45:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,no_slot_claim_review_only,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|ISRG|20240711T153000Z,ISRG,biotech_glp1_healthcare,2024-07-11 15:30:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,slot_candidate_needs_confirmation,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|ASTS|20240715T133000Z,ASTS,aerospace_defense_space,2024-07-15 13:30:00+00:00,train_design,1,source_present_but_noise_dominated,no_clear_economic_path,market_pricing_needs_review,slot_candidate_needs_confirmation,research_only_no_slot_or_confirmation,invalid_if_evidence_cannot_be_tied_to_price_or_economics,no_budget_research_only,not_approved_until_guardrail_passes,research_only_no_slot_or_confirmation__no_budget_research_only,review=research_only_no_slot_or_confirmation|invalidation=invalid_if_evidence_cannot_be_tied_to_price_or_economics|budget=no_budget_research_only|cap=not_approved_until_guardrail_passes,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|F|20240715T133000Z,F,ev_autonomy_mobility,2024-07-15 13:30:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,no_slot_claim_review_only,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|ROK|20240715T133000Z,ROK,industrial_automation_robotics,2024-07-15 13:30:00+00:00,train_design,1,source_present_but_noise_dominated,no_clear_economic_path,market_pricing_needs_review,slot_candidate_needs_confirmation,research_only_no_slot_or_confirmation,invalid_if_evidence_cannot_be_tied_to_price_or_economics,no_budget_research_only,not_approved_until_guardrail_passes,research_only_no_slot_or_confirmation__no_budget_research_only,review=research_only_no_slot_or_confirmation|invalidation=invalid_if_evidence_cannot_be_tied_to_price_or_economics|budget=no_budget_research_only|cap=not_approved_until_guardrail_passes,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|ZS|20240715T133000Z,ZS,cybersecurity,2024-07-15 13:30:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,no_slot_claim_review_only,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|DDOG|20240715T134500Z,DDOG,data_devops_software,2024-07-15 13:45:00+00:00,train_design,1,source_present_but_noise_dominated,capital_need_overhang_vs_growth_question,market_waiting_on_overhang_absorption,no_slot_claim_review_only,watch_for_confirmation,invalid_if_overhang_not_absorbed_by_followup_price_action,no_budget_research_only,financing_or_overhang_confirmation_needed,watch_for_confirmation__no_budget_research_only,review=watch_for_confirmation|invalidation=invalid_if_overhang_not_absorbed_by_followup_price_action|budget=no_budget_research_only|cap=financing_or_overhang_confirmation_needed,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|GOOGL|20240715T134500Z,GOOGL,cloud_ai_platforms,2024-07-15 13:45:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,no_slot_claim_review_only,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|NOW|20240715T134500Z,NOW,cloud_ai_platforms,2024-07-15 13:45:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,no_slot_claim_review_only,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|PANW|20240715T134500Z,PANW,cybersecurity,2024-07-15 13:45:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,no_slot_claim_review_only,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|PLTR|20240715T134500Z,PLTR,data_devops_software,2024-07-15 13:45:00+00:00,train_design,1,source_present_but_noise_dominated,capital_need_overhang_vs_growth_question,market_waiting_on_overhang_absorption,no_slot_claim_review_only,watch_for_confirmation,invalid_if_overhang_not_absorbed_by_followup_price_action,no_budget_research_only,financing_or_overhang_confirmation_needed,watch_for_confirmation__no_budget_research_only,review=watch_for_confirmation|invalidation=invalid_if_overhang_not_absorbed_by_followup_price_action|budget=no_budget_research_only|cap=financing_or_overhang_confirmation_needed,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|RKLB|20240715T134500Z,RKLB,aerospace_defense_space,2024-07-15 13:45:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,no_slot_claim_review_only,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|S|20240715T134500Z,S,cybersecurity,2024-07-15 13:45:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,no_slot_claim_review_only,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|TER|20240715T134500Z,TER,industrial_automation_robotics,2024-07-15 13:45:00+00:00,train_design,1,source_present_but_noise_dominated,capital_need_overhang_vs_growth_question,market_waiting_on_overhang_absorption,no_slot_claim_review_only,watch_for_confirmation,invalid_if_overhang_not_absorbed_by_followup_price_action,no_budget_research_only,financing_or_overhang_confirmation_needed,watch_for_confirmation__no_budget_research_only,review=watch_for_confirmation|invalidation=invalid_if_overhang_not_absorbed_by_followup_price_action|budget=no_budget_research_only|cap=financing_or_overhang_confirmation_needed,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|RIVN|20240715T140000Z,RIVN,ev_autonomy_mobility,2024-07-15 14:00:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,no_slot_claim_review_only,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|TSLA|20240715T140000Z,TSLA,ev_autonomy_mobility,2024-07-15 14:00:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,no_slot_claim_review_only,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|LLY|20240715T141500Z,LLY,biotech_glp1_healthcare,2024-07-15 14:15:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,slot_candidate_needs_confirmation,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|PH|20240716T133000Z,PH,industrial_automation_robotics,2024-07-16 13:30:00+00:00,train_design,1,evidence_needs_context,capital_need_overhang_vs_growth_question,market_waiting_on_overhang_absorption,no_slot_claim_review_only,watch_for_confirmation,invalid_if_overhang_not_absorbed_by_followup_price_action,no_budget_research_only,financing_or_overhang_confirmation_needed,watch_for_confirmation__no_budget_research_only,review=watch_for_confirmation|invalidation=invalid_if_overhang_not_absorbed_by_followup_price_action|budget=no_budget_research_only|cap=financing_or_overhang_confirmation_needed,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|REGN|20240716T133000Z,REGN,biotech_glp1_healthcare,2024-07-16 13:30:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,no_slot_claim_review_only,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|AMGN|20240716T134500Z,AMGN,biotech_glp1_healthcare,2024-07-16 13:45:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,no_slot_claim_review_only,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|GM|20240716T134500Z,GM,ev_autonomy_mobility,2024-07-16 13:45:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,no_slot_claim_review_only,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|IR|20240716T134500Z,IR,industrial_automation_robotics,2024-07-16 13:45:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,no_slot_claim_review_only,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|ROK|20240716T134500Z,ROK,industrial_automation_robotics,2024-07-16 13:45:00+00:00,train_design,1,source_present_but_noise_dominated,capital_need_overhang_vs_growth_question,market_waiting_on_overhang_absorption,no_slot_claim_review_only,watch_for_confirmation,invalid_if_overhang_not_absorbed_by_followup_price_action,no_budget_research_only,financing_or_overhang_confirmation_needed,watch_for_confirmation__no_budget_research_only,review=watch_for_confirmation|invalidation=invalid_if_overhang_not_absorbed_by_followup_price_action|budget=no_budget_research_only|cap=financing_or_overhang_confirmation_needed,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|SOFI|20240716T143000Z,SOFI,crypto_fintech,2024-07-16 14:30:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,no_slot_claim_review_only,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|UBER|20240716T143000Z,UBER,ev_autonomy_mobility,2024-07-16 14:30:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,no_slot_claim_review_only,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|HOOD|20240716T150000Z,HOOD,crypto_fintech,2024-07-16 15:00:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,no_slot_claim_review_only,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|MSTR|20240716T150000Z,MSTR,crypto_fintech,2024-07-16 15:00:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,no_slot_claim_review_only,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|PLTR|20240716T150000Z,PLTR,data_devops_software,2024-07-16 15:00:00+00:00,train_design,1,source_present_but_noise_dominated,no_clear_economic_path,market_pricing_needs_review,slot_candidate_needs_confirmation,research_only_no_slot_or_confirmation,invalid_if_evidence_cannot_be_tied_to_price_or_economics,no_budget_research_only,not_approved_until_guardrail_passes,research_only_no_slot_or_confirmation__no_budget_research_only,review=research_only_no_slot_or_confirmation|invalidation=invalid_if_evidence_cannot_be_tied_to_price_or_economics|budget=no_budget_research_only|cap=not_approved_until_guardrail_passes,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|COIN|20240716T153000Z,COIN,crypto_fintech,2024-07-16 15:30:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,slot_candidate_needs_confirmation,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|F|20240716T160000Z,F,ev_autonomy_mobility,2024-07-16 16:00:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,slot_candidate_needs_confirmation,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|TER|20240716T164500Z,TER,industrial_automation_robotics,2024-07-16 16:45:00+00:00,train_design,1,source_present_but_noise_dominated,no_clear_economic_path,market_pricing_needs_review,slot_candidate_needs_confirmation,research_only_no_slot_or_confirmation,invalid_if_evidence_cannot_be_tied_to_price_or_economics,no_budget_research_only,not_approved_until_guardrail_passes,research_only_no_slot_or_confirmation__no_budget_research_only,review=research_only_no_slot_or_confirmation|invalidation=invalid_if_evidence_cannot_be_tied_to_price_or_economics|budget=no_budget_research_only|cap=not_approved_until_guardrail_passes,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|RIVN|20240716T173000Z,RIVN,ev_autonomy_mobility,2024-07-16 17:30:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,slot_candidate_needs_confirmation,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|TSLA|20240716T183000Z,TSLA,ev_autonomy_mobility,2024-07-16 18:30:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,slot_candidate_needs_confirmation,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|PLTR|20240717T133000Z,PLTR,data_devops_software,2024-07-17 13:30:00+00:00,train_design,1,source_present_but_noise_dominated,no_clear_economic_path,market_pricing_needs_review,slot_candidate_needs_confirmation,research_only_no_slot_or_confirmation,invalid_if_evidence_cannot_be_tied_to_price_or_economics,no_budget_research_only,not_approved_until_guardrail_passes,research_only_no_slot_or_confirmation__no_budget_research_only,review=research_only_no_slot_or_confirmation|invalidation=invalid_if_evidence_cannot_be_tied_to_price_or_economics|budget=no_budget_research_only|cap=not_approved_until_guardrail_passes,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
TASK617|RIVN|20240717T133000Z,RIVN,ev_autonomy_mobility,2024-07-17 13:30:00+00:00,train_design,0,source_gap_unknown_not_negative,no_economic_claim_source_gap,source_gap_no_market_pricing_claim,no_slot_claim_review_only,research_only_source_gap,invalidation_not_applicable_source_gap,no_budget_research_only,source_gap_no_size_claim,research_only_source_gap__no_budget_research_only,review=research_only_source_gap|invalidation=invalidation_not_applicable_source_gap|budget=no_budget_research_only|cap=source_gap_no_size_claim,0,0,0,0,0,FORBIDDEN,review_layer_only;not_buy_sell_or_position_instruction;real_capital_forbidden
